# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,12,15,15,13,0,21,18,19,20,21,15,21,22,
(13,20),(20,8),-0.420859 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.35405 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.408406 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.422687 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.135903 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.448542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.0682774 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.15104 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.266324 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.280093 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.333789 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.277666 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.535608 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.1791 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.380052 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.287864 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.369777 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.367635 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),0.203738 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.416983 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.382537 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.437005 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.451174 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.165172 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.406271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,15),-0.124451 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.264744 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.275005 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.310527 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.273397 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.114917 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0447239 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.461952 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.588124 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.391403 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.613501 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.523637 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.577122 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.567153 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.550916 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.508608 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.521121 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.37186 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.549599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.432559 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.424037 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.296486 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.440752 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.342011 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.256599 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.420539 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.647033 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.537812 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.604753 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.600857 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.584541 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.542312 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.554825 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.389401 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.506207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.126103 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.404908 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.396869 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.297986 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.427117 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.347453 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.0579915 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.00793877 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0147322 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.247109 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),0.0225526 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.420476 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.160819 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.42279 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.108424 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0607728 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.306931 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.338605 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),0.0464224 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.6815 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.0693149 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.163771 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0558883 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.0873961 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.22552 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.213698 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.135057 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.141279 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.0540693 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.00683767 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.514673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.455685 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.00603042 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.493533 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.128055 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.319254 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),0.0556324 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.243036 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.267449 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.241604 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.151141 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),0.131134 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.179588 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.155333 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.0648643 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.201493 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.175637 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.155554 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.323332 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.260042 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.284991 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.267804 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.289511 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.31446 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.205056 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.010316 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.175637 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.155554 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.265316 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.269525 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.284991 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0581345 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0864183 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.15025 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),0.189094 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.142044 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.291471 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.29568 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.201007 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0923451 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.121018 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.367513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.150453 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.204471 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.166715 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.1625 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.0152669 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.235694 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.141495 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.184745 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.178287 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0942812 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.156329 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0303723 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.445221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.227248 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.281233 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),0.0556888 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.31908 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.0631653 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.257468 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.411242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,20),0.0323773 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.16176 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.353825 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.10845 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.13148 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.127887 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0948092 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.168345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.291356 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.350041 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0986497 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.230644 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.234807 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.0144603 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.314532 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.445509 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.516396 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.110984 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.177141 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.419496 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.296502 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.311056 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.386966 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.333721 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.22239 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.226192 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.189828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.247405 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.181136 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.195978 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.301323 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.153675 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.523754 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.128374 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.0951414 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.167609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.292629 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.229092 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.617398 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.239047 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.08093 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.243654 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.00802579 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.459952 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.488761 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.1286 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.435443 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.268909 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.283352 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.359373 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.304966 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.219599 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.220336 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.19622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.230599 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.164375 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.45842 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.147773 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.167368 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.360076 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.31382 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.444012 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.515684 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.11021 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.176146 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.41812 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.29579 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.310344 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.386253 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.333009 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.221071 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.181263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.2287 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.165024 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.534703 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.148258 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.250191 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.525274 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.0113876 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.04265 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.699864 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.533464 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.478109 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.632884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.194026 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.519189 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.422707 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.120796 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.132944 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.37763 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.558292 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.23348 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.1305 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.690415 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.34252 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.03447 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.943886 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.08522 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.06337 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.715534 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.607844 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.510032 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.725653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.358858 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.377742 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.378363 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.290465 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0284025 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.700321 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.533766 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.478884 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.62677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.261734 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0550691 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.417113 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.245838 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.114755 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.112612 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.101724 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.203336 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.270375 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.417462 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.466264 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0428403 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.122819 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.236785 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.176049 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.779176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,1),-0.46498 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.178568 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.291832 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.318817 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.294271 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.150537 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.285976 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.346426 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.029532 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0379617 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.155383 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.113816 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.759112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.533949 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.500294 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.437061 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.487878 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.233869 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.413564 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.433581 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),0.166245 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.264234 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.319826 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.300531 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.119139 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.249797 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.315028 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.00865344 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.153879 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0528531 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.179255 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.809124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.559122 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.550314 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.442732 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.51382 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.779135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.509884 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.520332 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.922906 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.0800017 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.74533 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.70388 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.426863 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.0240532 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.608463 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.742885 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.804352 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.493376 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.36693 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.292215 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.142959 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.286939 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.44992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0534866 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.214826 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.221695 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.131811 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.351773 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.218246 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.111867 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.266581 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.35271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.00104262 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.262214 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.179952 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.221057 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.269128 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.067169 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.74876 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.689816 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.0188181 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.611925 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.746237 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.807814 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.496438 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.335393 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.263546 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.0824976 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.290401 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.499729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.197828 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.233928 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.185939 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.162485 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.162548 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.136301 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.231335 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.331925 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.0164943 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.255179 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.548119 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.490201 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.038718 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.3148 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.0526393 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.162043 # DEPENDENCYPART_GRANDPAR
