# _root_ " antidemokratiko " eta " baztertzailetzat " jo zuen udalbiltza erakundea , eta haren xedeak lurraldetasuna , subiranotasuna eta eraikuntza nazionala direla azpimarratu zuen .
#goldHeads=0,4,2,8,4,4,6,13,8,11,8,11,0,15,22,19,16,19,22,19,20,23,13,23,24,
#predictedHeads=0,4,2,8,4,8,6,13,8,11,8,11,0,15,22,19,16,19,22,19,22,23,13,23,24,
(16,15),(15,2),-0.0145592 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.22226 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0667882 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.363728 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0647153 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0722638 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.450675 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.814347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.161965 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.553664 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.346216 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.21156 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.211133 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.301344 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.509045 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.191199 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),0.19299 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.407642 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.39109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.069426 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0467537 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.248167 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.267152 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.434308 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.522271 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.561077 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.284788 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.717901 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.223348 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),0.230809 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.437602 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.352656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.0148364 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0565796 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.113712 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0966242 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.186474 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0865598 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.301345 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.509046 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),0.192988 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),-0.0645068 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0664936 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.137767 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.268763 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.204597 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.160771 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.438276 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.407889 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.442194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),-0.136912 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.116817 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.210591 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.146655 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.521711 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.5413 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.275263 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.708462 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.23724 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.222789 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),0.223839 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.428163 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.53109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.0381344 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.225701 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.027432 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.30093 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.230638 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.142748 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.372339 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.591287 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.563035 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.274908 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.707723 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.265405 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.292365 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),0.218492 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.427424 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.482891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.0551145 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.176664 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.115157 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.252452 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.208335 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.137941 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.370522 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.333232 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.337047 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.327243 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.0276453 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0409114 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.0052062 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0436351 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.134053 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.263585 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.243699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,21),-0.24134 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.467608 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.457804 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.139901 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.307563 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.220974 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0499912 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.204798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.116523 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0215519 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.111041 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.294543 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.314907 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.225102 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.431627 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.364334 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.291869 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.157727 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.350524 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.3694 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.198417 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.159814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.0480535 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.0480939 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.0641791 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0906678 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.090292 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.308665 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.0162424 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.0590515 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.254042 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.242332 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.392971 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.0343109 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.00741584 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.150612 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-1.75087 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.208053 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.279638 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.185108 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.526502 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.172341 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.328422 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.125559 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.701979 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.0986512 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.222201 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.233382 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.133296 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.192099 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.572082 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.172341 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.417987 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.328422 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.129683 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.706103 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0989894 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.222201 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.233382 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.333407 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.192099 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.929116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.229261 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.664935 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.572083 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.462783 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.57199 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.469838 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.356366 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.867686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,22),-0.438183 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.569068 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.591068 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.477137 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.05615 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.373282 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),0.0135162 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.683458 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.588928 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.344487 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.476042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.198821 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.115042 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.240341 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.242486 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.459128 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.615208 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.0243051 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.285467 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.484349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.144392 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.287181 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.258464 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.316697 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.487441 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.387851 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.519689 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.556375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.122638 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.294897 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.200521 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.317365 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.290076 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.424132 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.97432 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.770681 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.351376 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.262474 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.212242 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.33252 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),0.052432 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.649477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,23),-0.567012 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.206029 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.183137 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0674788 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.243001 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.0313466 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.0594345 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.132458 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.146901 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.164556 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.190157 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.149948 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.333218 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.686661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.431586 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),-0.3151 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),-0.548252 # DEPENDENCYPART_GRANDPAR
(19,8),(8,24),-0.0983978 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.322917 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0654044 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.362817 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.332768 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.224267 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.32279 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.539692 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.120642 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.149523 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.153687 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.173999 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.234629 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.395231 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.442623 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.272038 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.579035 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.16051 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.190357 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.294738 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.400379 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.0117485 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.052432 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.0232483 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.185757 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.649477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.367065 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.303288 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.567012 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.215637 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0509005 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0774714 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.44243 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.362817 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.224267 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.120642 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.149378 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.109355 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.212412 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.405976 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.186368 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.132883 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.304978 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.368521 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.338473 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.229971 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.135838 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.164575 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.115731 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.218116 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.41168 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0594161 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.132883 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.328477 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.557731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.226661 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.304978 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.234629 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.395231 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.458132 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0293987 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.255548 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.219848 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.362822 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.224272 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.10936 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.405981 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0745651 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0992938 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.173047 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.557731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.226659 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.304978 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.0631858 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.578272 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.439723 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.633575 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.0483674 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.117297 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.346392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0898618 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.00162723 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.214013 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.00420849 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.189501 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.29567 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.153559 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.353588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.102762 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.0181352 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-0.559125 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.661317 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.649678 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.678262 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.45527 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.438768 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.684243 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.454271 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.427705 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.172864 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.285656 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.3783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.162548 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.113731 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0751872 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.140004 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-0.601956 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.650865 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-0.681143 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-0.709343 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-0.460585 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.481599 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.668372 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.485352 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.458797 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.178179 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.316677 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.399882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.120578 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.17323 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0273181 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.170588 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.19055 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.0697279 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.0756545 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.377351 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.442424 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.511612 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.109154 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.124406 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.507885 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.300492 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.744253 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.532179 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.50581 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.810877 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.326709 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.459408 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.623595 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.533454 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.233145 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.449454 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.787675 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.578902 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.181553 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0280584 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.722114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.320464 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.522546 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.543076 # DEPENDENCYPART_GRANDPAR
