# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,19,10,22,
(14,6),(6,3),-0.748179 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.538729 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.412904 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.571194 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.143499 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.311467 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.502973 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0973769 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.560328 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.353028 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.227203 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0858533 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.474396 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.287012 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0241194 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.210763 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.141098 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.034796 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.748392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.37409 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.373728 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.278194 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.461955 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.409086 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.715013 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.511045 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0944547 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.578161 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.370861 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.245036 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0899141 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.492229 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.144296 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0785926 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.18843 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.141642 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0407836 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.750475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.374042 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.37368 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.278179 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.463291 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.409038 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.348742 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.714116 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.233555 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.115143 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.164267 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.594746 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.687445 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.430007 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.651406 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.268226 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.342789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0752746 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.159844 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.193549 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.651377 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.268197 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.3441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0770715 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.150759 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0221473 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.232832 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.198572 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.354123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),-0.100319 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.126615 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.183704 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0458752 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.739597 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.308335 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.454965 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.38277 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.279213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.10945 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.179019 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.209173 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.150068 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.15837 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.119395 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.326267 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.268181 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.128233 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.047078 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.06127 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.850059 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.724579 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.323034 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.971772 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.459129 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.386666 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.74816 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.323105 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.305362 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.441959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.116657 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.134816 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.175514 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0587517 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.0430756 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.167862 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0116215 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.362066 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.644417 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.620867 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.538055 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-0.648328 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.623638 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.377206 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.328595 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.652388 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.398012 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.291832 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.407605 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.593313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.0342254 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.109528 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.373372 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.073129 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.12396 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.447069 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0655798 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.122957 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.139883 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.0918636 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.0689927 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.056674 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.13767 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.142688 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0433323 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0117013 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.466806 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.511014 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.243089 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.156262 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.151953 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0829936 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.210838 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.776945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.43356 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.469195 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.456389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.534306 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.469239 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.271073 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.478817 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.359072 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.245149 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.250421 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.159543 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.547949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.237744 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.250899 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.35022 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.245149 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.227278 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.214039 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.221635 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.191088 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.213041 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.186601 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.190761 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.257384 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.27888 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.160237 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0540396 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.583811 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.576874 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.353715 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.277738 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.289908 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.201037 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.015228 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0602152 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.81691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.384 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.573032 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.561313 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.534737 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.387228 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.544678 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.283163 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.174231 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.190325 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.190536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.820597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,20),-0.565022 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.354086 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.309861 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.547132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.38321 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.2036 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.535182 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.497311 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.52683 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.534638 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.403219 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.395625 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.345144 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.591275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0568949 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.340458 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0834509 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.296017 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.385561 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.344246 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.19701 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.260567 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.458482 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.435524 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0506479 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.14845 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0798144 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.105482 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.44791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.508766 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.453437 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.391111 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.328823 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.25518 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.235214 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.27339 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.272815 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.145433 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.445349 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.252186 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.23222 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.270491 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.268974 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0832478 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.41622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.504262 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.445346 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.44628 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),-0.26553 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.87889 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.446275 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.267901 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.0413377 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),-0.224613 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.182235 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.154435 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.336216 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.368272 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.561974 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.172566 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.348348 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.660381 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.340863 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.280111 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.499772 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.693038 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.660083 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.483625 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.544591 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.0190596 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.189238 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.328996 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.28227 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.476601 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.443646 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0910741 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.348617 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.555282 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.200388 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.240778 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.44037 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.034859 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.183107 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.064766 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.027171 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.144966 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.57277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.011622 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),-0.250264 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.241096 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.363474 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.357768 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.552099 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.519144 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.135974 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.424116 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),0.00270829 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.606873 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.225681 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.45165 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.0430983 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.168024 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.0640933 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.0270681 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.149152 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.574782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.0122639 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-0.233706 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.251437 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.237599 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.073554 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.033124 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.354228 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.221635 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0830493 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0488635 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.293744 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.447514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),0.111186 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.10139 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.0895554 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.148667 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.282483 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0497705 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.305777 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.37903 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0198538 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),0.0732152 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.283143 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.050431 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.306591 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.378842 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0520327 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0869979 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.489777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),0.0732175 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.206894 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0945983 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.118309 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),0.0874898 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.122541 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.248268 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.33462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0655323 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.566205 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.157946 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.144503 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.24297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.323112 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.148084 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.980607 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.17351 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-1.14055 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-0.555059 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.04552 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.432135 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.325071 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.600403 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.736178 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.331412 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.781345 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.694411 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.289112 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.308261 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.151052 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.262754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.315077 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.00447731 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.16186 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.354949 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.357073 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.13218 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.217625 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.138172 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.51138 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.247606 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.28121 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.30523 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.315237 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.197495 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.286203 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.296662 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.252524 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.128773 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.742913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.300663 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.529524 # DEPENDENCYPART_GRANDPAR
