# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(12,14),(14,17),-0.257575 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.685261 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.949856 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.348013 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.850151 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.56819 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.9501 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.739361 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.483719 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.216432 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.476004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.433218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.215919 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0925655 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.122472 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.269245 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.203424 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.432785 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.199502 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.030843 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.247273 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.293558 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.16533 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.100397 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.194791 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.237467 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.425763 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.191401 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.373801 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.274861 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.399216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.180599 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.202372 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.324822 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.626264 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.89086 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.791159 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.534675 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.891103 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.680332 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.506983 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.416515 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.548246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.260351 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.261792 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0260425 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.313012 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.467566 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.54998 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.256712 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.200648 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.537373 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.850143 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.568184 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.950092 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.739353 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.483713 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.216412 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.475997 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.417126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.199096 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.0755249 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.11101 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.00274496 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.35616 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.281318 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.516974 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0292406 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.241376 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.704331 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.968926 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.869221 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.58028 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.96917 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.758431 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.46046 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.495074 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.409755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.139073 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.0716616 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.0498474 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.0770386 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.371922 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.273946 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.456949 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.216373 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.282569 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.763579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.363672 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.442611 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.201489 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-2.62898 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.759696 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.624559 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.976694 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.63764 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.02362 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-2.06037 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.10493 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-2.92878 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.30383 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.435385 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.42185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0775885 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.272143 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.15581 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.369652 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.838771 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.187796 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.210153 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.113411 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.152673 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0859247 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.0993839 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.134337 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0705171 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0507821 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.122645 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.198917 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0434196 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.190298 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.857778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.577874 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.726117 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.377481 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.538945 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.571699 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.576528 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.52194 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.457168 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.455441 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.482641 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.358868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.440226 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.419762 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.424515 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.386357 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.326581 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.368989 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.204984 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.564411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.556767 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.173122 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.362681 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.435999 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.358383 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.288243 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.458679 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.252028 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.360779 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.130732 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.465412 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.313266 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.316417 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.280765 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0928756 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.278613 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0889945 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.131325 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.112662 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.318717 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.162469 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.00126426 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.361828 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.0366279 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.257818 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.29461 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.0129353 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.388524 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.160772 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0461915 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.567247 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.0627465 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.667779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,18),-0.32476 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.279096 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.428592 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.165178 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.13056 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.114824 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.340688 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.173264 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.10549 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0365054 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.380956 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.108209 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.538754 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.173012 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.059456 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.132105 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.346915 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.211455 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.107028 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.08094 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.38659 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.166116 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.437498 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.119694 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0258394 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.0087227 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.270529 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.579482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.626387 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.0141524 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.300403 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.449938 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.190798 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.331951 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.521014 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.195453 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.519661 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.290273 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.275292 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0266542 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.200211 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.609666 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.288102 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.0439161 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0538303 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.0366279 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.257818 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),0.0129353 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.0555556 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.302291 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.0710178 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0115908 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.555418 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.224763 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0231195 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.209369 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.667779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.662952 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.0548001 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.32476 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.279096 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.428592 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.227557 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.489868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,12),0.0492197 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.555902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),0.0284024 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.21817 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.331886 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.0152416 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.281102 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.187493 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.193864 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0802521 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.352257 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.129985 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.148058 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.243936 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.314805 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.101441 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.535823 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.76572 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.532714 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.294233 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.80695 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.575883 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.319966 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.270882 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.180711 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.384406 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.023226 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.309027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.453861 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.170204 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0193515 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.032534 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0797567 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.3455 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.207096 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.08299 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.458005 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.269794 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.732249 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.501247 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.2318 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.732724 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.196514 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.156272 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.310085 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),0.0232348 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.419791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.28265 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.229653 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.118376 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.126677 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0458726 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.203827 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.473569 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.703465 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.470452 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.281699 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.744695 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.513694 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.22938 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.20896 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.168177 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.322531 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),0.0331647 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.510743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.364843 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.192896 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.141106 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.150267 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.121437 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.236476 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.0145814 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.128241 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.14693 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.138675 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.267918 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.725031 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0624437 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.122838 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.224172 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.22776 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.211999 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.09094 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.467265 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.01585 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.858461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.315831 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.29673 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.66105 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.716249 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.547941 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.883755 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.12559 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.504823 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.19524 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.454496 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.1199 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.327797 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.511583 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.896585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.00078012 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-1.03713 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.505057 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.528188 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.575437 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.00589994 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.536886 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.724433 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.575406 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.891943 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-1.13382 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.494212 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.510778 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.20368 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.481961 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.12829 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.336569 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.500863 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.689189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0410455 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.222734 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.916485 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.565545 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.55578 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.946426 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.521769 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.127759 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0451107 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0268064 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.385617 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.282357 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.299691 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.150287 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.324552 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.313531 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.07528 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.126175 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.230317 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0820395 # DEPENDENCYPART_GRANDPAR
