# _root_ bigarrenik , polimerizazio edo oxigeno zein nitrogenozko zubi baten bidezko bi molekula organikoren konbinazioa , eta alderantzizko prozesu edo hidrolisia .
#goldHeads=0,1,4,14,6,8,6,4,8,9,12,14,12,16,14,0,18,19,16,19,20,
#predictedHeads=3,3,4,8,6,8,6,12,8,9,12,14,12,16,14,0,18,19,16,19,20,
(14,12),(12,4),-0.297799 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.204158 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.153735 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.216473 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0968942 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.161875 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.114087 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),1.15046 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.866409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.151238 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.280669 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.050976 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.566447 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.314283 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.644401 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.362853 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.307089 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.214122 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.827125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.173314 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.0264689 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.527069 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.279658 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.605117 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.438277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.134341 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.249684 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.574366 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.466716 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.54211 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.36596 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.506602 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.56934 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.245347 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.175192 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.123667 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.249707 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.737491 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.418023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.00410871 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.407241 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.108118 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.134151 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.173706 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.492934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.0715994 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.134465 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.110246 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.214263 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.480337 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.386363 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.162191 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.219922 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.707318 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.432967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0601805 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0767867 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.38889 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.133107 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.316873 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.275779 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.532179 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.499924 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.464416 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.527153 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.133005 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.113788 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.207521 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.428732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.0179874 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.015908 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.400991 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.129641 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.163176 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.707318 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),-0.0578947 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.392531 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.141857 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.019289 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.274907 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.191207 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.0133349 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.156757 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0126416 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.0104704 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.302638 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0200804 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.202815 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0524102 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.186561 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.416977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.33524 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.457604 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.464843 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.362595 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.476025 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.297559 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.384536 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.395083 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.387689 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.359178 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.386996 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.363884 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.448362 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.331821 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.40042 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.321914 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.351099 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.23303 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.35505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.281407 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.264832 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.228656 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.260924 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.183919 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.0745719 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.270795 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.235758 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.280948 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.134078 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0293935 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.00848828 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.154943 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.161276 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.285861 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.295564 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.0929792 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.470355 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.107105 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.18679 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.275702 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.140533 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.149124 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.239925 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.528618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,18),-0.249095 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.142002 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.44861 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.134066 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.0274392 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.195382 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.0175124 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.151765 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.329734 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.00204446 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.13048 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.284271 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0716231 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.329022 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.463601 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.100351 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.184397 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.268949 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.138664 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.155878 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.246679 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.525271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),-0.237841 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.138523 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.437356 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.0274392 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.240133 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.162844 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.0335159 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.00204446 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.000869823 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.265706 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.0274392 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.195382 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.0175124 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.240133 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.162844 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.414923 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.00204446 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.126415 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.000869823 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.265706 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.44993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,7),-0.466475 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.103225 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.253091 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.212275 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.0186228 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.257026 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.161734 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.431816 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0685665 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.247112 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.00140238 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.288206 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.266389 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.117195 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.118396 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0907284 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.280742 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.17157 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.196284 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.0175124 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.162844 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.415825 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0525749 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.24728 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.238724 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.197483 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.265711 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.378927 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0622116 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.44993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.0891133 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.163759 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.0676144 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.363182 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.117195 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.243767 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.167242 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.268915 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0510418 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),0.0740923 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.199957 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.107577 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.399474 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.0175124 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.240133 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.162844 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.414923 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0516733 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.247112 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.237822 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.197315 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.204525 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.338014 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0622116 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.44993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0891133 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.163755 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.0676144 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.363178 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.117195 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.191346 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.49375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.0716493 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.101492 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.245386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.17929 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.129662 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0399402 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.173914 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.0195987 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.433925 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.156681 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.55398 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.0657057 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.243949 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.249849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.353422 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0797093 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.00695096 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.147741 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.641366 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.686117 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.860907 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.497657 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.658653 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.434198 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.241428 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.150628 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.332261 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.366049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.221264 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.133569 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0931053 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.553469 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.243439 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.376877 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.273138 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.114277 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.155638 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.38568 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.518337 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.363001 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.532137 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.473778 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.473203 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.536139 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.431262 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.459431 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.326621 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.450426 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.175933 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.837201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.370894 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.469824 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.506767 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.320767 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.401161 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.392911 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.419452 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.362036 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.433252 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.374893 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.390867 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.414841 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.404571 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.360515 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.238344 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.322872 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.376658 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.812766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.411956 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.467616 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.547922 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.587714 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.572301 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.694082 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.688282 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.573102 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.650464 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.587197 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.425886 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.505179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.269288 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.27484 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.166464 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.738535 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.756826 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.770626 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.712267 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.751233 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.652633 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.697889 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.660246 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.61572 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.424493 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.509046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0498562 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.214784 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.573102 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.587197 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.504372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0712705 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.236671 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.165659 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.254896 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.367656 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.478134 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.229386 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.492965 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.406091 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.345378 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.227916 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.234902 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.266456 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.227112 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0240349 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.730293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.37384 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.532823 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.261986 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.406786 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.383108 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.488924 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.534805 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.447931 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.386494 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.269756 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.276665 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.308296 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.268952 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.0497602 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.71781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.369772 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-0.52034 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.545547 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.4877 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.386943 # DEPENDENCYPART_GRANDPAR
