# _root_ hura ikustean arkitektoa izan behar_nuen burutazioa sartu zitzaion aitari , etxetxoak ganbarara bazterreratu eta traste_artean zapuztu , potortu eta hautsatu ziren arte .
#goldHeads=2,7,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,14,7,14,20,21,22,
#predictedHeads=2,5,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,19,0,19,20,20,22,
(7,4),(4,22),-0.935132 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0139199 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0215393 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0860033 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.131505 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.488182 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.714396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.77225 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.340663 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.579743 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.291149 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.387679 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.665452 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0702239 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0645221 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0774545 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.199676 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.411645 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.64215 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.142923 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.132143 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),0.00767988 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.234066 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.311141 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.370006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.577441 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.142661 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.079428 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.216666 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0694418 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0359543 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0270842 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.216666 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.515006 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.00655012 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.37001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),0.0359424 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0270842 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0929601 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.143422 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.513072 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.00590576 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.231641 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.285618 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.0809285 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),0.144489 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.157665 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.556206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.422571 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.0101461 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.00832121 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0468716 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.246601 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0905886 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.506457 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.09411 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.0392913 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0546556 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.334176 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.386331 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.565541 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.29041 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.359534 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.173488 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),0.0560924 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),0.0837495 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.386196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.0403505 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0352027 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0973682 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.199378 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.166838 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.396915 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0295421 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.115054 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.00991228 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.15357 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.269609 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.483799 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.217219 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.0262367 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0105746 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.00312749 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.461918 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.00655012 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.231641 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.197773 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.285618 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),0.144489 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),0.157665 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.556206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.422571 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.0101461 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.00832121 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0468716 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.246601 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0314331 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.118666 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.547562 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0392913 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0546556 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.187118 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.334176 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.386331 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.565541 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.231641 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),0.144489 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.556206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.422571 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.0101461 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0468716 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.246601 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.0314331 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.118666 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.547562 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.121919 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.131212 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.187118 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.334176 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.386331 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.565541 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.29041 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.173488 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.386196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,11),0.0973682 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.199378 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.166838 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.065519 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.497065 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),0.0134852 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.174736 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),0.0529396 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.269609 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.471031 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.483799 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.118666 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.547562 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.121919 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.131212 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.0824648 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.215196 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.386331 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.565541 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.657783 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.181914 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),0.0634485 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.13373 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.216072 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.505278 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.0378406 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.340795 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0910159 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.645726 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.246471 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0488893 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.939484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,1),-0.24867 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0389237 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.336568 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.219776 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.083241 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0262109 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.05073 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.123423 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.160718 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0843905 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.05271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.249068 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.847964 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.00689 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.610826 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.379587 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.618392 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.506433 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.323006 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.453151 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.935444 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.20929 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0494227 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0369767 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.139188 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0880344 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.170688 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0596495 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.05752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-1.01171 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.390763 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.334182 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.46305 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.24867 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0389237 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.193274 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.142259 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.142919 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.286887 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.215689 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0507678 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0409155 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.137843 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.152277 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0675129 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0604946 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.05773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.251586 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.852984 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.01191 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.609002 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.391286 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.797879 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.616568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.504609 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.334705 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.451328 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.463166 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.940464 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.033604 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.535891 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.612092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0839833 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.667733 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.453705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.3846 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.190472 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.612127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0839952 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.407386 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.297446 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.453061 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.3846 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.000190622 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.26225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.00321119 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.136521 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.27741 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.585425 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.338531 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.526333 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.329083 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.445687 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.31485 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0966256 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.81795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.501265 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.756525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,7),-0.702017 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.599912 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.189969 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.392314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.380405 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.050847 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.373807 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.146359 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0790943 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.353946 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0333284 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.457772 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.373807 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.989932 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.283733 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.678972 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.182696 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.492398 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.577767 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-1.03952 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.443198 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.296431 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.692383 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.940802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.5953 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.328989 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.380347 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.598473 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.436689 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.202224 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.498711 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.413038 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.746069 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.834451 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.179829 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.484591 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.733246 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.34286 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-1.46531 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.310617 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.585365 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.920867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,11),-0.582909 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.442369 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.149621 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.920867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,15),-0.360396 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.482522 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.24471 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.1737 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.499654 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.794058 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.07249 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.648978 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.5788 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.781616 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.47816 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.0308 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.596528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0731169 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.118521 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.294954 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0408776 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.133171 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.195193 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.261041 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.250699 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.0496976 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0506183 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.288492 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0509832 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.342416 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.396145 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.132493 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.211444 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.118599 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.0649233 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.285617 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.243129 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.36661 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0953772 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.259378 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.193449 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.288938 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0349565 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.11515 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.0915313 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.275525 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.725765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.413071 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.38001 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.35561 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.471688 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.564575 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.815075 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.281777 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.20793 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.365843 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.179018 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.241429 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.182084 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.27701 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0170072 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.293475 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.445283 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.503901 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.694288 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.211444 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.118599 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.372263 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.107578 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.0231394 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.436115 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.281135 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.202175 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.35878 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.173263 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0579105 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.194985 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.28116 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0178167 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.109942 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.108671 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.292665 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.738408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.446585 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.73262 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.392653 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.368254 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.505202 # DEPENDENCYPART_GRANDPAR
