# _root_ - abuztuaren 9an , berriozarren espainiako ejerzitoaren_aurka armaz burututako ekintza , zeinaren ondorioz francisco_casanova vicente tenienteordea hilik gertatu zen .
#goldHeads=0,3,9,3,9,7,9,9,10,0,10,13,18,16,14,18,18,10,18,19,
#predictedHeads=0,3,18,3,9,7,8,9,10,18,10,13,18,16,14,18,18,0,18,19,
(19,15),(15,14),-0.402975 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0271653 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.574778 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.499351 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.0800256 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.638443 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.203012 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.234639 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.415401 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.402975 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0681603 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0463304 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.01003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.303301 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.522042 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.215453 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.153078 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.339471 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.101229 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),0.407713 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.634913 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.557513 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.48882 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.478575 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.172298 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.720835 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.121874 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.291458 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.468184 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.463109 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.128295 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.16835 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.142461 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.03305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.360381 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.395906 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.38659 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.351121 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.410626 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.359653 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.309112 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.351877 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.325332 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.281251 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.301997 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.253271 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.204522 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.30994 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.300206 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.243821 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.178505 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.10567 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0340613 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.487117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
