# _root_ haren ustez , eaj eta eaeko gobernua dira askatasun faltaren arduradunak , " etak finkatutako ildoak jarraitzen dituztelako " .
#goldHeads=2,8,2,5,7,5,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
#predictedHeads=2,8,2,5,8,7,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
(16,11),(11,4),0.00529514 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.182691 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.151593 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.591402 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.02518 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.437025 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0823545 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.208153 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.143979 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.440165 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.72348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.355549 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.851828 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.214206 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-1.02809 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.107695 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.133109 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.463341 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.662052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.379108 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.52038 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0873862 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.438076 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.723477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,1),-0.261576 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.3097 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),0.173616 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.147296 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.0303331 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.438807 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.978204 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.280918 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0756844 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.360279 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0368119 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0950792 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.743236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.406649 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.870063 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.502161 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.544999 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.558338 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.333268 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.402781 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.542287 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.93218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.21388 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.779601 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.424932 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.861954 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.375491 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.598578 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.104802 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.397593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.675843 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.547515 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0302573 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.361687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),0.0146807 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.0079399 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.136448 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.221025 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.0233938 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.0982435 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.219405 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.166514 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.190461 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.144815 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.827566 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.013712 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.245761 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.242506 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.113403 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.863138 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.134069 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.305884 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.231055 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.19125 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.0524607 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.43236 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),0.00466556 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),0.447848 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.828365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,3),-0.147698 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.236389 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.0814711 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),0.0471303 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.309282 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.133812 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.240638 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.0440555 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.894429 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.335438 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.226557 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.173663 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.070048 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.669266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,1),-0.00691388 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.206066 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.212322 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.221874 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.0543162 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.868508 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.0884733 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.34907 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.296178 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.0524673 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.107471 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.34292 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.811045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),0.164475 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.05209 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.304301 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.136588 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.230427 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.0550499 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.884217 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.110389 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.299858 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.169754 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.0739569 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.412403 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.152845 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.669276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,1),0.0520908 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.3043 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.136587 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.0431622 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.884217 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.110388 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.299858 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.239328 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.0759937 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.410366 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.154882 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.0524571 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.303934 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.232386 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),0.0435285 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.886177 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.112349 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.299491 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.241288 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.182068 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.401513 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.181247 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.0821422 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.497746 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.669459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),0.304925 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),0.0795785 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.362016 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.185194 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0490221 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.240432 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.634548 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.779067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,11),0.0582241 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.20895 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0727143 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.463059 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.0477681 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.232348 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.207511 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),0.0157289 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.874148 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.105703 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.369607 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.233607 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.170626 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0735148 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.319028 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.169423 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.417913 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.758248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.175538 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.3043 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.0431622 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.239328 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.062877 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.299787 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.140318 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.00332752 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.669266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.305118 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.0797713 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.228042 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.25926 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.0907071 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.160536 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.455215 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.186692 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0390223 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.347347 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.137125 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.299963 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.708216 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.34725 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.731202 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.598302 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.527131 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.580256 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.324287 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.506137 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.0971637 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.575644 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.355916 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.00733154 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.726523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,2),-0.335145 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.304888 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.523503 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.452417 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0251206 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.535006 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.172144 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0697731 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.708935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.203643 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.673895 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.621029 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.120087 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.179336 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0231477 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.160562 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0224869 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),0.240818 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.0634146 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.292141 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.17663 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.101264 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.168568 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0133024 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.121877 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.174197 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.402789 # DEPENDENCYPART_GRANDPAR
