# _root_ berdin egiten dute elefante eta zaldi gidariek , zeintzuek praktikaz hezitzen dituzte abere hoiek , hezitzeko zientziatik ezertxo_ere jakin gabe .
#goldHeads=2,0,2,5,7,5,2,7,11,11,7,11,11,13,14,17,19,19,11,19,20,
#predictedHeads=2,0,2,5,7,5,11,7,11,11,0,11,11,13,14,17,19,19,11,19,20,
(14,16),(16,18),-0.106655 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.27322 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.141894 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.294866 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.440652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0231274 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.308469 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.253032 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.179933 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0645948 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.311524 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.640777 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.281238 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.545223 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.753026 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.558433 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.193517 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.263424 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.361536 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.532086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.00498275 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.384794 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.473875 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.11841 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.137388 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0448818 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.039706 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.102376 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.543239 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.247874 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.401174 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.299766 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.434495 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.375452 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.242055 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.376599 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.174297 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.118983 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.305095 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.239022 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.360746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.174486 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0937052 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0445068 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.174009 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.35639 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.466099 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.900983 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.450142 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.18963 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.385611 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.29732 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.273956 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.460388 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.0379578 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.547665 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.116674 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.7944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.276827 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.307285 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.490321 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.366452 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.994332 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0814747 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.318663 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.232143 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.493963 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.420526 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-1.01251 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.326403 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.336129 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.24856 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.313845 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.410906 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.121442 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.0671924 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.890475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.365219 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.40174 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.398021 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.116821 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.232143 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.28575 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.23116 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.489819 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.365949 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.396515 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.116319 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.331983 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.286326 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.231737 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.394017 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.178665 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.690191 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.0503027 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-1.00068 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.343937 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.255843 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.342599 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.333786 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.490321 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.366452 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.398021 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.116821 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.33349 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.245395 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.178656 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.309418 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.179242 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.689615 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.049726 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.160496 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.476631 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.440617 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.910016 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.391602 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.147869 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.32707 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.238976 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.207452 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.385689 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.401847 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.52145 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0975139 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0508704 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.246651 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.801428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.28993 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.24194 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.314313 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.263626 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.534494 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0898309 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.490321 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.366452 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.116821 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.178656 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.309418 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.408267 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.103309 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.647107 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.21532 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.270933 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.712563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.137907 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.223828 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.161384 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.160496 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0460505 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.286919 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.764269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.204073 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.275534 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.651238 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.822521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,13),-0.271127 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.123203 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.347006 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.456081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.0499436 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0538094 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.088357 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.552049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0452932 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.615027 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.759033 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.355069 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.694501 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.607064 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.769278 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.167886 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.888141 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.425564 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.177014 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.494001 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.645639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0297403 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.00501023 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0281921 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.0989543 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.066385 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.116081 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0487979 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.660579 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.242082 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.101366 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.0458351 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.750493 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.712098 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.130992 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-1.56394 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.40222 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0674984 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.658623 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.641707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.459449 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.235307 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.195262 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.1648 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0126685 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.561739 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.55365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.413974 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-1.53654 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.681661 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.54611 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.227866 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.546117 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.065971 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.405443 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.990775 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.0543908 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.555801 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.139005 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-1.49667 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.109142 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.506275 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.103629 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.661465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.104203 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.511327 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.288285 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.542398 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-1.04709 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.321576 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.906411 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.49196 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.05677 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.442221 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.67778 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.610111 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.761704 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.235218 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.113348 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.324177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.172159 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0791188 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0430969 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.26419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.0872261 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.00361217 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.416969 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.419971 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.198188 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.0943118 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.24259 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.0371747 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.206182 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.0343566 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.360771 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.2782 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.102868 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.238221 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.144818 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.469081 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.587678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.30222 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.341212 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.094487 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.201468 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.101552 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.027453 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.261494 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.304889 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.052138 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.497572 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.51353 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.598013 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.293482 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.561458 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.511564 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.411397 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.511938 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.306028 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.341964 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.397339 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.164874 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),0.0187699 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-0.633552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,1),-0.529217 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.638004 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.610573 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.182007 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.49321 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.445087 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.534648 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.694048 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.630707 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.480161 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.511866 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.462692 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.450733 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.462345 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.149133 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.347747 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.00797887 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),0.0683625 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.724079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,4),-0.551111 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.223822 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.445087 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.417664 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.383031 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.528715 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.637502 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.549604 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.22332 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.51305 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.418241 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.383608 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.444266 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.0895291 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.481196 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.329668 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.529217 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.638004 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.551111 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.223822 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.514556 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.464858 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.325392 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.461252 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0889525 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.480619 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.329091 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),0.0560206 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.508105 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.703154 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.519157 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.538396 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.247452 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.501841 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.452143 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.343323 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.525627 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.452321 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.31575 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.37818 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.268224 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.320301 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.130759 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.0379296 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.153666 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.64058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.117427 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.586393 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.369693 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.529217 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.638004 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.223822 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.325392 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.461252 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.465036 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.169627 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.4451 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.101498 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.339057 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.0522015 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.0870179 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.546226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.0116164 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),0.0560206 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.223031 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.357997 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0450929 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.052312 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.597869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,12),-0.445634 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.213375 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.508105 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.703154 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.538396 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.247452 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.501841 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.452143 # DEPENDENCYPART_GRANDPAR
