# _root_ horren berri zuzena eta zehatza izateko asmoak bultzatuta , karrantzako_udaleko ordezkaritza bat langraizko kartzelan fernando_diezekin biltzen ahaleginduko da , eta horretarako egin dute eskaera .
#goldHeads=2,6,4,2,4,7,8,20,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
#predictedHeads=2,6,4,2,4,7,8,17,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
(7,9),(9,7),-0.484316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.153677 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0982514 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0197737 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.193777 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0496637 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.114868 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.119039 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.234499 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.132746 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0815495 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.442757 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.275185 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.00387753 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.253554 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.177058 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.168561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.056624 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.103055 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.202378 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.13721 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0831934 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.827074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.338836 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.671106 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.511053 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.547831 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.653121 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.646823 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.31815 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.477165 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.411506 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.6495 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.580475 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.12215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.198682 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.00486477 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0848997 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.197527 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.100535 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0314531 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.73195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.29125 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.656206 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.221767 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.382042 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.354996 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.546031 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.500096 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0887226 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0342601 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0849086 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.218992 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.111407 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.157951 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.649168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.152261 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.442021 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.158508 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.208379 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.229323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,1),-0.39132 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.393107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0790981 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0772593 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.23079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.303302 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.215849 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.39132 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.437242 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.451246 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.121762 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.392446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.075952 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.22087 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.227862 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.294517 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.207064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.204152 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.389083 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.274525 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.115685 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.226684 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),-0.0761862 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.221104 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0622638 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.215849 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.212937 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),-0.0761863 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.221105 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0622646 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.109791 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.288476 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.212941 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.392013 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.147747 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.437242 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.221104 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0622638 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.109791 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.288475 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.20442 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0438673 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.392011 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.147959 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.437737 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.377422 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.522594 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.0225814 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.536833 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.138018 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.273878 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.580041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),-0.263176 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.102362 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.285924 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.329332 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.245266 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.238967 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.205172 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.344014 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.267389 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.169106 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.265695 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.581504 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.147578 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.437654 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.37733 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.522518 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.0224337 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.536757 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.137634 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.273787 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.575765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),-0.0519039 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.270107 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.109293 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.284196 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.336263 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.252197 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.245898 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0661929 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.347246 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.269205 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.180987 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.265852 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.584735 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.132277 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.264131 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.221182 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.298234 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.246283 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.423937 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.721667 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.0474598 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.226546 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.450481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,13),-0.305942 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.215577 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.0410188 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.100572 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.442262 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.375598 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.302728 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.293335 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.687234 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.0808988 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.389777 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.0343392 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.135214 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.286234 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.293697 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.132883 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.359853 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.275787 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.269488 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.157145 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.316808 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.31278 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.359978 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.226369 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.368872 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.611791 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.0780039 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.318526 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.245843 # DEPENDENCYPART_GRANDPAR
(8,24),(24,16),0.128822 # DEPENDENCYPART_GRANDPAR
(8,24),(24,17),-0.0434315 # DEPENDENCYPART_GRANDPAR
(8,24),(24,19),-0.348223 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-0.161272 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),-0.244051 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.700802 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.103236 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.291305 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.166703 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.240439 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.165223 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.211971 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.137615 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.183954 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.402104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,13),-0.446115 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.37786 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.352907 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.42513 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.24689 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.526445 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.279489 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.117361 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.258842 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.136748 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.242223 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.15102 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.32429 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.227299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.31614 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.29075 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.154761 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.244231 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.176518 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.215762 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0680495 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.117357 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.402103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.395409 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.430056 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.3571 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.44557 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.496409 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.426603 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.377671 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.352718 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),0.0529039 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.437738 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.246701 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.120839 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-0.5259 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.366035 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.003762 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.28971 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.11718 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.124782 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.04543 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0279082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.812099 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.110066 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.739903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.502766 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.362464 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.822692 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.675363 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.08251 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.586189 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.761286 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.733731 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.172635 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.51577 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.818972 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-1.02642 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0452804 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.998299 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0558945 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.268178 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.51651 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.44481 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.29229 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.226348 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.219296 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.294473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.108331 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.475793 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.331866 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.73561 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.631476 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.349701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.112487 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.340586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.219296 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.294473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.057259 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.334794 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.738538 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.219333 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.294474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0572596 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0114879 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.377262 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.738542 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.631479 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.362016 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.232835 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.222705 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0230242 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.301665 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.00100668 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.420344 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.342216 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.362655 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.186923 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.385348 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.122686 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0683224 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.228659 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.498912 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.376849 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.15651 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.261898 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.151528 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.272712 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.151744 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0424703 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.212772 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0478761 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.721991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.480774 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.526766 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.289403 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.589349 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.716843 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.63317 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.567393 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.534461 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.526041 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.589159 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.717292 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.222297 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.226035 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.252545 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.424787 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.165658 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0662512 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.702156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.498912 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.507008 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.269647 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.275415 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.331712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.045374 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.322002 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.367684 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.276484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),0.0511653 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.245378 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.322039 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.367684 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.276485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.129797 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0813363 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.245382 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.465141 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.490048 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.661229 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.367684 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.276484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.129797 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0813357 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.156017 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.403668 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.465139 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.490257 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.210491 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.248376 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0629131 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.307511 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.224302 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.409117 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.140649 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.186086 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.12784 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0379353 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.480818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.420358 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.406788 # DEPENDENCYPART_GRANDPAR
