# _root_ ybarra eta gonzalezen_arabera , bbvak banku bakar bezala egingo du lan bere unitate eta negozio guztietan , " espainiako merkatuan jada ezagunenetakoa den marka bakarrarekin " .
#goldHeads=2,9,2,3,9,9,6,7,0,9,9,13,2,9,2,15,16,17,20,23,23,23,24,9,24,25,26,
#predictedHeads=2,9,2,3,9,9,6,7,0,9,9,13,14,9,14,15,16,17,20,23,23,0,24,9,24,25,26,
(13,5),(5,3),-0.631739 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.202602 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.347499 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.774072 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.17535 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.631864 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.203155 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.654947 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.218253 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.175132 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0516412 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.825261 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.319749 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.0210714 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.737803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.409449 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.458776 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.400154 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.550866 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.345465 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.143435 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0452494 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.480134 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0659896 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.370968 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.644313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.369278 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.296956 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.647791 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.14762 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.505582 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.196297 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.528666 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.31881 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.27973 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.190451 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.61647 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.436112 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0907173 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.755937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.44371 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.47691 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.456973 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.510726 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.46433 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.358178 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.320812 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.596773 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.189834 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.217409 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.684717 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.48195 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.397213 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.279797 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.189651 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-1.02247 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0218872 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.737944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.409138 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.458918 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.400202 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.494219 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.324404 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.12812 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.325994 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.985911 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.009 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.803129 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.380749 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.488556 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.11336 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.780786 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.303144 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.289419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.011222 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0407387 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.215354 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.0235537 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.120993 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.107946 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.363237 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.979035 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.664438 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.327057 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.314716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.149847 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.126046 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.179266 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.233603 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.121493 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.414645 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0832817 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.000617585 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.298795 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.129616 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.124501 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.261431 # DEPENDENCYPART_GRANDPAR
(13,23),(23,6),-0.800206 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-0.388516 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-0.472771 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-0.777863 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.437236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),-0.160096 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),-0.158701 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),-0.129145 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.254021 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.187674 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.146591 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.145438 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.141721 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),0.00789498 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0237058 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.19989 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.171759 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0102674 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.0719245 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0902711 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.0212586 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.0257712 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.343195 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.521237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.3849 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.779942 # DEPENDENCYPART_GRANDPAR
(14,2),(2,24),-0.666939 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.166399 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0761285 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0581228 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.108895 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.206567 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.0581228 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.159477 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.104507 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.109461 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.205543 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.00962635 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0346928 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.204891 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.247051 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.0341594 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.131131 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.0745375 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.489257 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.430032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.244496 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.217227 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.170008 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0520867 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0144829 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.352774 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.471766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,21),-0.575515 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.0598698 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.00140824 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0098535 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.232789 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.0899808 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.0722904 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0605297 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0875464 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.22297 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0441579 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.00732478 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.416437 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.55821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.443556 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.196652 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.750236 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.838598 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.662165 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.555089 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.725595 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.0837951 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0432269 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0337789 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0922858 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.13715 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.111884 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.198275 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.0340446 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0589501 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.170672 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.247178 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0019796 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0643549 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0664044 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.487737 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.429674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.244547 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.217228 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.55271 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.472337 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.103629 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.00906068 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0339661 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.167994 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.238895 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.00881033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.039909 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.118343 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.429491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.244496 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.217227 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.55266 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.472333 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.247527 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.369613 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.372006 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.351023 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.0455072 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.00327677 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.156015 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.202045 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.380466 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.264793 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.538227 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.0894433 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.244428 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.262101 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.382996 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.273376 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.269992 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.372006 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.423458 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.325453 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.0452638 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.229673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.199496 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.106418 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.108468 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.384055 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.268382 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.170807 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.124313 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.540072 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-0.559858 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.553367 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.334771 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.493132 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.122415 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.257308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.195823 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.153371 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.156079 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.115468 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.192891 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.290525 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.0843946 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),0.0208482 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.372006 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.226868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,17),0.116234 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.107374 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.188293 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.309812 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.188239 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.120703 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.53802 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.699754 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.705489 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.434522 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.757122 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.451641 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.162279 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.435745 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.129773 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.128952 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-0.810015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,20),-0.470511 # DEPENDENCYPART_GRANDPAR
(15,2),(2,24),-0.570286 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.828072 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.325133 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.473747 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.775738 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.470375 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.281179 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.247306 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.379664 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.879705 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.576977 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.532661 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.403389 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.382306 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.534522 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.387466 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0232744 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.780056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.470315 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.445166 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.342955 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.406147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0937546 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.143667 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.144256 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.144838 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.243925 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.206143 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.124715 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.143129 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.223861 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0571758 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.244476 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.924386 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-0.52626 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.674828 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.90575 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.602865 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.337696 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.481566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),-0.199308 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),-0.160884 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.139864 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.142047 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.171963 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.104141 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.0922806 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.00969514 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.302407 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.492354 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0129604 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0563667 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.772494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.193706 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.75841 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.358903 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.541954 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-0.0289539 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.257346 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.37946 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.322676 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.37613 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.268577 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.518431 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.260638 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.219418 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.199615 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.1279 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.227785 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.414373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.119623 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.332323 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.0459045 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.110412 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.31554 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.19986 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.440032 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.353776 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.401423 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.371754 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.351951 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.178032 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.380127 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.286072 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.354987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),-0.203774 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.178251 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.19352 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.138013 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.258162 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-0.518431 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.1279 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.411568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,19),-0.121333 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.101206 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.201607 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.086163 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.327153 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.213032 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.231188 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.193135 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0642956 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.18489 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.13676 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.300541 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.312968 # DEPENDENCYPART_GRANDPAR
