# _root_ jarritako helburuetan lan_egiteko , hamabost kidek osatutako batzorde iraunkorra izendatu zen , eta horiek bost lan batzordetan lan_egin dute ordutik_hona .
#goldHeads=2,3,10,3,6,7,8,10,8,13,10,11,0,16,17,18,16,13,18,18,20,
#predictedHeads=2,3,10,3,6,7,8,10,8,13,10,11,0,18,16,17,18,13,18,18,20,
(14,10),(10,13),-0.0361395 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.326622 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.483657 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.443493 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.443127 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.513085 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.291628 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.380839 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.615857 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.283837 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0523241 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.337061 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.169548 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.278505 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.27169 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.388 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.392654 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.758521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.315386 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.466993 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.426829 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.448264 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.533762 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.587811 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.552226 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.514417 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.282591 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.424156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0152742 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.172974 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.189202 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.360176 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.123263 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0334115 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.614612 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.533712 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.587811 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.552226 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.514417 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.282408 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.41624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.00735788 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0818165 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.189842 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.360169 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.122947 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0329321 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.295663 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.201815 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.3028 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.271183 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.532915 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.583539 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.4807 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.422295 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.417293 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.348004 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.365679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.086061 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.142431 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.288598 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.150213 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0499178 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.493739 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.532864 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.583539 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.4807 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.422295 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.41711 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.348003 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.357762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0216835 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.14307 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.28859 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.149897 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0494383 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.390549 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.400185 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.0866198 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.274124 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.587573 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.377387 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.312226 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.201312 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.518142 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.115117 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.194066 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.77613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.284256 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.74843 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.748954 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.475582 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.33699 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.405414 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.309913 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.130954 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.398215 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.705532 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.408025 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.0667767 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.235807 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.429801 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.392451 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.355343 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.371531 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.287268 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.197122 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.114105 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.107981 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.796127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.304253 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.799368 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.648774 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.456721 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.467751 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.668657 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.114943 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.771852 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.315185 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.325418 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.154817 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.438704 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.310023 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.36813 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.307955 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.369025 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.637045 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.157702 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.387778 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.138701 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.805776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.313902 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.797356 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.471098 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0233695 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.68776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.195886 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.416002 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.687759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.195885 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.637901 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.823876 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.765191 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.701075 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.318004 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.2301 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.682538 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.164153 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.356669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.498426 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.549824 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.337498 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.505176 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.17954 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.485963 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.906192 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.685231 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.834708 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.748418 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.8133 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.261609 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.66144 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.139804 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.465739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.032811 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.450268 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.223523 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.40226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0917187 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.255312 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.396658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0971467 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.430044 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.180587 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.604127 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.438476 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.0767894 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0824786 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.308158 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.383717 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.620513 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.241431 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.720339 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.225034 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.0991331 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.786247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.708448 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.848516 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.169996 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.427712 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.086804 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.111837 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.466653 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.0961839 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.505036 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0976066 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.941504 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.14811 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.242909 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.232055 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.766577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.657469 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.655857 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.362248 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.0629279 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.278368 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.210447 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.151224 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.179704 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.600761 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.437594 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.0760922 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0755622 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.304792 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.113291 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.216624 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.563082 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.722371 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.227066 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.13729 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.147015 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.0976123 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.786799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.708632 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.8487 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.397719 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.193097 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-1.09408 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.143705 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.68094 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.10106 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.359373 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.00117823 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.32468 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.0352487 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.240395 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.504217 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.267056 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-1.06235 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.168221 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.307764 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.184769 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.230139 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.796449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.70662 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.366567 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-4.51461e-05 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.159155 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.678432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,14),-0.336145 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.155659 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.678431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,8),-0.412545 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.685226 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.342653 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0931035 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.027798 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.41744 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.124262 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.766632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.657429 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.837763 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.356051 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.382271 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.09837 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.330322 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.804786 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.41337 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.719591 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.649362 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.23923 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.232935 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.583009 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.0953201 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.226272 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.450234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.644529 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.158896 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.194235 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.38628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.195418 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.121664 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.380852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,21),-0.233606 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.313688 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.485801 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.135256 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.191186 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),0.0280723 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.278985 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.118174 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.678544 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.316244 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.251107 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.553168 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.0149595 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.258088 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.216039 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),0.145329 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.536048 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.508715 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),0.038042 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.429675 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.268076 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.663838 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.066451 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.350883 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.677129 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.100399 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.662511 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.192305 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.340092 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.110848 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.328476 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.360548 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.445696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.698102 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.301635 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.538559 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.0169109 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.244791 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.644295 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.248957 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.514303 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-2.17067e-05 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.499672 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.25644 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.0294253 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.421477 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.439319 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.355033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,1),-0.427562 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.259133 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.661724 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.0645267 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.345867 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.668186 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.391256 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.129697 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.521579 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.340736 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.111493 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.352383 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.123223 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.328348 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.36042 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.445696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.698103 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.0684774 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.040186 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.680179 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0261669 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.345958 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.688779 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.366496 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.602627 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.305973 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.591271 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.331279 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.203847 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.525742 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.121194 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.507414 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.148324 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0744447 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0797042 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.366218 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.396105 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.532639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,10),-0.136221 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.298006 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.340159 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.367914 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0268195 # DEPENDENCYPART_GRANDPAR
