# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,24,21,22,23,24,17,24,25,
(10,9),(9,6),-0.7117 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.197129 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.41731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,13),-0.585625 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.347823 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.762425 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.387708 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.474765 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.268977 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.392427 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.588588 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.483728 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.371242 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.64324 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.287226 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.528366 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.345961 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.44939 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.239113 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.290598 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.217125 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0607322 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.119083 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.232314 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0807026 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.417964 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.424605 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.410948 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.130322 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.0713906 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.0239047 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.245064 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0306771 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0712553 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.358721 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.0356425 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.202096 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.0119795 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.371409 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.00820772 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.0167334 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.31537 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.101271 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0918636 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.187466 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0503865 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.164875 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.0782128 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.936957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.643211 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.608139 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.675003 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.50362 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.867192 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.731246 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.04926 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.160815 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.161439 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.077724 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.893678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.599872 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.43121 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.155679 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.0201141 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.153969 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.182844 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0316273 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0481969 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.300486 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.174209 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.606995 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.453022 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.694433 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.558492 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.351287 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.112043 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0697898 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.446117 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.555997 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.724048 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.141644 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.262949 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.227723 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.0748685 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.402682 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.107792 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.272987 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.12594 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.637229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0876442 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.477893 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.280957 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.201753 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0690094 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.214518 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.410292 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.29021 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.285014 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.639385 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.507376 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.47449 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.221903 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.476716 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.509267 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.349322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0257767 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.415517 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.222465 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.473794 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.775523 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.274951 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.0779187 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.454122 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.324463 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.627865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.116081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.271005 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.565853 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.269934 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.09913 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.121961 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.318895 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.188619 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.211202 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.56155 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.429685 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.230552 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.221982 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),0.0532776 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.0291002 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.193794 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.215309 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.143356 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0266027 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.379552 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.253472 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.503682 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.162973 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.252864 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.145728 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),0.0532749 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.0291029 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.216466 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.144653 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.0254461 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.163153 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.356243 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.153658 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.512056 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.508854 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.849803 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.703802 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.207477 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.0560068 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.382437 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.0919135 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.252742 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.112483 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.689598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.048198 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.388226 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.413171 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.207521 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.239684 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.0809885 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.219862 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.414619 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.28165 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.62219 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.490181 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.462927 # DEPENDENCYPART_GRANDPAR
(12,23),(23,1),-0.703758 # DEPENDENCYPART_GRANDPAR
(12,23),(23,4),-0.207433 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-0.0559747 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-0.382393 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-0.252698 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.112436 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.689471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,13),0.0485381 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.388099 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),-0.412831 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.201194 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.249653 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.08065 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.221564 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.416321 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.283352 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.256285 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.485577 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.460471 # DEPENDENCYPART_GRANDPAR
(12,24),(24,1),-0.704627 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-0.056816 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),-0.383262 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),-0.253567 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.11314 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.696092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),0.0529793 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),-0.39472 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),-0.408389 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),-0.200396 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.24132 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.0798495 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.215262 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.410019 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.27705 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.262906 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.630909 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.450544 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.669044 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.579082 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.813368 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.677756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.303095 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.561124 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.572592 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.559713 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.607488 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.484364 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.694134 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.911153 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.417683 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.386819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.545216 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.109646 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.226931 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.44293 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.778653 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.622418 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.805741 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.321711 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.136197 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.344373 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.565113 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.253887 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.597279 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.246304 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.673042 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0455207 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.0685685 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.0577731 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.412579 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.0801846 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.103049 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.396646 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.420379 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.0435135 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0210454 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.179442 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.0287547 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0410065 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.436948 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.58684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,19),-0.481447 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.495404 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),0.0144529 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.32974 # DEPENDENCYPART_GRANDPAR
(14,5),(5,24),-0.292249 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.120581 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0084356 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.0241806 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.089579 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.367438 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.561558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,17),-0.218469 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.468718 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.0920909 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.0146276 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0792327 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.14291 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.167073 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.104689 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.572214 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.524627 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.28866 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.198145 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.16066 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.376712 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.106898 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.169136 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.394412 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),0.447371 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.0934066 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.00407165 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0834796 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.105815 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0236899 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.101689 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.201337 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.711142 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.508919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.642195 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),0.0730528 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.21035 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.136808 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.401067 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.593786 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.41509 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),0.0964446 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.252326 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.213742 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.576623 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.542517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.64543 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.497034 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.309367 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.127022 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.262091 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.434365 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.333804 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.00423213 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0964314 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.789294 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.41764 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.301048 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.541327 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.319835 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),0.239502 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.39288 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.328607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.549178 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.200337 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0548826 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0590975 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.253736 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0732765 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.208089 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.122278 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.0888683 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.115206 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.198272 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.186369 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.189774 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.233657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),0.267014 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0133395 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.157085 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.274478 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0982181 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.346316 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0353754 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0976098 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.24345 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.186371 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.189776 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.265849 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.0120346 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.15592 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0355639 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.226358 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.235449 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.102368 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.351531 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.337553 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.722061 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.354654 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.28129 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.47413 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.16655 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.252602 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.261171 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),0.317971 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),0.420406 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.347241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.3518 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.33307 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0416693 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0942963 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.0552154 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.247677 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.064179 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.172234 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.138681 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.236945 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-0.722017 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.35461 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.281258 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-0.474086 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.252558 # DEPENDENCYPART_GRANDPAR
