# _root_ baina oraingoan , alderdiko ordezkaritza guztiek eman die abisu alderdikideei , " abenturazko bideetara eraman nahi_gaituztenak berriz_ere uxatzeko " agindurik .
#goldHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,16,18,18,20,18,7,20,
#predictedHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,18,15,18,7,18,19,20,
(16,10),(10,11),-0.231507 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-1.31323 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.610708 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.199823 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.1585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.124507 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.768346 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),0.100896 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.111212 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.838292 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.119041 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.181814 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.608262 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.124507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.111212 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.690739 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.43298 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.835061 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.118063 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-1.319 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.201832 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.1585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.124507 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.111212 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.409583 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.233887 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.0900029 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.01677 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.277461 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.799162 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-1.52415 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.43622 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.83525 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.16086 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-1.32794 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.62198 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.24901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.216373 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.858871 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),0.0103707 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.883829 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.126533 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.03602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.659409 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.558647 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.463549 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.37582 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.37129 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.633038 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.945536 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.82764 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.793153 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.19478 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.446677 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.68431 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.981732 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.149563 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.07598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0277622 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.257561 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.192736 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.558724 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.463616 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.633105 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.945603 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.793221 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.19485 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.446869 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.68438 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.981799 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.149631 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.07722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0273438 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.696547 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.133657 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.206513 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.124444 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.152539 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.0943926 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0526781 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.00535867 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.139655 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.712942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,21),-0.181173 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.291501 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.184133 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.255525 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.219156 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.191216 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.259414 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.154931 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.111011 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.135403 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.153955 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0420314 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.00901519 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0559009 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.7418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.455323 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.454917 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.183352 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.221916 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.193976 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.267315 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.150863 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.113771 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.138163 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0447905 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.00431498 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.1923 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.74154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.455269 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.454864 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.452163 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.381111 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.460129 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.500962 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.473098 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.444646 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.339372 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.393053 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.421211 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.358559 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.323653 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.274709 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.377231 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.243185 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.445747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0746332 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.262342 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.242798 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.206974 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.442598 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-0.900343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,20),-0.103156 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.378182 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.102419 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.19797 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.0888758 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),0.151476 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.37066 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0374044 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.338942 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.240257 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.0136212 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.0889718 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),0.311883 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-1.19611 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.33578 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.237095 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.000144622 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.197328 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),0.312977 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-1.19548 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),0.0746671 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.425457 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.194068 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.072058 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.256911 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.148367 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0910049 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-1.05571 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.114531 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.00312346 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.127366 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.0431465 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.207871 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.0331233 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),1.10299 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.159077 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.85399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,20),-0.0568027 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.134829 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.00343358 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.207581 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.103751 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.405905 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-1.14536 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.0732528 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.126716 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.0185542 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.26962 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.33794 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.239254 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.00131025 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.205344 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.101514 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.408928 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-1.14423 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.164878 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.131978 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.0172879 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.268354 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.220181 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),1.27867 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.129051 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.759284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),0.0379025 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.150077 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.50633 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-1.15324 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.153662 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0246267 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.178759 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.429777 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.383872 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),1.44406 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.869242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.0720554 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.0616491 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.0192793 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.167683 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.2708 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.131063 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.150077 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.404271 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.167932 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.0654721 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.018005 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0151496 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.222191 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),1.28068 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.131063 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.150077 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.423625 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.19154 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.0420702 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.205968 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.0974254 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.510169 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-1.09012 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.169744 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.0703337 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0582765 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0109723 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.268288 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),1.12997 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.193117 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.849506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.0523189 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.18339 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.206951 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.0984078 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.514924 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-1.08127 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),0.168761 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.0693512 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0099909 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.263516 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0378439 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.156229 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.848151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.0509644 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.156782 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0646589 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),1.12633 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.825319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,16),0.952987 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.123185 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.575732 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.424234 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.461008 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.659575 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.195196 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.297201 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.347898 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.35371 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.102586 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.129125 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),0.931814 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.0764783 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.68713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),0.0966734 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),0.0497554 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.378879 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.288277 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.0194419 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.0925468 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.354152 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.330802 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.301383 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.221335 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0511654 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0529568 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0695866 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.359325 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.414041 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.167279 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.586833 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.239964 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.652867 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.633283 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.321928 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.599862 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.519791 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.293995 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.264094 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.325935 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.24393 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.189895 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.241154 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.214303 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.409345 # DEPENDENCYPART_GRANDPAR
(20,1),(1,18),0.350956 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-0.772295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,1),-0.343527 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.109657 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.297338 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.168102 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),0.0382847 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.301125 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.235413 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.00740552 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.296696 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),0.26452 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.713381 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.142419 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.388193 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.189777 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.0768499 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.35367 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.224985 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.0506834 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.57361 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.20439 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.213964 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.0674027 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.264494 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.195933 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.0980809 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.134197 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),0.0458848 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),0.313454 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-0.725942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,3),-0.0106945 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.306949 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.182977 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.37259 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.663256 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.143834 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.0667521 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.202793 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.134183 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.303285 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.237572 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.00595065 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.304712 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.18074 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.375612 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.662126 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.154042 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.0720139 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.204059 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.135449 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.0889778 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),0.041486 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.0158591 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),0.495145 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.631237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.0881957 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.473014 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.671141 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.165259 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.0374618 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.042588 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.025974 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.252668 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.206874 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.660515 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-0.741194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,10),-0.155437 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.0406614 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.180564 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.133003 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0178717 # DEPENDENCYPART_GRANDPAR
(20,13),(13,21),-0.0881957 # DEPENDENCYPART_GRANDPAR
