# _root_ eh abstenitu egin zen , eta beste idazki bat aurkeztu zuen , " politikoa den arazoak behingoz irtenbide politikoa " behar_duela argudiatuz .
#goldHeads=2,6,2,2,4,0,8,10,8,6,10,10,11,15,16,21,21,21,18,18,22,10,22,
#predictedHeads=2,6,2,2,4,0,8,10,8,6,10,11,12,16,14,21,21,21,18,19,22,10,22,
(16,21),(21,10),-0.359736 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.21504 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.609718 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),1.28778 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.686532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.0246825 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.223653 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.102125 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.177382 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.222015 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.192866 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.176055 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.235429 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.175522 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.110234 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.126448 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.770804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.474518 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.516643 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.428106 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.202902 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.430525 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.381979 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.367302 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.205252 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.497981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.257661 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.233407 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.0400117 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.760707 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.319239 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.281805 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.87638 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.0294286 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.151925 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.30577 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.282146 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.629943 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.408956 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.171554 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.237186 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.864972 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.257021 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.19769 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.822944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.358492 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.670471 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.553206 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.305432 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.804538 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.182495 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.150103 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.147359 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.647197 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.525584 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.34185 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.000541703 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.62104 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.199694 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.765525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,22),-0.475227 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.301931 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.183479 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.635494 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.215604 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.027375 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.27936 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.328876 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.177914 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.802885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.351332 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.623634 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.434199 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.272341 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.70937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,16),-0.537884 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.0409559 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.431893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.00535237 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.800327 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.888937 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.523035 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.941991 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.588128 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),0.213966 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.595065 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.0524728 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.484068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.0103382 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.254639 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.549506 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.149306 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.437953 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.480988 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.121993 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.213536 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.357139 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.080651 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.00147857 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.41762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.369173 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.264082 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.376337 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.00493807 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.484683 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.125891 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.215949 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.323628 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.156566 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.41762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.369187 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.264082 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.862669 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.23545 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.132948 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.281388 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.395795 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.0670994 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.0869191 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-1.93083 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),0.160035 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-1.29838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,22),-0.608305 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.0260324 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.798734 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.318148 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.174271 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-1.27021 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.297307 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.422494 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.0935569 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),0.0692184 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.279032 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-1.80973 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.203913 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),0.0441943 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.726557 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.174753 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),0.0537802 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),0.37152 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),0.447186 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.36913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-0.687854 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.114733 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.322532 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.192422 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.890612 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.00798383 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),0.0493104 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0528415 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.839567 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.138912 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.403127 # DEPENDENCYPART_GRANDPAR
(21,14),(14,22),-0.683729 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0695957 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.165616 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.000765445 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.128614 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.396798 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.199111 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.0473939 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.111253 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.19736 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.860482 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.0171356 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.411351 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.564142 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.2985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),-0.000342157 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.248601 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.415049 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.0448503 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.109738 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.199313 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.134104 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.00166685 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.565325 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.29842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,23),-0.000252255 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.129652 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.042623 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.409421 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.13932 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.493432 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.452822 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.622919 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.344828 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.293099 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.307895 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-2.10962 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.437966 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.240455 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.12174 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.471434 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.17765 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),0.0666596 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),0.162537 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.23999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.254388 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.886242 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.208571 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.47602 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.281625 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.0920629 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.150963 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),0.00401281 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.111975 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.76024 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),-0.378125 # DEPENDENCYPART_GRANDPAR
(22,2),(2,18),0.228791 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-0.666427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,1),-0.830348 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.291933 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.536419 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.318381 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.114793 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.196522 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.019577 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.202927 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.811817 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.174617 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.132324 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.438076 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),0.205202 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-0.664006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,1),-0.843621 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.212395 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.101498 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.644322 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.319048 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.115199 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),0.0343344 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.181498 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.010382 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.190237 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),0.0411046 # DEPENDENCYPART_GRANDPAR
(22,6),(6,18),0.26976 # DEPENDENCYPART_GRANDPAR
(22,6),(6,21),0.454522 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-0.755473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,6),-0.0501643 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),0.00946427 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.226447 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.923398 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.172893 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.0289658 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.198813 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.0383628 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),0.0934106 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.0501391 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.876436 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),0.0150649 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),0.513947 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-0.577562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,1),-0.860358 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.258656 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.0733536 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.505405 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.226417 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.0675587 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.0698137 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),0.0692778 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.251145 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.758567 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.136711 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.106969 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.376958 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),0.0223857 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.00297184 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),0.230701 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),0.0539155 # DEPENDENCYPART_GRANDPAR
(22,10),(10,21),0.332296 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-0.666586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,8),-0.114634 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.292924 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.126648 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.543117 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.0662967 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.112254 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.841359 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.0203602 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),0.0323581 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),0.225317 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.677533 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-0.68752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,8),0.0494111 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.00364915 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.492073 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),0.0564371 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.260518 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.653518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,14),-0.0852894 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.0297338 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.0575474 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.0246317 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.0393656 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.168656 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.00669009 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.0531496 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),0.0433228 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.512803 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.0358395 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.274739 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.177064 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.514294 # DEPENDENCYPART_GRANDPAR
(22,16),(16,23),-0.163558 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.0519423 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.272442 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.00414651 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.0516353 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),0.0452758 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.0634103 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.0592639 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.178247 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.507854 # DEPENDENCYPART_GRANDPAR
(22,18),(18,23),-0.163468 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.0670089 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.015821 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.268123 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.0764954 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),0.0337859 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.259089 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.096477 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.795586 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),0.0254594 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.438481 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),0.0557641 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.00644092 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.242818 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.186344 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.667462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
