# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,19,17,20,21,23,21,14,23,24,
(6,11),(11,7),0.187288 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.870984 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.38204 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.952418 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0817763 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.45598 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.463817 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.29872 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.792896 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.966065 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-1.07742 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.693336 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.460202 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.0635193 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.374683 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-1.30883 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.437842 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.32885 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.313848 # DEPENDENCYPART_GRANDPAR
(6,23),(23,8),-0.872566 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),-0.330666 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),-0.974203 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.593244 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),-0.391899 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.369793 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-1.2348 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.262968 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.930218 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-1.04157 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.608145 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.426114 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.237499 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.11729 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0226111 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.155219 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.251469 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.348337 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.42385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.320522 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.327561 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.431402 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),0.0429056 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.0192049 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.135039 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.488209 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.478148 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.397115 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.271065 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.367091 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0565513 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0346227 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.264531 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.285391 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0464307 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0447433 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.369777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.253993 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),0.0637521 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.150321 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.339915 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.959914 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.16395 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0547385 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.51931 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0753176 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.173232 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.03282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.535794 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.625569 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.652712 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.18525 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.484594 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.772599 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.832524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.5091 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.590325 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.777441 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.477168 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.223531 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.132089 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.562528 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.471709 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.4614 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.66896 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.355762 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.708101 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.30811 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.616362 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.356939 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.692041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.153252 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.42319 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.147375 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.186327 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.593173 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.582365 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.186484 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.44037 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.0107497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.305367 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.257627 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.282473 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.590502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.00552152 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.468838 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.143603 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.000767855 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.658377 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.119367 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.633449 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.550106 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.504226 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0341683 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.634764 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.551421 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.501836 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.127394 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.458612 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.156338 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.382887 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.199081 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.263323 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.868919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.487376 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.666546 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.340847 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.333139 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.839736 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.814651 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.826053 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.429586 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.404434 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.618413 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.247732 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.11731 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.505871 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.50165 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.127208 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.195111 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.533369 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.382887 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.199081 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.263561 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.868919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.487376 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.666546 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.340847 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.368117 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.333139 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.839736 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.72275 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.814651 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.826053 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.429586 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.404434 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.617481 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.2468 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.170577 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.264487 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.683614 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.317736 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.402145 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.207833 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.598304 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.512611 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0542408 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.123057 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.78005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.33533 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.290515 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.232322 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.300322 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.0896923 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.530466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.390651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0226497 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.397977 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.102205 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.936466 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.562384 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.44268 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.384664 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.452075 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.135159 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.710109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.178869 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.00114961 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.155132 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0528196 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.293242 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-1.13803 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.393375 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.40202 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.211567 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.411594 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.14458 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.0487771 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.26865 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.261718 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.86368 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.488346 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.37673 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.835107 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.318714 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.748755 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.444809 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.0616503 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.70423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.162162 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.521682 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0912986 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.476917 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0218878 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.467118 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.33944 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-1.10291 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.442964 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.446842 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.246091 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.359899 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.214391 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.463861 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.596134 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.485148 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.475966 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.362613 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.445603 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.454243 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.864762 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-0.489428 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.37679 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.318774 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.444858 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-0.0627323 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.708542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),-0.17268 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.521239 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.480612 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.208858 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),0.0697824 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.520556 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.412899 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-1.25297 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.502591 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.514001 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.361859 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.213145 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.351359 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.483174 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.492622 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.232617 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.407961 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-0.420825 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-0.362809 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-0.0453463 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.626383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),-0.19279 # DEPENDENCYPART_GRANDPAR
(9,23),(23,11),-0.436155 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.463278 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.132558 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.546169 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.433274 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.528783 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.538231 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.187367 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.485849 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.287919 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.226619 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.463311 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.876697 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0945987 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.686359 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.152356 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.195225 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.524502 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.787725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.564657 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.114627 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.576342 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.764081 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.599867 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.589501 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.308642 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-0.140131 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.22757 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.464261 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0977618 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-1.20996 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.686359 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.152356 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.194987 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.524502 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.787725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.564657 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.114627 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.398077 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.576342 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.764081 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.405814 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.599867 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.589501 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.308641 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.140131 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.185501 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-1.26521 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-1.06849 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.00240795 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.00525822 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.662078 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.766488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,1),-0.257683 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.494374 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.109834 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-1.22202 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0136486 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-1.02164 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.00397551 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0162423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.78856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.564936 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.114906 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.398356 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.576621 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.74793 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.30892 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.463804 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.140409 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.756295 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.997211 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.392052 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.298151 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.302516 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.530597 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.132179 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.460285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.175534 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0740983 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.398692 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0127333 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.400928 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.183708 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.164741 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.014114 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.283011 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),0.0762449 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.341633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.219066 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.0887541 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.213495 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.109499 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.119367 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0477957 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.032094 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.467923 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.359063 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.25828 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.396863 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.49602 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.914071 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.378748 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0235391 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.496347 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.913744 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.408381 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.38246 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.374169 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.0927064 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),1.02766 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.103637 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.190817 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.120738 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.240587 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.968992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.239823 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.339344 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-1.23677 # DEPENDENCYPART_GRANDPAR
