# _root_ juan jose_ibarretxe_eaeko lehendakariaren ustez , herritarrek " sendotasun moralaz_gain beste zerbait espero_dute erakundeetatik etarekin amaitzeko , indakerkeriari eta heriotzari aurre_egiteko " .
#goldHeads=3,1,4,12,4,12,6,12,8,11,12,0,12,15,16,12,18,20,18,12,20,21,
#predictedHeads=3,3,4,12,4,12,6,9,12,9,12,0,15,15,12,15,18,20,18,12,20,21,
(18,13),(13,14),-0.13777 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0569221 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0152086 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.242375 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.562069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.258698 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.335828 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.36137 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.099446 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0569254 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0152086 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.242373 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.258698 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.335828 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.137348 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.273702 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.0107656 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.0703233 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.141782 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.224329 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.1013 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.593087 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.107796 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.417437 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0171674 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.139402 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.040912 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.149213 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.687325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.458092 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.481573 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.546406 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.323245 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.329316 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.169446 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.40096 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.260944 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.524125 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0994432 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.219234 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.306972 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0553771 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.562069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.258698 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.36137 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.166019 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.203366 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.359447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.152116 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0885367 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.916305 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.46853 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.793657 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.866937 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.743908 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.659775 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.778886 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.639565 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.403146 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.400203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.11087 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0247156 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-1.0342 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.628308 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.253592 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.234485 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.567938 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.267541 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.947373 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.03795 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.601226 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.166705 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.221283 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.106887 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.956965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,22),-0.208572 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.827137 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.57058 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.534025 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.867128 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.701058 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.598559 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.877561 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.891475 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.448466 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0957445 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.311208 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.191923 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.986926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.593618 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.06141 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.763694 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.36613 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.19189 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.08939 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.38231 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.945241 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.476861 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.682758 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.272198 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.63456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0428544 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.595834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,1),0.02746 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.949077 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.355991 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.0295385 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.39829 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),0.00419338 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),0.101383 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),0.185306 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.28284 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.0680963 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.398375 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.383084 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),0.0232589 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.262686 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.341464 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),0.100449 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),0.0372934 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.161269 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.38134 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),0.00540341 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.101533 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.0291315 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),0.0149043 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),0.185589 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-0.764934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,1),0.02746 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.258485 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.337529 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),0.111556 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.394145 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.0986705 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.381855 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.00419338 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),0.0461045 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.337529 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),0.111556 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.394145 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.158886 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.00419338 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),0.101383 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.0296463 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.0461045 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.185307 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.337529 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.158886 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.378957 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),0.160446 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.329 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.0352574 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0461045 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.0147545 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.0547914 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0447534 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.185307 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.100418 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.764933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,22),0.0496385 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.0267571 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.014743 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0547969 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.0447425 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.100408 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.764933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,1),0.00410018 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.253593 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.282222 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),0.0619056 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.401735 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.165355 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.385426 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.0149181 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.371621 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.0604669 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.0332179 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.042065 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.0515614 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.00531326 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.0940835 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.0503518 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.84642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,11),-0.329 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),0.0352574 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.0267487 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.0513912 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0513561 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0863033 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.185307 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.100418 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),0.0496385 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),0.0833927 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.189839 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.293261 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.325002 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.101609 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.32168 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.0164601 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.0305279 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.121439 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.102019 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0561342 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.104928 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0818153 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.940435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,16),0.0863033 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0476509 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.159731 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.764933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),0.0496385 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.241367 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.185702 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.464612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.422742 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.0987025 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.00370927 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.302311 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.309953 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.0546892 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.197417 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.0827637 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.0661675 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.292245 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.197417 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.145944 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0458342 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.174868 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.292245 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.383665 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),0.258083 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.344102 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.401861 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.307421 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.342546 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.351945 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.116762 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.186178 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0789222 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.197844 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.76088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,19),-0.355152 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.117354 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.192068 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.102535 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.0163431 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.351233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
