# _root_ plangintzak lan arloan dauden arazoei ez die aurre_egiten , ugtko kidearen ustez , eta ppk estatu mailan duen plangintza jarraitzen duela gehitu zuen .
#goldHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,20,17,18,19,20,22,20,14,22,23,
#predictedHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,16,17,18,19,20,22,20,14,22,23,
(9,4),(4,16),-0.48323 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.477302 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.437939 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.412073 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.427403 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.310683 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0895973 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0193588 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.307751 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.186103 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.247911 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.122712 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.00969594 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0220815 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.154781 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0152033 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.381687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.457346 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.367424 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.41197 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.493642 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.487891 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.422485 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.423401 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.186192 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.306613 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),0.345259 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.539544 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.590145 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.479324 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.24922 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.329699 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.184064 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.239218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),-0.0291472 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),-0.111965 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),-0.0163084 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.216633 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.0719351 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.178124 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.146545 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.138361 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.185099 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.0772113 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.0866354 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.100276 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),0.474847 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.280668 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0412721 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-2.29955 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.352837 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.632737 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.52547 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.3193 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.86138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.00692459 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0937434 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.713678 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.525479 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.319463 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.875641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.260874 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.022686 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0568635 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.70129 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.183683 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.366434 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.268472 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.221866 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.368019 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.196072 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.378823 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.587621 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.326133 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.166677 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.217185 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.27497 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.264228 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-1.49788 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.19214 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.01825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.534846 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.338569 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.571005 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.889461 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.980795 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.530987 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.821892 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.486409 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.601348 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.261865 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-1.54926 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.247108 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.458668 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0454469 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.998461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.518827 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.10806 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.41975 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.301524 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.0686669 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.587049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.104226 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.142172 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.766085 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.201957 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.535407 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.172587 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.236284 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.193927 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.435292 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.443298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.182473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.214346 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.547796 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.807999 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.504439 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.365831 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.209988 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.50096 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.168794 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-1.59067 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.225681 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0627398 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.810391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.447731 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.423679 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.581461 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.829822 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.647462 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.822495 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.570915 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.485114 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.252896 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-1.64028 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.260563 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.545282 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0779015 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0629185 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.795196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,15),-0.852248 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.173241 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0779012 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.289473 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.795196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.1563 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.852248 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.430086 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.460212 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0434582 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.31786 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.00805 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.878605 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.441286 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.00719 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.353368 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.78374 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.483706 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.39244 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.0679789 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.416247 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.366618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0173116 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.412998 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0443579 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.110645 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0404863 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.369593 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.260075 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.195632 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0707529 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.243528 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.334284 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.0390117 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.38728 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.385544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.0587285 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0533721 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.419722 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.259149 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0212782 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.710835 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.376983 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.0389416 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.370199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.0498258 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0547612 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.404377 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0397297 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0162292 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.479399 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.707063 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.373211 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.395258 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.31412 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.00431 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.874776 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.448906 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.00343 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.466549 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.378604 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.0642357 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.412504 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.525759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.0268368 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.160788 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.584984 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.132647 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.293431 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.301356 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.265387 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.581813 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.188986 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.265156 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-1.3081 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.998295 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.869062 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.440886 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.997419 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.374992 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.485628 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.407682 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.0582218 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.40649 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.464958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.0472104 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.082279 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.524967 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.0740579 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.229863 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.129225 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.481703 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.608478 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.274068 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.312763 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-1.30644 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.996628 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.867395 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.440882 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.995752 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.486044 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.407678 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.0565542 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.404823 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.473765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),-0.0494271 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.0717217 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.533773 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.0828645 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.23867 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.128118 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.49051 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.241263 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.264531 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.308829 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.327297 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.194336 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.211824 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.135697 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.116948 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0887019 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0132051 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.00270048 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.107492 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.109704 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.43215 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.628981 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.640175 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.531076 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.654039 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.619809 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.547815 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.276288 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.30698 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.213956 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.00107585 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.152006 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.148895 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0869994 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.253754 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.148479 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0716999 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.483691 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.639394 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.650764 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.664452 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.615806 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.346485 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.543745 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.0434727 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.626524 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.646009 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.567063 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.276957 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.500582 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.375718 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.372333 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.476908 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.491126 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.27823 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.36996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0752706 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.301334 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.268561 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.282476 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.206763 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.315149 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.174801 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.24282 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),0.107979 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.00770186 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.142015 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.426328 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.270797 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.121248 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.41829 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.302721 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.11123 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.100156 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.159159 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.275712 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.418724 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.404888 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0197016 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.153533 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.123831 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.312857 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.438055 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.172774 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.364019 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.442807 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.44459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.422184 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.538527 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.141577 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.346355 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.367177 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.234235 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.294127 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.119824 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.0364125 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.00909253 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.276411 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.419423 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.218587 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.0454557 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0168713 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.264836 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.0993772 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.237039 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.2062 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),0.385293 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0613234 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.134766 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.0561317 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.159096 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.165012 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.554494 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.167328 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.306116 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.386452 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.491011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.453624 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.570144 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.377795 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.35327 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.266952 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.220301 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),0.36454 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0132506 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.345114 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.018313 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.137789 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.25325 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.400497 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.446783 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.188782 # DEPENDENCYPART_GRANDPAR
