# _root_ era_berean , astrologiak egokitzat adierazitako egunetan pertsona ugarik betetzen ditu bere egin beharrak , zientzia horren ezagutza izpirik eduki gabe .
#goldHeads=0,1,5,5,6,9,9,7,0,9,12,9,12,13,17,15,19,17,9,19,20,
#predictedHeads=9,1,5,5,6,9,9,7,0,9,12,13,9,13,18,15,18,19,9,19,20,
(13,7),(7,2),0.137043 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.474718 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0519607 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0712563 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.458309 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.243838 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.521588 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-1.10777 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.519881 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.233022 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.794262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.39662 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.407155 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.655178 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.499666 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0152758 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.36723 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.347814 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0668611 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.399068 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.00856842 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.141451 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.324802 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.0549778 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0474065 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.307049 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0363139 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.300283 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.909651 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.444872 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.102747 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.817532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.195997 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.41989 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.430425 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.678448 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.551971 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.278116 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.0251151 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.174684 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.197428 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),0.112291 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.0845542 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.179675 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.0910602 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.242969 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.27428 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-1.20467 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.517606 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.826442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.193478 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.428801 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.439336 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.687359 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.546609 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.271563 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.0157532 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.40715 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.265937 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.0993043 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.327168 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.232843 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.368406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0290196 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.299712 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0831086 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.330781 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.143305 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.171759 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.196463 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0829238 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.330942 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.369105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0270033 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0285376 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.00885442 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.331298 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.143314 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.173021 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),0.00750575 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.368405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0270033 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0292371 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.00885442 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0186958 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.239788 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.143305 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.173012 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.236147 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.817228 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.345621 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.23911 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.798391 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.51117 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.700881 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.0433221 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-1.40298 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),0.219595 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.29119 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.46508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0111173 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0681751 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.18967 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0779728 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.325996 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0718867 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.103523 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.0189186 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0294543 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.277477 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.126949 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0693085 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.0718962 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.00371345 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0933043 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.273583 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.0191718 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.111166 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0476257 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.194336 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0731062 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0265736 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.11813 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.112194 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.452888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.354441 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.392795 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.376577 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.360923 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.411982 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.04798 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0212872 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.139929 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.123854 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.0602607 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),0.00293425 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.0388597 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.249374 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.0118072 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0567211 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.00681888 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.170127 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.104846 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0363147 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0139436 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.115798 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.455031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.367255 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.405609 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.389391 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.358488 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.410899 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.125155 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0647171 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.240953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.122561 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0232343 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0397941 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.19672 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.00771415 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.294818 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.441303 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.500294 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.261016 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.458752 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.387891 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.421048 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.164263 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.157236 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.267387 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.251917 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.223033 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.310026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.00180499 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0231757 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0358113 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0195935 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.203045 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.0037745 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.18368 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.0477015 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.422363 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.0607893 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.11654 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.402421 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.0789483 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.177504 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.099078 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.621931 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.221801 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.28625 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.118355 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.738187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.438781 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.46161 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.603204 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.337796 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.221628 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.678158 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.343696 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.338343 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.105939 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.302546 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0808834 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.126624 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.705821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.525549 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.406416 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.429245 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.555974 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.289969 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.316854 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.196111 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.690656 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.204204 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.644395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,19),-0.579534 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.31679 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.0823745 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.105199 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.62021 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.219966 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.28085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0182136 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.105556 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.210203 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.228917 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.36452 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.62021 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.219966 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.280151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0182136 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0192487 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.296386 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.210195 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.228909 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.324124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),-0.0247189 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0475477 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.171007 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.125204 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.439227 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.197093 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.453694 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.436882 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.417531 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.414718 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.351063 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.445774 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.212779 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.415835 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.103321 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.239316 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.2761 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.112987 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.565815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.757512 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.477363 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.388083 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.546178 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.467285 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.419111 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.637921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.471733 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.210393 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.248571 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.363368 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.546178 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.467285 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.419111 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.637921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.162686 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.232387 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.210393 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.248571 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.0686427 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.435267 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.340488 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.0577719 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.239197 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.218639 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.174778 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0349489 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.237501 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.454616 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.75881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.378862 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.614413 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.320512 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.440497 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.330046 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.55147 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.298775 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.24022 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.637969 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.175612 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0375664 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.130937 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.454616 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.75881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.378862 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.320512 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.440497 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.237391 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.671238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.29129 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.498461 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.365221 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.128164 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.187787 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0525917 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.333527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.354142 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.239401 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.35187 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.0943293 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.381414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.00146635 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.24198 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.248843 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.237995 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.129146 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.811437 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.128383 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.307611 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.908886 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.324044 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.420775 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-1.06864 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.358073 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.280315 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.690595 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.259513 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.0711763 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.172267 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.897471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.741231 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.431098 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.233239 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-1.05858 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.462748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.525631 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.22965 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.367416 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.343617 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.275977 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0415715 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.482568 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.284271 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.874016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.688639 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.376717 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.454713 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.319822 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-1.43372 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.466936 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0440276 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.712199 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.34445 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.680044 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.1109 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.482568 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.284271 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.874016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.376717 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.454713 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.405552 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.236657 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.786451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,13),-0.680561 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.113414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0604053 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.191702 # DEPENDENCYPART_GRANDPAR
