# _root_ pisu baten erosteko , beren seme-alaben ikasketen pagatzeko edo erretreta gehigarri baten segurtatzeko erabil daiteke , ministerioak eman zituen adibideen_arabera .
#goldHeads=3,1,9,3,6,7,8,9,14,13,10,10,9,0,14,15,18,20,18,14,20,
#predictedHeads=3,1,9,3,6,7,8,9,14,13,10,10,14,0,14,15,18,20,18,14,20,
(12,10),(10,15),-0.473215 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.456307 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.422742 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.170418 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.0245522 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.079796 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.139383 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.0431122 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.648462 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.128168 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.178615 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.115707 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.138124 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.123593 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.00640285 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.0756945 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.0357711 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.109278 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.411955 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.82011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.469369 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.765381 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.526339 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.527881 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.562425 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.246512 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0837778 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.271354 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.112291 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.104064 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.133463 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.151439 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0322896 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0345372 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.0546802 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.53859 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.648462 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.109396 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.133462 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.151438 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0322884 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.034536 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0950441 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.107997 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0185483 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.158139 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.538591 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.648462 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.102977 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.169793 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.232598 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0610848 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.128378 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0837772 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0463897 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0351648 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.109884 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.413913 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.454619 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.82011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.469369 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.765381 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.526633 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.526339 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.527881 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.562425 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0344379 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.116943 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.159627 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.051943 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0152357 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.114928 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0182297 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.104171 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.471989 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.491938 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.866816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.516076 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.52852 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.791657 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.574504 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.566171 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0351484 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.028824 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0208722 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.511118 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.64054 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.731245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.635831 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.635887 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.410401 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.413336 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.073673 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0564912 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0131127 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0396794 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.161588 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.538599 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.127215 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.468037 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.422033 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.360731 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.360719 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.448667 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.318671 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.237366 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.291248 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.21438 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),0.124761 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.234444 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.653897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.446286 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.22399 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.402698 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.367041 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.207493 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.177212 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.269359 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.213742 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.540031 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.407803 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.318954 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.311405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0385518 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.441903 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.43976 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.373161 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.474762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.124783 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.569148 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.3053 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.272376 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.284621 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.203827 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.341196 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.454871 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.427858 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.36451 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.435501 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.305505 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.243191 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.293493 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.201214 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),0.121891 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),0.230653 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.658465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.300799 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.429868 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.306293 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.477415 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.243881 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.250024 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.461879 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.309318 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.178287 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),0.210285 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.474762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.124783 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.3053 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.414486 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.15059 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.325963 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.341196 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0550924 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0580639 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.141081 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.0965138 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.382237 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.206053 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.140564 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.12061 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.276654 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0468623 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.226447 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.0109063 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.0271872 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.0652412 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.0645951 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.354414 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.554159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.425918 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.0491767 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.410162 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.288332 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.225924 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.254239 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.336148 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.107002 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.167013 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0824179 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.122164 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.028353 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.153658 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.17943 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0637467 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.382236 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.172344 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0824166 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.122163 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.0283518 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.153657 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0934532 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.174488 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0520985 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0176397 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0637474 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.382237 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.180862 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.131742 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.212659 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0664558 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.260494 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0897835 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.183355 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0277934 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0646349 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0626367 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.189489 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.35502 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.554159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.425918 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.165506 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.0491767 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.410162 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.288332 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.122938 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0841776 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.144958 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.0625839 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.14771 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.125431 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0776578 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0712544 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.00546919 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.225906 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.45504 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.600843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.167374 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.351606 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.0973199 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.292048 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.17966 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.102858 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0453527 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0362745 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.374315 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.531192 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.296344 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.195835 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.136276 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.0691441 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.0999673 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.173174 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0778833 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0172821 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.00974577 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.273475 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0441101 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.180862 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.212659 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0664558 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.260494 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.0897835 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.183355 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.00995676 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0124276 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.00682717 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0824778 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.195402 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.554159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.425918 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.165506 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.34789 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.0491767 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.410162 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.288332 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.354129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.14773 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.100516 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0686012 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.201989 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.171671 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.0462176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.103314 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.00108938 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.104575 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.281631 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.207855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.228858 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.060527 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.214047 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.157637 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.0853727 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.0127774 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.532925 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.407843 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.500258 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.262109 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.535419 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.178418 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.236568 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.372797 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.354671 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.0316939 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.186902 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.385573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0912857 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0563291 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0403292 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.126231 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0242391 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0247876 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0357308 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.121322 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.266254 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.281631 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.207855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,16),0.060527 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.0213399 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.32829 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.207416 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0127774 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.497625 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.0439964 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.0493975 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.176492 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.269508 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.391518 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.175523 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.137661 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.371708 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.153503 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.167626 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.331258 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.946448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.242419 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.801833 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.651814 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.579415 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.936869 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.480291 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.240689 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.709342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.597638 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.481059 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.438135 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.198425 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.708343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.00668205 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.404 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.399381 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.672085 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.138556 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.702824 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.209365 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.346232 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.474704 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.596717 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.340491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.326986 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.582764 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.412015 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.338998 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.496226 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.256518 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.55606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0195387 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.410062 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.396205 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.747488 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.443627 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.687137 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.0570988 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.0846416 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.134419 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.180251 # DEPENDENCYPART_GRANDPAR
