# _root_ azkenik , agiri " nazionala " zein den ere zalantzan jarri zuen , " epaigelako bi banderen_artean ere bakoitzak bat hartzen baitu bere naziokotzat " .
#goldHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
#predictedHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
(21,11),(11,9),-0.209074 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.217535 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.415599 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.310588 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.010037 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.227857 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.0310591 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.150254 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.724828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),0.0377668 # DEPENDENCYPART_GRANDPAR
(21,11),(11,24),-0.130377 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.495068 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.330793 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.27483 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.713858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,8),-0.320661 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.472124 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.0619101 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.237065 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),0.258087 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.742723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,24),-0.0684227 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.262312 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.246044 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.285465 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.268774 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.244135 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.229847 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.0528122 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.0909443 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.0441169 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.285749 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.522264 # DEPENDENCYPART_GRANDPAR
(21,15),(15,22),0.169718 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),0.0181939 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),0.0827382 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.376445 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.19094 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.0411909 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.0649215 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.473762 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.262312 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.285465 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.268774 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.244135 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.0527615 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0451197 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.0441169 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.285749 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.522264 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),0.169718 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.180524 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),0.0181939 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),0.0827382 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.343358 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.346677 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.767433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,15),0.0805667 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.101589 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.101817 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.434437 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.709068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,24),-0.0940547 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.377988 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.192484 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.076314 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),0.152546 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.110763 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-0.545227 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-0.586238 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.440111 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.140564 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.119542 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.0405596 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),0.206077 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.390024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.226384 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0916037 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0920859 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.132421 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.228472 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.151839 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.416159 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-0.44943 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.729256 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.450096 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.84539 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.581768 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.633112 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.557794 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.306421 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.534315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.278059 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.109573 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.0557648 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),-0.186971 # DEPENDENCYPART_GRANDPAR
(24,1),(1,3),-0.704627 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),-0.638879 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.655905 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),0.00851936 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),0.000963236 # DEPENDENCYPART_GRANDPAR
(24,5),(5,11),-0.391813 # DEPENDENCYPART_GRANDPAR
(24,11),(11,1),-0.610403 # DEPENDENCYPART_GRANDPAR
(24,11),(11,2),-0.0100167 # DEPENDENCYPART_GRANDPAR
(24,11),(11,3),-0.601407 # DEPENDENCYPART_GRANDPAR
(24,11),(11,5),-0.334199 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),-0.514651 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-0.379775 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-0.505961 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.379677 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),-1.05947 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.305723 # DEPENDENCYPART_GRANDPAR
(24,11),(11,15),-0.298962 # DEPENDENCYPART_GRANDPAR
(24,11),(11,16),-0.118041 # DEPENDENCYPART_GRANDPAR
(24,11),(11,17),-0.725191 # DEPENDENCYPART_GRANDPAR
(24,11),(11,19),-0.319623 # DEPENDENCYPART_GRANDPAR
(24,11),(11,21),-0.138779 # DEPENDENCYPART_GRANDPAR
(24,11),(11,22),-0.287319 # DEPENDENCYPART_GRANDPAR
(24,11),(11,24),-0.647456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,5),-0.447668 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-0.421906 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.493704 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),-0.520843 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.161229 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.172085 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.00561534 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.629146 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.169748 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),-0.228035 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.240658 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),-0.527087 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-0.634704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,26),-0.19235 # DEPENDENCYPART_GRANDPAR
(24,17),(17,1),-0.740872 # DEPENDENCYPART_GRANDPAR
(24,17),(17,5),-0.447668 # DEPENDENCYPART_GRANDPAR
(24,17),(17,10),-0.493704 # DEPENDENCYPART_GRANDPAR
(24,17),(17,11),-0.520843 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.161229 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.304375 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.105702 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.169748 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.228035 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.240658 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.527087 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),0.200367 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-0.634704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,26),-0.19235 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.199714 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.625944 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.228526 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.279376 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.117921 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-0.595861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,1),-0.622363 # DEPENDENCYPART_GRANDPAR
(24,20),(20,10),-0.377683 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.736404 # DEPENDENCYPART_GRANDPAR
(24,21),(21,1),-0.618658 # DEPENDENCYPART_GRANDPAR
(24,21),(21,3),-0.605823 # DEPENDENCYPART_GRANDPAR
(24,21),(21,5),-0.33862 # DEPENDENCYPART_GRANDPAR
(24,21),(21,8),-0.386878 # DEPENDENCYPART_GRANDPAR
(24,21),(21,9),-0.519636 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.385311 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.529777 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-1.4372 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.156293 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.155402 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.108189 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.581631 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.289605 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.281295 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.331688 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.296113 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.130135 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.654533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,20),-0.318468 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.606728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.0675782 # DEPENDENCYPART_GRANDPAR
