# _root_ honi oxidazio-prozesu bat eta , ondoren kondentsazioko beste bat jarraikitzen bazaio , hortik konposatu kimiko edo eraldaketaren produktu mugatu bat sortuko da .
#goldHeads=10,10,2,21,4,10,10,9,10,4,10,11,21,16,14,21,18,16,18,18,0,21,22,
#predictedHeads=10,4,2,0,4,10,10,7,7,21,10,11,21,16,14,18,16,21,18,18,0,21,22,
(14,18),(18,22),-0.418863 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.321624 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.819749 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.422322 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.354689 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.395771 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.719322 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.469822 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.394814 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.484911 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.376979 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.00799338 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.483667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.144049 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.109852 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.184004 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.215031 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.071658 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.266001 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.360089 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.288794 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.0984559 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.131183 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.162209 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.18889 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.819749 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.422322 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.354689 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.395771 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.719322 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.469822 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.394813 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.48491 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.376979 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.0079934 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.464649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.156408 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.102296 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.164987 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.196013 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.226103 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0651859 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.356702 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.251755 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.435659 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.160177 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.149184 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.61844 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.508098 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.36801 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.425626 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.22229 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.288795 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.932658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.480415 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.657079 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.546737 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.477784 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.669356 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.392798 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.362397 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.768597 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.540602 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.524925 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.67278 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.586817 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.666903 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.555298 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.491118 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.440772 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.462082 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.60794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.365097 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.254754 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.232624 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.386195 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.146113 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.452301 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.603043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.247262 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.31803 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.274003 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.415744 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.320896 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.208366 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.472742 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.283991 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.101836 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.138309 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.186482 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.220537 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.398023 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.472828 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.328129 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.458197 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.207803 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0384706 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.21649 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.324171 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.35616 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.0564572 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.241209 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.552688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.167518 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.355743 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.416993 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.565573 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.421033 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.142258 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.00441781 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.234955 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.211947 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.472742 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.321257 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.487422 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.123218 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.00432562 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.0124848 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.186482 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.220537 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.179521 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.398023 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.0571867 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.372993 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.232791 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.425328 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.226779 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.445756 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.0800443 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.0289819 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0795171 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.236152 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.363699 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.382302 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.093562 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.161169 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.063102 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.194146 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.5491 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.556925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.187786 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.376011 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.389979 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.538802 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.363986 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.299125 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.335582 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0729561 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0985948 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.509174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,21),-0.455761 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.194199 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.220124 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.627156 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.485855 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.197259 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0144255 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.218505 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.0450579 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.233283 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.423968 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.189719 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0296596 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0265757 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.715173 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.500436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0659657 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.254191 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.296603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.398023 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.442639 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.330585 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0826718 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.121596 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.520605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.0841131 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.127354 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.370009 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.294569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.00023247 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.122034 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.186227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.251799 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.084965 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.341967 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.376479 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.290187 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.156401 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.127354 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.370009 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.294569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.380501 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.122034 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.186227 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.251799 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.084965 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.697512 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.415862 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.401575 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.259596 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.706886 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.614976 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.469543 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.380485 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.376241 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.224142 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.249186 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.308313 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.354978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.245585 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0573594 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.164088 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.283403 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.158707 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.202176 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.16736 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.262019 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0737936 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0458541 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.6975 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.415851 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.401564 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.259584 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.706874 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.614964 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.469526 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.380472 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.37623 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.22413 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.249175 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),0.308337 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.348714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.263402 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.0751764 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0251746 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.148375 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.146041 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.0786964 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.70931 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.443185 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.233464 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.444923 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.134434 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.205498 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.0391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.511671 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.586977 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.224214 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.521017 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.420278 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.349724 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.157083 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.187232 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.999819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,2),-0.647348 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.447371 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.431459 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.443671 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.602156 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.349662 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.909348 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.231866 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.291863 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.104246 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.123473 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.02687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.499445 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.613293 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.182387 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.54988 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.673052 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.703154 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.489378 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.529025 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.585467 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.309462 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.500492 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.613426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.32071 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0480589 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.604083 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.332331 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.14833 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.704786 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.564956 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.706575 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.944651 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.728672 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.754232 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.14432 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.563578 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.570557 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.605226 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.318361 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.52715 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.721476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.194049 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0531487 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.279656 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.545309 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.599598 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.464108 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.668655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.141228 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.195361 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.25771 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0862852 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.18984 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.267799 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.557248 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.428089 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.552415 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.224685 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.254183 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.268243 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.294138 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.588092 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),0.043979 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.111655 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0712263 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),0.394129 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.641142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.620208 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.517692 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.636056 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.396849 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.641867 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.0948046 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.109195 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.218871 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.214694 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.303744 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.614822 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.0512492 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.212242 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.00461678 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.0195564 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.0350523 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.0238306 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.262918 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.63094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.622203 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.520097 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.573212 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.276295 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.359576 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.0530371 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.492018 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.199094 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0128821 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0557489 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.338223 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.51769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,9),-0.620579 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.189408 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0655544 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.120216 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0666514 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0399464 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.37142 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.611181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.570964 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.39319 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.465904 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.437716 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0250176 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0916583 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0216806 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.319154 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.417558 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.0909087 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.168596 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.235403 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.513426 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.0958852 # DEPENDENCYPART_GRANDPAR
