# _root_ era_berean , beti erabiltzeko prest edukiko dituen goiz , eguerdi eta gauerako opari ekitaldietarako beharrezko gaiak zainduko ditu lorategian .
#goldHeads=0,1,6,5,6,16,6,11,8,11,14,11,14,16,16,17,0,17,17,19,
#predictedHeads=17,1,4,6,6,8,6,11,8,11,17,11,14,16,16,17,0,17,17,19,
(11,19),(19,18),-0.0695427 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.277831 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.333938 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.495865 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.195425 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.993869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,15),-0.29881 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.402456 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.679108 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.509535 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.0609683 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.507649 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.262975 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.917535 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.34775 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.28535 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.112937 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.02383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.540262 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.781874 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.268637 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.840966 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.835523 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.844533 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.71507 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.81844 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.45134 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.583627 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.31722 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.568199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.427821 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.00919366 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.486913 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.490408 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.315296 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.887024 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.583627 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.31722 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.568197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0847424 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.00909676 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.486793 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.526308 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.490363 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.497183 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.31451 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.622081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.138514 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.380126 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.383223 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.442534 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.443123 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.420498 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0150171 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.148784 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.229849 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.129396 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.510962 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.0563588 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.391698 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.26497 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.338775 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.37564 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.230837 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.150665 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.226192 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.115835 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.183403 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.657902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,17),-0.649145 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.442482 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.476756 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.352536 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.462524 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.253812 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.269906 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.230554 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.672704 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.381056 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.37564 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.244461 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0145392 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.185309 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.493257 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.476756 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.387202 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.269511 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.194214 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.212944 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.304677 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.315892 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0963461 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0753856 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.273115 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.208018 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.687862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.365272 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.463084 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.524039 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.698384 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.472442 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.126638 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0412828 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.657902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.335312 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.493257 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.607759 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.476756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.595118 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.197574 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.22961 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.240363 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.232342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.203544 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.169867 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.389169 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.518712 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.125093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.38808 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.201084 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.286114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.036476 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.065056 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.595118 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.475047 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.42026 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.635613 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.567035 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.242102 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.197574 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.22961 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.240363 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.232342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0903601 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0414867 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.389169 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.518712 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.125093 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.38808 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.125608 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0710354 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.240744 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.256953 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.226149 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.244447 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.381673 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.1502 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.302678 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.376446 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.544896 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.375661 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.243346 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.095324 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.209459 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.173483 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),1.33535 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.233557 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.240124 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.089743 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.279969 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0602737 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.959071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.346273 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.794274 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.957931 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.721254 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0567347 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.00111167 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0374521 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.929111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.376446 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.872615 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.544896 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.365576 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.381793 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.150986 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0568546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.00106717 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.404257 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.929111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.376446 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.764314 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.872615 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.544896 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.68907 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.348828 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.557323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.336531 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.583578 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.448881 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.416776 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.504419 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.704248 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.406114 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.380947 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.187216 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.72835 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.388107 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.503439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0753244 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.648716 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.783568 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.373904 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.456949 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.625107 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.487328 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.490595 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.476587 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.458308 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.555487 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),1.12152 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.724006 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.400706 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.21895 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.748108 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.407866 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.608087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0401623 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.44329 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.691974 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.213016 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.395842 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.319845 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.583578 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.187216 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.503454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.0753195 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.338657 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.414674 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.587943 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.456949 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.434495 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.272387 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.257464 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.122074 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.86584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.269113 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.368305 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.333026 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.51853 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.206165 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.43457 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.272387 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.353455 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.122074 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.86584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.443147 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.269113 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.368305 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.321549 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.434495 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.272387 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.35338 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.332078 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.86584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.443147 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.408795 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.269113 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.587896 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.368305 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.474619 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.483123 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.50053 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.637105 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.749852 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.456192 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.667529 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.486516 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.586414 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.565092 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.429815 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.517687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.194033 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.114405 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.357219 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.207624 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.117624 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.100589 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.100379 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.201986 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.00724827 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.151301 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.100594 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.217441 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.11067 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.276277 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.140067 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.220153 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.178425 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0279767 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.0758147 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.282069 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.098478 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),1.48503 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.26312 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.221336 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.118256 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.203194 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.109758 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.0492291 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.026388 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.33955 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.811978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.764165 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.788255 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.440894 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.292451 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.0340934 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.209168 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.267487 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.20952 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.255729 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),1.05629 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.23871 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0153268 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.208112 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.00682902 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.0564903 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),-0.713098 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.421136 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.240509 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.355053 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.342613 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),1.07926 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.286485 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0109653 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.736657 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.35971 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.255729 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.26104 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0742324 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.00492349 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.455069 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.240509 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.168691 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.0869818 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.196731 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.0836887 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.184766 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),1.14134 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.112925 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.164157 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.031597 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0177857 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0812174 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.101156 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.413672 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.82218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.762337 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.451096 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.114881 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0509941 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0583958 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0784468 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.455069 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.781317 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.240509 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.209213 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.26116 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0750186 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.115001 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0509496 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.106503 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.078445 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.455071 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.792219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.781317 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.240509 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.292451 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.114881 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0509941 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.106383 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.042973 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.455069 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.792219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
