# _root_ lau euskal_herritar horiek 1996an epaitu zituzten , eta sei urteko zigorra ezarri zieten , etari laguntza ematea leporatuta .
#goldHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
#predictedHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
(17,15),(15,16),0.674443 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.283496 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.143987 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.216836 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.198238 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.105777 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0639253 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.142279 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.730382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.192437 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.0671885 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.545893 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.41349 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.738545 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.597401 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.432152 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.509247 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.607101 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.160733 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.388803 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.10157 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.255923 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.196275 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.24897 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.650983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.189215 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.442683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,1),-0.405251 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.0489136 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.21293 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.482486 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.140039 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.314193 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.495254 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.0731429 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-0.631432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,1),-0.450123 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.220483 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.196736 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.292015 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.327648 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.251164 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.169185 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.291328 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.460329 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.502137 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.152021 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.428433 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.101952 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.251541 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),0.352262 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.670934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,5),-0.389768 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.4406 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.00101905 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.167043 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.434548 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.115016 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.157246 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.325104 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.468673 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.28234 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.243187 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.400036 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.460954 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.011769 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.130907 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.198169 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.469678 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.75761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,2),-0.251071 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.123758 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.302065 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.193136 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.143657 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.189195 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.481555 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.593618 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.0491246 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.169854 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.093367 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.166405 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.13037 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.273415 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.150924 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.122457 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.20372 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.260415 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0292013 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.589269 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.137718 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0391239 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.159853 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.51806 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.58037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.0932458 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.209335 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.201291 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.280712 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.377023 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.376412 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.209241 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.162145 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.278596 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.374773 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.39552 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.42885 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.104892 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0737913 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.258717 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.346781 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.671495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,10),-0.495633 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.538875 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0732748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.235947 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.382565 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.662853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,12),-0.148302 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.545412 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0301065 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.690465 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.689657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,12),-0.0471844 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0124147 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.163343 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.146098 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.20978 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.37699 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.45573 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0581981 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0363903 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0706181 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.505974 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.575573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.0890158 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.182612 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.183171 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.253989 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.362901 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.355701 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.18313 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.142952 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.348051 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.368797 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.125623 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.452933 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0339178 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0102638 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.196058 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.670853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.218396 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.187719 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.276057 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.328761 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.366551 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.279426 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.302439 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.337521 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.236427 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.403234 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.38769 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.279762 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.333778 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.337478 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.308352 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.2592 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0742942 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.430858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
