# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=10,4,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
(11,9),(9,13),-0.546677 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.314519 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.173574 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.748149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.552075 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.548293 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.157478 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.0552138 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.497394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.026174 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.519136 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.550916 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.381639 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.410483 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.401625 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.200656 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.795139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.0395285 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.397729 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.342461 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.181748 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.51588 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.416246 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.556494 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.238701 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.318119 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.374451 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.442261 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.280129 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.425229 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.460658 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.272985 # DEPENDENCYPART_GRANDPAR
(11,19),(19,27),-0.626087 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.00735792 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.0594688 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.187248 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0471574 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.265149 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0677673 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0476085 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0075008 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0380766 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.360307 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.485972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.325253 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.384987 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.0888327 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.288991 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.371941 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.424986 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.0529756 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.533332 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.538746 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.520838 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.312509 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.536511 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-0.348201 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0612274 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.10649 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.439361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.31012 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.240071 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.067156 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.356653 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.304542 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.316854 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.431778 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.41162 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.371512 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.326249 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.13715 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.0737257 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.343353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0591994 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.167492 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0797405 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.133679 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.125697 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.140729 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.183395 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.188808 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.169993 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.0143816 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.186574 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.0530056 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),0.189994 # DEPENDENCYPART_GRANDPAR
(12,26),(26,1),-0.356653 # DEPENDENCYPART_GRANDPAR
(12,26),(26,2),-0.304542 # DEPENDENCYPART_GRANDPAR
(12,26),(26,4),-0.316854 # DEPENDENCYPART_GRANDPAR
(12,26),(26,6),-0.431778 # DEPENDENCYPART_GRANDPAR
(12,26),(26,7),-0.41162 # DEPENDENCYPART_GRANDPAR
(12,26),(26,8),-0.371512 # DEPENDENCYPART_GRANDPAR
(12,26),(26,9),-0.326249 # DEPENDENCYPART_GRANDPAR
(12,26),(26,10),-0.13715 # DEPENDENCYPART_GRANDPAR
(12,26),(26,12),-0.343353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,26),(26,13),-0.0591968 # DEPENDENCYPART_GRANDPAR
(12,26),(26,14),-0.0430026 # DEPENDENCYPART_GRANDPAR
(12,26),(26,15),0.0537862 # DEPENDENCYPART_GRANDPAR
(12,26),(26,16),0.0449646 # DEPENDENCYPART_GRANDPAR
(12,26),(26,17),-0.0899057 # DEPENDENCYPART_GRANDPAR
(12,26),(26,18),-0.0888091 # DEPENDENCYPART_GRANDPAR
(12,26),(26,19),0.224881 # DEPENDENCYPART_GRANDPAR
(12,26),(26,20),-0.185933 # DEPENDENCYPART_GRANDPAR
(12,26),(26,21),-0.191347 # DEPENDENCYPART_GRANDPAR
(12,26),(26,22),-0.173439 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),0.032125 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),-0.189112 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.122437 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),0.186552 # DEPENDENCYPART_GRANDPAR
(12,26),(26,28),-0.250062 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.119418 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.0929153 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.129836 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.106267 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.114486 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.103842 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0127885 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.00277764 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0390617 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.205586 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0154573 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.750271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.464108 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.333816 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.446451 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.517471 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.509997 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.517068 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.573999 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.604182 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.61548 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.457876 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.615574 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-0.444161 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.042989 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0575108 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.463179 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-0.443231 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.414929 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.388427 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.401778 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.399353 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.3083 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.292734 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.256631 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.273524 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.164 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.219984 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.44487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.128205 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.245864 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.314449 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.312436 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.323075 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.292576 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.322759 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.333149 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.261196 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.33415 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.250694 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.400146 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.272478 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.177391 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.0397809 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.202454 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.188804 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.263728 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0033767 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.179726 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.073368 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.188718 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.179726 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0636458 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.073368 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.188718 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.01145 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.337739 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.073368 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.0572554 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.06547 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.0368764 # DEPENDENCYPART_GRANDPAR
(14,4),(4,25),-0.387183 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.188718 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.01145 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.337739 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0488191 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0476305 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.06547 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.0368764 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.101359 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.188718 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.01145 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.337739 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.0488191 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0476305 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0424287 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0368764 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.101359 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0379361 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.337739 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0476305 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0424287 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.0506433 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.101359 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0379361 # DEPENDENCYPART_GRANDPAR
(14,8),(8,25),-0.387183 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.338838 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0470914 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0487295 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.0407011 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0489156 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.020322 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0383437 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.1555 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.178096 # DEPENDENCYPART_GRANDPAR
(14,9),(9,25),-0.387183 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.146158 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),0.0311101 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.363801 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.0913792 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.120496 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0849888 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0932034 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0646097 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.132897 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.150649 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.130023 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.236022 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.710648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.121209 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.554057 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.459067 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.367911 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.608644 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.709361 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.635349 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.785798 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.306182 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.683822 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.4882 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.110158 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0419908 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.145439 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.114136 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.507558 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.579027 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0333237 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.027738 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.731173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,26),-0.508725 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0629275 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0665974 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.687251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.0787552 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.425222 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.155893 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.189146 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.201375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.355147 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.391457 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.383243 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.411837 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.343488 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.223847 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.236753 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.417742 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.0894275 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.422533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0725988 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.211184 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.131021 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.403273 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.278551 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.20454 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.354989 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.0805685 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.253012 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.259889 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.339152 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.155156 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.547633 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.370364 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.310095 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.316485 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.308271 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.336864 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.268502 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.135099 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.208786 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.376602 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.0332932 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.555827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.121366 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.375823 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.229159 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.269911 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.343834 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.269822 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.419364 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.124997 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.318295 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.315536 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.415818 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.271257 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.454986 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.472354 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.0459352 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.364732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.100694 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.281601 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0200343 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.40826 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.276158 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.426607 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.0788399 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.451451 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.100694 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0200343 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.40826 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.335343 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.426607 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0371856 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.0788399 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.451451 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.0200344 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.336481 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.262469 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0361512 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.327537 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.0778055 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.450417 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.35106 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.269707 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.135204 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.376713 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.033413 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.553302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.125041 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.372435 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.226395 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.210842 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.204051 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.388154 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.314143 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.465436 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.315847 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.200689 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.318267 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.409164 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.335343 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.261331 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.412625 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.0720044 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.0788399 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.220387 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.451451 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.352094 # DEPENDENCYPART_GRANDPAR
(14,26),(26,1),-0.547316 # DEPENDENCYPART_GRANDPAR
(14,26),(26,2),-0.370048 # DEPENDENCYPART_GRANDPAR
(14,26),(26,4),-0.309779 # DEPENDENCYPART_GRANDPAR
(14,26),(26,6),-0.316169 # DEPENDENCYPART_GRANDPAR
(14,26),(26,7),-0.307955 # DEPENDENCYPART_GRANDPAR
(14,26),(26,8),-0.336548 # DEPENDENCYPART_GRANDPAR
(14,26),(26,9),-0.268186 # DEPENDENCYPART_GRANDPAR
(14,26),(26,10),-0.134917 # DEPENDENCYPART_GRANDPAR
(14,26),(26,12),-0.376425 # DEPENDENCYPART_GRANDPAR
(14,26),(26,13),-0.0331162 # DEPENDENCYPART_GRANDPAR
(14,26),(26,14),-0.551262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,26),(26,15),0.124976 # DEPENDENCYPART_GRANDPAR
(14,26),(26,16),-0.370648 # DEPENDENCYPART_GRANDPAR
(14,26),(26,17),-0.221794 # DEPENDENCYPART_GRANDPAR
(14,26),(26,18),-0.208802 # DEPENDENCYPART_GRANDPAR
(14,26),(26,19),-0.202315 # DEPENDENCYPART_GRANDPAR
(14,26),(26,20),-0.383494 # DEPENDENCYPART_GRANDPAR
(14,26),(26,21),-0.309482 # DEPENDENCYPART_GRANDPAR
(14,26),(26,22),-0.460776 # DEPENDENCYPART_GRANDPAR
