# _root_ haren ustez , euskal_gizarteak aldaketa edo alternatiba bat eskatzen du gobernuan , eta hori ppk bete behar_du .
#goldHeads=2,9,2,9,6,9,6,7,13,17,9,11,0,16,17,17,13,17,
#predictedHeads=2,9,2,9,6,9,6,7,13,9,9,11,0,17,17,17,13,17,
(17,6),(6,1),0.259697 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.0101936 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.177552 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.163816 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.0965375 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.133292 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.389809 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.0716954 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-1.01948 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.0674273 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.0999619 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.160584 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.387825 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.2306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,1),0.314646 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.196026 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.170213 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.256258 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.251048 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.183507 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-1.0287 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.131823 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.20024 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.0432142 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.09469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),0.065123 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.0185809 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.247596 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.179616 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.111884 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.196578 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.032762 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.143056 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.245932 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.192651 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.194014 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.1195 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.455929 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.905232 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.041517 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.0882296 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.0774437 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0431887 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.265932 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.15952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,8),-0.442397 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.0757413 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.10254 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0138555 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.314087 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.0973406 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.255699 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.103114 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.360823 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.0875533 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.997857 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0756097 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.20024 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.302531 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.0432142 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.477386 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.09469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),0.065123 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),0.231427 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.047559 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.169178 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.10274 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.1943 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.0329558 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.409878 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.0343989 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-1.0335 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.170808 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.121625 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.143309 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.0704332 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.409596 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.27353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,13),0.153531 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.376099 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0992916 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0183785 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.480297 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),0.183538 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.0331382 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),0.141716 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.245086 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.191805 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),0.174529 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.118654 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0255955 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.93291 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0843413 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0551131 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.0943815 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.171124 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0493024 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.16088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.0423806 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.136692 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.369043 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),0.235866 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.362013 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.326178 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.355105 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.344464 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.326604 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.306273 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.181853 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.322671 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.243577 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.261562 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.27823 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.226936 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0965101 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.415337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
