# _root_ jean_francois_lefort_koordinaketako kidearekin_batera eskainitako prentsaurrekoan , abuztuko polizi operazioak " porrot hutsa " izan direla esan zuen , eta " poliziaren azpijokoak porrot " egin duela .
#goldHeads=2,3,4,15,4,8,8,13,8,24,10,11,18,13,0,15,16,15,18,21,24,24,22,18,24,25,
#predictedHeads=2,3,4,13,4,7,8,13,8,13,10,11,15,13,18,15,16,0,18,21,24,24,22,18,24,25,
(13,17),(17,15),0.0472207 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.319946 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0880556 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.188824 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.221145 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.450231 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.238006 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.11806 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.384318 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.175913 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.177016 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.341276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.169226 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.130481 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.437824 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.12613 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.428149 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.00279202 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.171566 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.0571192 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.308725 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.0440759 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.038584 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0349133 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.191852 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.256356 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.141907 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.029362 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.43906 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.044076 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.038584 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.0349132 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.0315044 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.14006 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.0275149 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.437213 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),0.104469 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.0440759 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.038584 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.0349133 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.0315042 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.20295 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.50639 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.201188 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.029362 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.43906 # DEPENDENCYPART_GRANDPAR
(13,24),(24,1),-0.171546 # DEPENDENCYPART_GRANDPAR
(13,24),(24,3),-0.149209 # DEPENDENCYPART_GRANDPAR
(13,24),(24,4),-0.0750488 # DEPENDENCYPART_GRANDPAR
(13,24),(24,6),-0.273387 # DEPENDENCYPART_GRANDPAR
(13,24),(24,7),-0.33472 # DEPENDENCYPART_GRANDPAR
(13,24),(24,8),-0.126315 # DEPENDENCYPART_GRANDPAR
(13,24),(24,10),-0.127417 # DEPENDENCYPART_GRANDPAR
(13,24),(24,11),0.00460234 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-0.574875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,14),-0.103152 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),-0.376055 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),-0.389636 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.158072 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.140384 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.159287 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.330808 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.215216 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.0479293 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.340113 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.245297 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.129779 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.462524 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0698096 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.159266 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.196367 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.224017 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.25667 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.351657 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.173346 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.612734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.344901 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.53077 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),0.0196724 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.496944 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.535985 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.42537 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.391987 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.170246 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),0.0514709 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.28597 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.100187 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.163851 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.230888 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.286557 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.293754 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.345145 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.457971 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.63738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.408635 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.556792 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.0328962 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.0102168 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.568372 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.607413 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.496799 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.471266 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.399823 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.0414495 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.160225 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.416882 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.324215 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.374237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.442064 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.486602 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.50493 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.55684 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.744038 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.548802 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.210948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.376009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.175013 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.227771 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.355073 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.394202 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.283499 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.265484 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.213789 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.509423 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.32473 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.219493 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.317101 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.356142 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.159587 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.0504974 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.258227 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.221935 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.289473 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.0358077 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.247053 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.293007 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.158962 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.120043 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.241722 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.059102 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),0.541841 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.81036 # DEPENDENCYPART_GRANDPAR
(15,3),(3,16),-0.606171 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.256268 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.00260254 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.406277 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.235036 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.205086 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.161498 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),0.287298 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.344525 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.37556 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.391076 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.241221 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.386438 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.147881 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.273681 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.240244 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.152028 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.257238 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),0.00357237 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.397634 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.240232 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.390948 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.150131 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.28356 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.250512 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.167063 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.262399 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),0.00873384 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.395249 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.245393 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.381639 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.155292 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.117556 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0193186 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.240219 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.152021 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.625865 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.386438 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.151121 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.108692 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.232517 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.102126 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.152028 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.609942 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.625872 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.493259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.48433 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.119398 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.360102 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.500495 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.381257 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.132031 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),0.0342751 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),0.273855 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.17711 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.124475 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.262253 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.224022 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.113062 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.489026 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.211392 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.292168 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),0.0385027 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),0.279411 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),0.293528 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.366314 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.180817 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.107304 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.265952 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.228249 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.27525 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.819003 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.547667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.59664 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.0433967 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.184953 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.479472 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.619865 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.500627 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.193398 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.0395999 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.183443 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.470678 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.567933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.606684 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),0.330067 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.377967 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.126721 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.26657 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.409898 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),0.1902 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),0.299082 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.497379 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.0620353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.301218 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.00522783 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.1677 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.143715 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.39738 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),0.142123 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.164299 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.301758 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.173794 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.207633 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),0.27561 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.454958 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.366902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.518014 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.162042 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.201133 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.140542 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.283869 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.16568 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.0338065 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.271951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),0.228719 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0123438 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.110775 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.304278 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.186087 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),0.185175 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.155212 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.271951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,17),0.228719 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.0123438 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.118997 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.18424 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.187022 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.153365 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.145724 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.271951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,17),0.228719 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.0123438 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.118997 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.259411 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.673567 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.0234834 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),0.185175 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.155212 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.0890586 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),0.215849 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-0.11623 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.201751 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-0.247101 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-0.119137 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.152977 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.220351 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),0.352148 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),0.480547 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.473691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),-0.385552 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.267101 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.0726324 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.161269 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.301758 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.182424 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),0.322272 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),0.0299841 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.253219 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.133959 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.107786 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.328708 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.159162 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.113622 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.381284 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.0970157 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.0981875 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.00184718 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.474592 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.307432 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.402731 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0737057 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.00614804 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.05803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.194486 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.448912 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.711677 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-1.0155 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.886055 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.668722 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.742181 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.289325 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.263274 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.27461 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.810742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.229468 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.708109 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),0.165853 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.322016 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.0149936 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),0.209391 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.149358 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.636927 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.470287 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.351986 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.313624 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.337133 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.868435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0206639 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.138717 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.479915 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.783742 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.654293 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.427147 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.26702 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.0290304 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.13089 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0769559 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.789511 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.660062 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.566831 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),0.00302137 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.26702 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.0290303 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.13089 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.325365 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.660062 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.566831 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.00302137 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.660717 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.531269 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),0.106111 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.281395 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.244442 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.0148529 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.180171 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.0158585 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.217387 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.212329 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.12026 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.135072 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.110176 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0833342 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.1519 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.288779 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.562053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
