# _root_ haren iritziz , irtenbide onena " hemengo jendea lortzea da " ; eta hori erdietsi ezean , kanpotik ekartzeko aukera ez du baztertzen .
#goldHeads=10,1,2,10,4,5,8,9,10,13,10,11,0,15,23,15,16,19,20,23,23,23,13,23,
#predictedHeads=2,10,2,10,4,5,8,9,10,13,10,11,0,15,13,15,16,19,20,23,23,23,13,23,
(15,13),(13,10),-0.207822 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.177819 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.689614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.182057 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.218758 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.310069 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.224463 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.368894 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.31028 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.141701 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.565103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0211234 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.253249 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.41733 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.284672 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.261053 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.00185051 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.255644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.128193 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.107027 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.122786 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0563327 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.476658 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.00971791 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.00766942 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.357582 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.0892329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),0.111833 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.00185051 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.254791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.274369 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0712473 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.121361 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0538111 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.188847 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.478341 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.00242469 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.22577 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.338464 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.452678 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.73226 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.505997 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.351287 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.371876 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.0548258 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.411278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.265479 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.108076 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.128305 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0888462 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.126323 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.370306 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.060009 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.00217397 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.265388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.274533 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0702003 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.141766 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.19977 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.203798 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.490471 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.00454557 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.108167 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0539263 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.0487868 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.0411852 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.252855 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0945185 # DEPENDENCYPART_GRANDPAR
(15,23),(23,2),-0.673331 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.453114 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-0.732801 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.506648 # DEPENDENCYPART_GRANDPAR
(15,23),(23,10),-0.351723 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.373417 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.0552616 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.421353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.257947 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.0937379 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.120773 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.0427381 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.0534488 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0914337 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.330087 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.19764 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.67325 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.368646 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.0955525 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.0701693 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.284566 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.0175053 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.638066 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.102121 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.330739 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.613172 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.0364611 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.182848 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.964853 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.174799 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.966521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.213951 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.514308 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.387519 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.496818 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.045793 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.700161 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.0584567 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.391583 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.665895 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.0477661 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.258186 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.501016 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.014678 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.0917233 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.144992 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.979811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-0.823811 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.506653 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.749712 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.382316 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.489162 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.104131 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.629423 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.329422 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.0479622 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.192164 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.42933 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-1.03304 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.345544 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.312194 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.976579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.19879 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.81999 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.512473 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.746302 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.485006 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0334755 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.231328 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.859704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,1),0.016382 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.641528 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),0.105861 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.334201 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.614014 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),0.0363682 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.18631 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.521655 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.992588 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0578409 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.352073 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.966442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.213944 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.809796 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.511413 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.737108 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.397453 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.388203 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.493923 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.1924 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.19258 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.494423 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.636121 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.169021 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.52162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0464553 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.203855 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.395926 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.219769 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.285957 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.21436 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.231092 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.01985 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.203216 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.678592 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.82249 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.19841 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.19593 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.613925 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.220089 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.622672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.0305331 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.467747 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.227095 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.191159 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.194543 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.197167 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.636248 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.169047 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.523647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.0490327 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.368068 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.016326 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.217298 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.282082 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.211446 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.13623 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.357548 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.24885 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.189186 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-1.11882 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.203216 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.678644 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.822597 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-1.19841 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.196483 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.613925 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.220197 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.621822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.0320528 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.466896 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.102664 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.400585 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.113121 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.125038 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.146058 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.236196 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),0.0260937 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.155882 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.029618 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.178317 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.0318027 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.0125818 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0158293 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.335688 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.278755 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.191924 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.248347 # DEPENDENCYPART_GRANDPAR
(17,10),(10,18),-0.242553 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.330483 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.411501 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),0.0720318 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.21659 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.295867 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.0897935 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),0.149717 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.151857 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.197459 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.00568003 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0943955 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.0019509 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.02566 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.038308 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0921743 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.177458 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.382909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.236346 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.310161 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.406707 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.324711 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),0.119927 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.196269 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.2356 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.0753941 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0227897 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.169221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0446706 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.00537526 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0672018 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.31692 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.0199409 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.071112 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0937403 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.53063 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.355001 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-1.12703 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.056951 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.620725 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.666047 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.0428581 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.755801 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.281078 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-1.14102 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0467462 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.718631 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.573474 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.170667 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.740567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.601729 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.376783 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.206458 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.165691 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.542704 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.777459 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.272263 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-1.16347 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0817092 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.759652 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0481583 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.188316 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.720801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.553549 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.356079 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.133937 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.494524 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.278879 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-1.15929 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.133665 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.659375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,3),-0.393852 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.07189 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.281882 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.24748 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.581913 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.34684 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.300517 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.980482 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.357595 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.924834 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.353473 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.398728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.132624 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.000163572 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0279702 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.245947 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.00281 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.306552 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.905149 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.279297 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.299992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0748839 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.027524 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0607914 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.190175 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.366897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.0019636 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),-0.226627 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.00267268 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.057854 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.237967 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.105255 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.17619 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.454826 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.266929 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.193474 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.241997 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.513794 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.577861 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.390391 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.297215 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.502156 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.140992 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.219648 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.288798 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.187987 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.349498 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.134434 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.0727583 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.243283 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.484613 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.247887 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.301278 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.178479 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.292508 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.519453 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.422303 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.160855 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.10808 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.26151 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.791811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,22),-0.851097 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-0.304536 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.193891 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.451959 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.28514 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.255869 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.245442 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.231687 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.504946 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.310221 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.11685 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.196034 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.29083 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.0384142 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.0771865 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.855958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.434992 # DEPENDENCYPART_GRANDPAR
