# _root_ bestalde , donostiako manifestaldian izan zen " batasuna " azpimarratu zuen elortzak , eta " demokraten batasun hori berriz eskuratu " behar dela uste_du .
#goldHeads=0,3,4,5,8,5,6,10,8,14,10,10,12,0,14,17,20,17,20,22,20,24,22,14,24,
#predictedHeads=0,3,4,5,0,5,6,10,8,14,10,10,12,0,14,17,20,17,20,24,20,23,24,14,24,
(19,20),(20,19),-0.541247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.173681 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.198791 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.271184 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.383504 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.156841 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.291238 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.156812 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.365628 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.161899 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.406031 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.183769 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.496993 # DEPENDENCYPART_GRANDPAR
(20,4),(4,24),-0.338926 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.357964 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.190087 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.363127 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.293869 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.255986 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.257465 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.204901 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.399864 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.117833 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.215326 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),0.0169988 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-0.682548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,23),-0.378054 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.153314 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.355163 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.285784 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.196067 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.344105 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.270349 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.18488 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.0134817 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.497346 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.061613 # DEPENDENCYPART_GRANDPAR
(20,8),(8,24),-0.338926 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.359246 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.184864 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.377801 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.308543 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.276817 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.267549 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.201986 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.39596 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.0912446 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.212457 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.0408791 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),0.191228 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.278714 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),0.19763 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.694074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,23),-0.389421 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.427945 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.375232 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.353364 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.11657 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.0836409 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.233039 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.0398522 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.22569 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.315234 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.605055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,10),-0.185271 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.46028 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.132078 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.448884 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.297627 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.227903 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.278931 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.130256 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.125385 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.508729 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.00796712 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.244544 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.0190232 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.200761 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.301189 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.782966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,23),-0.41996 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.516844 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.365629 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.0603805 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.122777 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.00777717 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.224657 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.313278 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.296111 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.165698 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.431462 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.313512 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.270759 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0617106 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.127157 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.00658029 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.230431 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.304884 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.171168 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.431497 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.313595 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.339033 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.270842 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.658455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,16),0.11537 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.194207 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.120558 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.67112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.173658 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.105231 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.0197253 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),0.00380478 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.389097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.189919 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0781248 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-0.740614 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.55112 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-0.645865 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-0.415633 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.504744 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.463578 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.238625 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.21894 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.133434 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.127383 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.0745613 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.48295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),-0.19967 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.236144 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.0863117 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.224516 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.139013 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.0535058 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.0823264 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.0304917 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.538087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,22),-0.226894 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.200376 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0306453 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.491951 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.397749 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.268872 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.235354 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.418869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0705224 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),0.030971 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.187375 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),0.27667 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),0.18225 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.161769 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.239055 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.472463 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.161495 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.11115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.254048 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.0582864 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.188595 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),0.2714 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),0.181119 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.0686388 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.468649 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.159422 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.11113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.254048 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.31793 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.0582865 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.00116405 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.130518 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.348514 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.0021647 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),0.0645415 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),0.14283 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.160282 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.0104755 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.134784 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.379125 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.153925 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),0.269698 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),0.174384 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),0.0999162 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.243196 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.372075 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.181434 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.24659 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.0948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.229416 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.328258 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.08081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,4),-0.17832 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-0.412749 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.33741 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.377919 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.475074 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.00491847 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.0254585 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.219868 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.100487 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),0.122016 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.0583914 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.274641 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.825386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.137486 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.12661 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.2292 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.390676 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),0.000488943 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.950963 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.569133 # DEPENDENCYPART_GRANDPAR
(23,4),(4,11),-1.19347 # DEPENDENCYPART_GRANDPAR
(23,4),(4,24),-0.596471 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.488116 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.24067 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.312807 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.274224 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.850527 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.573517 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),0.0428596 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),-1.11496 # DEPENDENCYPART_GRANDPAR
(23,5),(5,12),-0.489777 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),-0.37483 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),-0.258415 # DEPENDENCYPART_GRANDPAR
(23,5),(5,20),0.182576 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-0.92813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,2),-0.230407 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.388073 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.34937 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.0573082 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.967501 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.323472 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.247457 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),0.168092 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-1.19466 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.498727 # DEPENDENCYPART_GRANDPAR
(23,8),(8,24),-0.596471 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-0.48417 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.24041 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.344092 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.305509 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.0985428 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.892828 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.532602 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-1.09371 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),-0.442969 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.359699 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),-0.301879 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),-0.0818138 # DEPENDENCYPART_GRANDPAR
(23,10),(10,17),-0.153706 # DEPENDENCYPART_GRANDPAR
(23,10),(10,19),0.00164355 # DEPENDENCYPART_GRANDPAR
(23,10),(10,20),0.19523 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-0.924236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,24),-0.681552 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),0.0949138 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.313506 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.283905 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),-0.130786 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.201512 # DEPENDENCYPART_GRANDPAR
(23,12),(12,20),0.308677 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.0348724 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-1.24454 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.189312 # DEPENDENCYPART_GRANDPAR
(23,13),(13,24),-0.644137 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.245918 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.20687 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.0938827 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.439853 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),0.0803154 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-1.23128 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.353487 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.20104 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.248229 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.115336 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.179039 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.259714 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.869401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),-0.686541 # DEPENDENCYPART_GRANDPAR
(23,16),(16,3),-0.390676 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.49859 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.165553 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.172494 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.259634 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.202158 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.108107 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),0.00291866 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.4194 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-0.889794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,25),-0.19726 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.499246 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.169506 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.173015 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.135677 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),0.0987925 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.00469781 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.409179 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.889794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.596471 # DEPENDENCYPART_GRANDPAR
(23,17),(17,25),-0.19726 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.281327 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.237783 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.30399 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.147688 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.185857 # DEPENDENCYPART_GRANDPAR
(23,20),(20,3),-0.337403 # DEPENDENCYPART_GRANDPAR
(23,20),(20,4),-0.29882 # DEPENDENCYPART_GRANDPAR
(23,20),(20,5),-0.100611 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.525912 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),0.0403849 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-1.2011 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.445437 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.183566 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.205639 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.0852931 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.14235 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.0917383 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.0329602 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0780387 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.28832 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.924228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.681423 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.139768 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.206021 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.0703816 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.15202 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.129266 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.854548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,14),-0.550015 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-0.486379 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.557952 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.34473 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.277067 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.110737 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),0.00646881 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.676492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.0874543 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.131298 # DEPENDENCYPART_GRANDPAR
(24,14),(14,4),0.265485 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.116593 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),0.152071 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),0.0967886 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-1.28617 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),0.105539 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),0.201916 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),0.395114 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.0898272 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),0.242049 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),0.323372 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.744162 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-1.16406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,3),-0.18587 # DEPENDENCYPART_GRANDPAR
(24,16),(16,12),0.0506218 # DEPENDENCYPART_GRANDPAR
(24,16),(16,13),0.370837 # DEPENDENCYPART_GRANDPAR
(24,16),(16,14),0.536598 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),0.209408 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),0.266449 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),0.469282 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),0.15925 # DEPENDENCYPART_GRANDPAR
(24,16),(16,22),0.397502 # DEPENDENCYPART_GRANDPAR
(24,16),(16,23),0.705648 # DEPENDENCYPART_GRANDPAR
(24,16),(16,25),0.329764 # DEPENDENCYPART_GRANDPAR
(24,17),(17,12),0.0492916 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),0.366457 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),0.535401 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.045718 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),0.478054 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.16472 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),0.407827 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),0.711139 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-0.985664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,25),0.329681 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),0.29462 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.163803 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),0.146482 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.295257 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.248113 # DEPENDENCYPART_GRANDPAR
(24,20),(20,3),-0.144132 # DEPENDENCYPART_GRANDPAR
(24,20),(20,4),0.252185 # DEPENDENCYPART_GRANDPAR
(24,20),(20,5),-0.0687201 # DEPENDENCYPART_GRANDPAR
