# _root_ otsailean egindako bileran , arabera , giza_eskubideak urratzen dituen ekintzarik ez babesteko konpromisoa hartu zuten sinatzaileek .
#goldHeads=2,3,14,3,14,5,8,10,8,12,12,13,14,0,14,14,16,
#predictedHeads=2,3,14,3,8,5,8,10,8,12,12,13,14,0,14,14,16,
(16,8),(8,3),-0.300283 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.00151185 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.220369 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.0258318 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.124972 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),1.22989 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.452898 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.104466 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0467511 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.182223 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.0480698 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.160029 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.02428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,1),-0.569241 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.191523 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.466901 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.0100675 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.330263 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0172762 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.278582 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.245394 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.800732 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.16097 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.178719 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0788679 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.104625 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.0963558 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.126599 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.409103 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.201228 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.299848 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.00153674 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.220345 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.025807 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.124537 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.253414 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.86741 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.292977 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.172634 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.181948 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0477974 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.160279 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.02432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,5),-0.331791 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.0139031 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.239785 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.451538 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.2022 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0491955 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.102777 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0970001 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.00455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.127069 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.437776 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.22156 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.328099 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.030805 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.23262 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.0034613 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.15321 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.273745 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.842431 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.32165 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.174297 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0835807 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0460667 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.142786 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.00425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,11),-0.120229 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0637338 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.979343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
