# _root_ irakaskuntza esparruan hezkuntza sistema propioa eduki beharra azpimarratzen da , eta kultura arloa naziotasuna , euskaltasuna eta herritasunaren_gainean oinarritzeko proposatzen da .
#goldHeads=2,8,4,6,4,8,6,11,8,9,0,13,19,17,14,17,0,17,20,11,20,21,
#predictedHeads=2,6,4,6,4,7,8,11,8,9,0,13,14,17,14,17,19,17,20,11,20,21,
(10,11),(11,7),-0.328043 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.158734 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.0133148 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.341055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.269646 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.268051 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.215278 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0852748 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.274299 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.212394 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.32634 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.111301 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.0906812 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.539935 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.518559 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.543112 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.469178 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.390157 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.156964 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.369239 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.168239 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),0.0509163 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.435342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.0489581 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.293067 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.295295 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.242522 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.0171973 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.301543 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.147255 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.353585 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.154249 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.22006 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.367116 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.127929 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0777626 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.0790665 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.155171 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.0766755 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0265091 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.110808 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.250998 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.245257 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.572395 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),0.0610384 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.167474 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.289976 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.248963 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),0.0532313 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.44288 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.0763769 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.206903 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.126909 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0767426 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0828564 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0892676 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.111706 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.332921 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.695482 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0125336 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.446362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,14),-0.494423 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.254586 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.0710527 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.224499 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.35655 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),0.593787 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.0499936 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.000172756 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0118842 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.00928248 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.00748431 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.431011 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.545249 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0268164 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),0.0559528 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.205301 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.125307 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.0751409 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0812547 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.09356 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0836283 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.160057 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.69546 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0103507 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.446361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.143441 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.371881 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.494383 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.254586 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.45337 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.0710519 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.647287 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.224499 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.35655 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),0.593851 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.189629 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.107832 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),0.0239433 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.265129 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0456629 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.159995 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.502164 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.364926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,20),-0.274332 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.146853 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.109472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.17957 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0570688 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0785649 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.00184099 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.146853 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.118483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.493663 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.065563 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0966448 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.106576 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0873409 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.211329 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.00184099 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.146853 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.118483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.493663 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.273254 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0966448 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.106576 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.198102 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0873409 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.108303 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.724937 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.236218 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.200324 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.00256534 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.493663 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.273254 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.150752 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0564763 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0873409 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.724937 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.376653 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.457926 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.508092 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.476792 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.377048 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.393219 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.173633 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.297316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.358707 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.125201 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.00269921 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.099655 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0437126 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.128319 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.159821 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.0228441 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.671632 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.191766 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.256826 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.108303 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.724937 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.236218 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.516972 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.567138 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.535835 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.336838 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.353668 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.452272 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.150253 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),0.336529 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.168841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.400586 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.1793 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.0567982 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0978116 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.206469 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0961057 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.0847978 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.955509 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.436562 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.517835 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.568001 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.536699 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.33731 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.355417 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.453135 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.152003 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),0.336053 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.27716 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.168593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.399893 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.178607 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.0561053 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.0107162 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.0971186 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.206716 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.0967987 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.259576 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.944732 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.244832 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.550942 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.435845 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-1.16023 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0434086 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.593772 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.807468 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.559871 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.394839 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.648456 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.279055 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-1.16168 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.274821 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.764667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.464536 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.585024 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.375169 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.502712 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.464366 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.443205 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.634344 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.619281 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.608934 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.44176 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.381962 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.313074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.23138 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0582017 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.149068 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0895611 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.835924 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.608934 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.44176 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.381962 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.313074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0126019 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0582017 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.149068 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.313282 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0895611 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.325684 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.504738 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.365343 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.00697941 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.17615 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.37573 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.403905 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.249262 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.172839 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.699645 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.403712 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.193533 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-1.51996 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.114829 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.185952 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.541566 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.748508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.125383 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.222214 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.446933 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.232038 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.240643 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.45593 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.22291 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.317676 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.484088 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.227047 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.89174 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.190256 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.195548 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.388163 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.157016 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.326927 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.187021 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0691997 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.89213 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0580681 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.680852 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.758709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.135585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.207059 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.457134 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.163061 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.250845 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.453878 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.221056 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0187752 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0322751 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.728749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.105625 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.148014 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.09903 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.400136 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.224058 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.154649 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.220808 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.303077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.107901 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.102962 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0119765 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.103328 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.145219 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.215422 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.303126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.300621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.130044 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.220808 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.303077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.320047 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0546711 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.103328 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.215422 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.00150225 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.147047 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.145219 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.215422 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.303126 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.640327 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.593953 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.493067 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.320775 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.101083 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.452545 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.590204 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.543577 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.442691 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.280041 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.467254 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.239847 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.358573 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-1.10808 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.186903 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0331196 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.0406245 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.31996 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.808001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.210063 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.755235 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.240713 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.77307 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.584486 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.415145 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.546282 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.320223 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.283469 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-1.47986 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0374236 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.387783 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.602637 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.264218 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.163062 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.352061 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.125621 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-1.48025 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.130142 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0986621 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.192602 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.818202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.194908 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.765436 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.171735 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.783272 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.582435 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.413291 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0532989 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.120558 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.217256 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.788242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.135863 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.196582 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0402174 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.119154 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0391004 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.788242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.135863 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.735476 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.753312 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.579558 # DEPENDENCYPART_GRANDPAR
