# _root_ psnk uste du hori ez dela bidezkoa eta upn kritikatu du , enpresa pribatuetan hori bultzatzen ari_den bitartean , publikoetan ez duelako oraindik ezarri .
#goldHeads=2,8,2,6,6,2,6,0,10,8,10,11,16,13,16,17,24,17,18,24,24,24,24,10,24,
#predictedHeads=2,0,2,6,6,10,6,6,10,0,10,11,16,13,13,17,18,10,18,19,24,24,24,10,24,
(13,12),(12,11),-0.51289 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.700616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.160295 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.506191 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.392895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.12506 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.33661 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.12442 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.780216 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.276981 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.714985 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.766653 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.368098 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.801356 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.37669 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.65233 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.247774 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.450708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.145562 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.160644 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.23306 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0461747 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.102726 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.190441 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0836565 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.400899 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.00776279 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.348735 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.12442 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.713381 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.368098 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.801358 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.376762 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.652835 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.446957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.146287 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.165982 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.19065 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0685251 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.202029 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.0790198 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.395026 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.349881 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.757759 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.337611 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.325623 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.173574 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.346938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.255605 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0249134 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0619289 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0139851 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.11996 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.0708849 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.118724 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.481168 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.139105 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.350153 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.399134 # DEPENDENCYPART_GRANDPAR
(13,24),(24,2),-1.1283 # DEPENDENCYPART_GRANDPAR
(13,24),(24,6),-0.714038 # DEPENDENCYPART_GRANDPAR
(13,24),(24,8),-0.368754 # DEPENDENCYPART_GRANDPAR
(13,24),(24,9),-0.804202 # DEPENDENCYPART_GRANDPAR
(13,24),(24,10),-0.377652 # DEPENDENCYPART_GRANDPAR
(13,24),(24,12),-0.24843 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-0.444302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,14),0.143982 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),-0.163661 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),-0.194861 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.115143 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.107969 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.252734 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),0.129364 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.0183177 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.0539692 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.00784947 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.324979 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.232772 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.0740728 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.460761 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.405606 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.612229 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.15374 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.12851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.721861 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.45982 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.307921 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.01118 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.367452 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.166728 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.273386 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.744378 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.59425 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.189102 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.66344 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.63557 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.322487 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.565565 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.455254 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.694901 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.350797 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.480492 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.369494 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.688124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.310421 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.659711 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.137069 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.440423 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.104621 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.350057 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.197831 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.240769 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0855643 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.366761 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.210009 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.181771 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.0167918 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.0357469 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.156064 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.149266 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.255755 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.279797 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0922895 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.299038 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.115736 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0908839 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.06688 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0917483 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.130172 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.189272 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.312539 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.16644 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.48823 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.794964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.388145 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.07058 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.168935 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.158347 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.256171 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0410221 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.0388622 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.0582571 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.331727 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.101277 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.155758 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.323844 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.0499336 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.169188 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.100479 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.368611 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.197097 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.197419 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.822214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.415382 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.0650094 # DEPENDENCYPART_GRANDPAR
(16,8),(8,24),-0.196186 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.053503 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.195218 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.229869 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.0920614 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.166866 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.265175 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.0381167 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.112274 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.124574 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.23809 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.154721 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.157402 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.450815 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.733939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.327488 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),0.00924034 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.0373866 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.175456 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),0.172321 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.107911 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.203417 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0632648 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.134655 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.141099 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.298596 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.339855 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.350851 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.588931 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.348097 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.142705 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.0298066 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.146295 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.115483 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.341948 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0704871 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.598309 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.821311 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.644318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.23786 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),0.162271 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.0197664 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.163174 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.19711 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.715087 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.697702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,2),-0.540695 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.522694 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.315531 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.224496 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.395383 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.568829 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.186783 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),0.157851 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.424567 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.579604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.375077 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.240276 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.00615536 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.465176 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.0603144 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.311794 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.206667 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.306421 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.25615 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.0359458 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),0.243314 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.477728 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.406783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.00345043 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.268663 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.226912 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0365663 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.399094 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.141308 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.138608 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.122201 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.224568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.177779 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.122482 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.0692416 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.385086 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.226453 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0477165 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.151428 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.358985 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.340443 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.112812 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.0647078 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.145303 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.0345183 # DEPENDENCYPART_GRANDPAR
(16,24),(24,2),-0.546264 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-0.523313 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-0.316151 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.228004 # DEPENDENCYPART_GRANDPAR
(16,24),(24,10),-0.396012 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.401984 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-0.190291 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),0.157232 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),0.423948 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.577801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),-0.178153 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.337174 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.20141 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.109399 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0430496 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.531104 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.0933894 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.0708142 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.227906 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-1.2885 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.369772 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.477537 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.905713 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0129966 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.627384 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.455945 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-1.21441 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.441707 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.379424 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.983582 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.0617353 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.651277 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.113169 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-1.22182 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.0827109 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.334206 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.0951069 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.43789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.381465 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.492141 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.212604 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.471247 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-1.27737 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.485813 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.47457 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.750139 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.896216 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.638264 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0400302 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-1.29278 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.197286 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.0876862 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.173972 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.46513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.375891 # DEPENDENCYPART_GRANDPAR
(17,8),(8,24),-0.519388 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.0163671 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.564732 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-1.14442 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.463536 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.454114 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.659887 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.876577 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.0829156 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.653888 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-1.14961 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.142327 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.0738296 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.373779 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.0594534 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.35975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.278284 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.149446 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.630169 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),0.557273 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.413634 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.492481 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.71285 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.11916 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0619977 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.410758 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.884942 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.62828 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0449172 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-1.24955 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0542564 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.229931 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0999107 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.23904 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.2881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.148858 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.343463 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-0.25839 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.115015 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.193347 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.136635 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.546795 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.468415 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.453413 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.6633 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.878791 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0827316 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.635951 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.132576 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-1.17407 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0785396 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.104701 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.229485 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.210332 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.35898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.277492 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.148603 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.629398 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.415039 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),0.559571 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.368888 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.412862 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.22785 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.179408 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.228875 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.245246 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.0973118 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.578481 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.412682 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0231565 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.06137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.144111 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.244419 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.237001 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.767228 # DEPENDENCYPART_GRANDPAR
