# _root_ jose_antonio_alvarez_kaperotxipik , afera daraman epaileak , castejonek " ez duela zerikusirik eta gaizki aholkatua " zegoela argudiatu du .
#goldHeads=17,1,4,5,1,5,10,7,10,12,10,17,14,16,14,12,0,17,18,
#predictedHeads=12,3,4,5,10,5,10,7,10,12,10,16,14,16,14,17,0,17,18,
(17,14),(14,6),0.0688196 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.12521 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.0931723 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0273781 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0126573 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.129363 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0960983 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.00513849 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.359833 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.551663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.561759 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.2024 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.0366511 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.213164 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),0.0799974 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.0834042 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.126377 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0419257 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0614739 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.178221 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.173551 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.391036 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.616062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.573303 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.139247 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.306952 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.705565 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.610662 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.208734 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.465213 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.249221 # DEPENDENCYPART_GRANDPAR
