# _root_ alderdiak kargu_hartu diola esan zuen atzo iturgaitzek , baina haren_kontrako neurririk ez dela hartuko , legebiltzarreko_mahaiak ere egin ez duelako .
#goldHeads=2,9,2,0,4,4,4,7,4,11,14,14,14,9,14,18,0,14,18,18,20,
#predictedHeads=2,4,2,9,4,4,4,7,0,11,14,14,14,9,14,18,0,14,18,18,20,
(18,9),(9,14),-0.139542 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.177447 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.0766556 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.818489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,9),-0.217998 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.177484 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.0829841 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.307074 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.527524 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.347361 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.258798 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.0861043 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.184626 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.174479 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.210588 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.30117 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.182442 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.218779 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.238317 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.127836 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.74784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,7),-0.408546 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.303949 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.266114 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.260788 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.105072 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.192291 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.395468 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.525636 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.385051 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.742319 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.761477 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.294493 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.349306 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.197478 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.351805 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.361464 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.202253 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.25107 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.220846 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0378211 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.12061 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.0106003 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.768718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.350241 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.216524 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.290951 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.192999 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.320755 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.780856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,6),-0.349438 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.176557 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.212772 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0518454 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0470727 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0157521 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.649053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.255743 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.0623508 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.218779 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.212593 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.811688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,16),-0.165153 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.693223 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.456709 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.239377 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.573299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.156901 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.229797 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.225386 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.201133 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.13836 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.159554 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.00472644 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.00325508 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0975759 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.55087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.397163 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.265412 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.1489 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.015561 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.594531 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.834244 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.144076 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.224562 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.163505 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.209998 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.243074 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.312613 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0249403 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0764732 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.152607 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0217155 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.842646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.158104 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.732709 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.221973 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.299029 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.115522 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-1.03277 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.0355566 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),0.135197 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.23668 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.757412 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.293415 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.186037 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.430882 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.113709 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.23651 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0519101 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.00486214 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.862324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,16),-0.31122 # DEPENDENCYPART_GRANDPAR
