# _root_ " sakabanaketa_bezalako legez kanpoko tresna presoen_kontra erabiltzeaz gain , orain espetxe_barruko errepresioa gogortzen ari_dira " , salatu dute aabek .
#goldHeads=0,5,5,3,7,7,13,7,8,13,12,13,0,0,14,15,0,17,17,19,
#predictedHeads=0,3,14,5,7,7,14,7,8,14,12,13,14,17,14,15,0,17,17,19,
(17,10),(10,12),0.319779 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0658261 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0348177 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.371168 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.411925 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.194859 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0843645 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.223027 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.441645 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.542348 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),0.354339 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),0.36531 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.40585 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.192925 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0862991 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.00135809 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.441644 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.620242 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.423894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.542379 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),0.354307 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.275176 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),0.367614 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.0517104 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.106831 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.043337 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.279686 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.417538 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.158249 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.00625859 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.0159528 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.211292 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.451747 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0685926 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.51527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.665996 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.181325 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),0.271121 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),0.363558 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.0476548 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.102775 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.0392813 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.256056 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.413482 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0222786 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0118971 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.207236 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.243197 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.00920999 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.517464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.667475 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.262147 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.437275 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.533326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,13),0.0897484 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.101922 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.166569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),0.436282 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.40478 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.234762 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.623547 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.712166 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.391396 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.433987 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.559201 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.28248 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.341012 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.382101 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.709101 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.254271 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.272687 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.317104 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.925191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.805058 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.596378 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.123292 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-1.26738 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-1.563 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-1.00454 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-1.19667 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-1.08341 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.383584 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.870876 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.00934811 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.0666759 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.880321 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.831648 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.00834412 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.827107 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0222982 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-1.08161 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.10638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
