# _root_ kasu honetan gutuna posta arruntaren_bidez etorri da , eta etako presoek bizi duten egoeraren erantzule egiten gaituzte " , azaldu zuen .
#goldHeads=6,1,6,6,4,9,6,7,20,11,12,14,12,15,16,9,16,17,18,0,0,21,
#predictedHeads=6,1,6,6,4,9,6,7,0,11,12,14,12,15,16,9,16,17,18,0,20,21,
(15,6),(6,16),-0.468881 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.644678 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.395331 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.361169 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.422571 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-1.62883 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0796381 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.189069 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.515208 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.587241 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.167361 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.371939 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.270894 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-1.63026 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.2661 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0674465 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.40526 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0429104 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.599634 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.388923 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.744743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.474985 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.39286 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.427435 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.0200016 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.628609 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.336055 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.172415 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0769415 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.164129 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0210666 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.61166 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.366354 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.714857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.626493 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.319429 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.629998 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.293295 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.331391 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.182241 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0655051 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.144621 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.510408 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.624336 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.373818 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.716108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.423017 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.626698 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.344252 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.329011 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.089996 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.44186 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0188005 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.299721 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.688005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.617177 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.338161 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.32506 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.166188 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0665524 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.135999 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.501786 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0196096 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.425982 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.716923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.627624 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.342925 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.666624 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.854689 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.07546 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.655578 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.645426 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.77431 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.505992 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.298007 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.520395 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.870604 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.419675 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),0.27634 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.0762686 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.397923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.485854 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.141198 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.115557 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.223082 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.372854 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0286872 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.353062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.0220337 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.07733 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.172811 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.679159 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.08167 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.661792 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.650249 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.506091 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.301605 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.526609 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.876818 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.425889 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),0.274362 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.0824828 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.397559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.032704 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.104021 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0256969 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.168271 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.189168 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),-0.0985602 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.149008 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.0891022 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.332673 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.293234 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.535136 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.422341 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.361044 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.32547 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.779111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,20),-0.22529 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.262823 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.267784 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.303289 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.539645 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.431192 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.256808 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.264455 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.35792 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.539645 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.431192 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.313164 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.0452379 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.261709 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.366232 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.374324 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.33875 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.524354 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.261846 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0559997 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.275657 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.371581 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.106008 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.066954 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.00303902 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.0394345 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.174144 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.809061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.604016 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.263899 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.604257 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.397503 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.508857 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.473283 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0767515 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.289565 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.14106 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.810787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,6),-0.426733 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.377025 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0861858 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.186138 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.318427 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.297599 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.262026 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.536836 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.373889 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.477052 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.182766 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.354239 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0809145 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0545693 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.169631 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0140034 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.200624 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.904626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,20),-0.351806 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.0459846 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0208396 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.263121 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.322892 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.058444 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.209442 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.292436 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0202747 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.152884 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0228795 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.235063 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.480512 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.214808 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.261473 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.280348 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.313076 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0686057 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.182144 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.25177 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0205503 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.145946 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0292688 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.24147 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.726604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.481149 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.180551 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.380516 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.417952 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.160366 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.12434 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0368536 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.177428 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.590396 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.595158 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.326421 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0711812 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.213425 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.288923 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0577027 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0093537 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0593477 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.232104 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.480512 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.473356 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.323065 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.064267 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.212335 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.292995 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0617753 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.016176 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.055929 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.010141 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.725967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.480512 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.179914 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.473356 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.379878 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.3901 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.367607 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.14914 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.0328047 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.155144 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.432804 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.316991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.280295 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0937804 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.589434 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.726649 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.691076 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.616961 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.34792 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.464153 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.699108 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.434682 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.392474 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.350501 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.37036 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.151513 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.642134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.244511 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.110909 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.331184 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.20633 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.637033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,22),-0.349204 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.554047 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.199034 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.468281 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.186039 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0358906 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.252373 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.445277 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.214844 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0444154 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.226923 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0765408 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.00974459 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.917687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,20),-0.802861 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.455143 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.189392 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.0293672 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.262807 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.456059 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.225627 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.277807 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0880051 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0711822 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.917687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,21),-0.64805 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.189389 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.027581 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.265067 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.464168 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.233735 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.288666 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.087938 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.358672 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.008823 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.917687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,20),-0.802861 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.64805 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.455142 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.509653 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.206117 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.18413 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.681022 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.830912 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.944066 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.755899 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.436377 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.318335 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.527591 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.746515 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.501537 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.565336 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.284756 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.635938 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.332022 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.366481 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.541496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.0308432 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.477635 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.349267 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.339074 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.226916 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),0.137284 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.124557 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.0648217 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.197293 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.223632 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.10842 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0392972 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0659646 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.203337 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.25349 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),0.137344 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.122714 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.0626164 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.205288 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.231627 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.119165 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0391736 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0784577 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.176484 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.203403 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.577687 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.253487 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.444506 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.219434 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.000405619 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.38407 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.594304 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.603072 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.535071 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.164298 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.336166 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.161936 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.561145 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.573046 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.469447 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.186157 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.429344 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.366506 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.248388 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.0249416 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),-0.304784 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.129616 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.388418 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.148763 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.294891 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.28764 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.225631 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),0.0543782 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.120086 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.104471 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.150002 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.251263 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.21238 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.172486 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0905341 # DEPENDENCYPART_GRANDPAR
