# _root_ ( ... ) paulinok azken asaltoa bota zuela uste_zuen , baina heriotzaren aurre-salara ailegatzea besterik ez zuen egin , azken asaltoek beti heriotzaren kaudrilateroan jotzen bait dute amaierako kanpanilla .
#goldHeads=0,1,0,9,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,18,27,25,29,25,29,
#predictedHeads=0,1,0,7,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,0,25,26,29,25,29,
(9,13),(13,9),-1.19223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.182609 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.190026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.650385 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.36726 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.222133 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.200507 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.815179 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),0.195308 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),0.31581 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.170933 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),1.46903 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.37615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.206086 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.218785 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.698892 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.714407 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.304409 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.157525 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.77321 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.422571 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.321579 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.688028 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.0902881 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.86657 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.549748 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.537349 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.128406 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.417682 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.62432 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.679253 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.687911 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.703425 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.776169 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.95471 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),0.188238 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.452436 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.260499 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.225153 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),0.182861 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),0.303363 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),0.173353 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),1.46651 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.4671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.169329 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.231562 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.722482 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.737997 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.56587 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.336558 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.201311 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.793597 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.326594 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.210164 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.632134 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.0988173 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.810676 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.493854 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.569584 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.129583 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.444737 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),-0.568426 # DEPENDENCYPART_GRANDPAR
(9,18),(18,29),-0.623359 # DEPENDENCYPART_GRANDPAR
(9,25),(25,4),0.193608 # DEPENDENCYPART_GRANDPAR
(9,25),(25,6),0.31411 # DEPENDENCYPART_GRANDPAR
(9,25),(25,7),0.170752 # DEPENDENCYPART_GRANDPAR
(9,25),(25,9),-1.38008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,25),(25,10),0.204831 # DEPENDENCYPART_GRANDPAR
(9,25),(25,11),-0.216321 # DEPENDENCYPART_GRANDPAR
(9,25),(25,12),-0.698456 # DEPENDENCYPART_GRANDPAR
(9,25),(25,13),-0.713971 # DEPENDENCYPART_GRANDPAR
(9,25),(25,14),-0.478848 # DEPENDENCYPART_GRANDPAR
(9,25),(25,15),-0.292505 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),-0.1401 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),-0.748977 # DEPENDENCYPART_GRANDPAR
(9,25),(25,18),-0.56206 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.378461 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.268175 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.729261 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.11067 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.907802 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.590981 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.128657 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.416595 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.612649 # DEPENDENCYPART_GRANDPAR
(9,25),(25,29),-0.667583 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.161129 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-0.732084 # DEPENDENCYPART_GRANDPAR
(9,27),(27,29),-0.787017 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.218253 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.313867 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.215085 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.005105 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0510275 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.55808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.45288 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.648254 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.610126 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.502456 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.526609 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.113926 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.41728 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.61363 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.599757 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-0.606893 # DEPENDENCYPART_GRANDPAR
(10,7),(7,25),-0.571183 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-0.486631 # DEPENDENCYPART_GRANDPAR
(10,7),(7,28),-0.656258 # DEPENDENCYPART_GRANDPAR
(10,7),(7,29),-0.672363 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.165576 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.162408 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0599765 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.219037 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.215869 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0743033 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.156949 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.556862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.452269 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.648064 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.609935 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.502181 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.514001 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.113883 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.417006 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.570909 # DEPENDENCYPART_GRANDPAR
(10,9),(9,27),-0.281785 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.48545 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.482282 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.19973 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.310961 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.273813 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.304569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.254803 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.216675 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.089167 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.29534 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.0252135 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.220179 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.213442 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.158582 # DEPENDENCYPART_GRANDPAR
(10,11),(11,28),-0.262782 # DEPENDENCYPART_GRANDPAR
(10,11),(11,29),-0.278912 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.246241 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.169354 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.157777 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.35974 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0335579 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.26176 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.533318 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.188689 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.271429 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.1889 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.155865 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.304259 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0350737 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.230312 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0249491 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.456041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.338679 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.541241 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),0.063808 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.301268 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),0.302568 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.190772 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.553808 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.756821 # DEPENDENCYPART_GRANDPAR
(11,7),(7,24),-0.656845 # DEPENDENCYPART_GRANDPAR
(11,7),(7,25),-0.207128 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-0.248058 # DEPENDENCYPART_GRANDPAR
(11,7),(7,28),-0.653944 # DEPENDENCYPART_GRANDPAR
(11,7),(7,29),-0.602617 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0553338 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.170692 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.249046 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.145436 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.260794 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.377974 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.169875 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0238972 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.453993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.337328 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.539891 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),0.0654998 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.251371 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),0.303777 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.18908 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.205436 # DEPENDENCYPART_GRANDPAR
(11,9),(9,27),0.387162 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.383975 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.208922 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.126908 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.380977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,15),-0.224182 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.144642 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.0837087 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.163036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.114513 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.081814 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.423254 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.0995996 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.144642 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0837087 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.163036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.298873 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.375072 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.081814 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.08166 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.423254 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.391627 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.276269 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.0269308 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.439087 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.266957 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.199679 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.167685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.222813 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.020251 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0109792 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0706362 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.572758 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.262152 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.3481 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.0120793 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.0896353 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.215092 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.115117 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),0.163167 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),0.104244 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),0.765996 # DEPENDENCYPART_GRANDPAR
(11,14),(14,28),-0.11219 # DEPENDENCYPART_GRANDPAR
(11,14),(14,29),-0.0608881 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0267094 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.055387 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.418803 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.303445 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.0220176 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.447736 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.262044 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.207146 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.148126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.276331 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0737687 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.489009 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.025483 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0489481 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.665214 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.340387 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.120303 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.0736645 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.100989 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.129348 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.029373 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),0.132373 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),0.116125 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),0.754373 # DEPENDENCYPART_GRANDPAR
(11,18),(18,28),-0.0264462 # DEPENDENCYPART_GRANDPAR
(11,18),(18,29),0.0248557 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.163036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.298873 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),0.627443 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.322094 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.256603 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.0124024 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.251435 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.330092 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.230117 # DEPENDENCYPART_GRANDPAR
(11,21),(21,30),0.0657687 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),0.256603 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.0124024 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),0.0837438 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.151597 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.119269 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),0.102914 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),0.552009 # DEPENDENCYPART_GRANDPAR
(11,24),(24,28),-0.226558 # DEPENDENCYPART_GRANDPAR
(11,24),(24,29),-0.175888 # DEPENDENCYPART_GRANDPAR
(11,24),(24,30),0.0657687 # DEPENDENCYPART_GRANDPAR
(11,25),(25,4),-0.397436 # DEPENDENCYPART_GRANDPAR
(11,25),(25,6),-0.282078 # DEPENDENCYPART_GRANDPAR
(11,25),(25,7),-0.0297015 # DEPENDENCYPART_GRANDPAR
(11,25),(25,9),-0.269728 # DEPENDENCYPART_GRANDPAR
(11,25),(25,10),-0.202089 # DEPENDENCYPART_GRANDPAR
(11,25),(25,11),-0.167273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,25),(25,12),0.222772 # DEPENDENCYPART_GRANDPAR
(11,25),(25,13),0.0202095 # DEPENDENCYPART_GRANDPAR
(11,25),(25,14),0.530146 # DEPENDENCYPART_GRANDPAR
(11,25),(25,15),0.037115 # DEPENDENCYPART_GRANDPAR
(11,25),(25,16),-0.0168999 # DEPENDENCYPART_GRANDPAR
(11,25),(25,17),0.66099 # DEPENDENCYPART_GRANDPAR
(11,25),(25,18),0.267381 # DEPENDENCYPART_GRANDPAR
(11,25),(25,19),0.226924 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.155042 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),0.0076428 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.134408 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.19537 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.0953947 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),0.109906 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),0.772682 # DEPENDENCYPART_GRANDPAR
(11,25),(25,28),-0.0803094 # DEPENDENCYPART_GRANDPAR
(11,25),(25,29),-0.0290076 # DEPENDENCYPART_GRANDPAR
(11,28),(28,22),-0.151597 # DEPENDENCYPART_GRANDPAR
(11,28),(28,23),-0.119491 # DEPENDENCYPART_GRANDPAR
(11,28),(28,24),-0.0195159 # DEPENDENCYPART_GRANDPAR
(11,28),(28,25),0.356397 # DEPENDENCYPART_GRANDPAR
(11,28),(28,27),0.607564 # DEPENDENCYPART_GRANDPAR
(11,28),(28,29),-0.176016 # DEPENDENCYPART_GRANDPAR
(11,28),(28,30),0.0657687 # DEPENDENCYPART_GRANDPAR
(11,29),(29,22),-0.151597 # DEPENDENCYPART_GRANDPAR
(11,29),(29,23),-0.119269 # DEPENDENCYPART_GRANDPAR
(11,29),(29,24),-0.0192937 # DEPENDENCYPART_GRANDPAR
(11,29),(29,25),0.356397 # DEPENDENCYPART_GRANDPAR
(11,29),(29,27),0.607564 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),-0.0166566 # DEPENDENCYPART_GRANDPAR
(11,29),(29,30),0.0657687 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.680057 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.50732 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.475034 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.985277 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.349431 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.222569 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.998557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.76777 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.693731 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.166245 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.4952 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.637981 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-0.471887 # DEPENDENCYPART_GRANDPAR
(12,9),(9,27),-0.510339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.559339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-1.01917 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.889764 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.203191 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.564192 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.712252 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.539515 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.374715 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.943389 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.71851 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.204213 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.959561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.728775 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.671317 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.568165 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.619436 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.68093 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.498691 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-0.449472 # DEPENDENCYPART_GRANDPAR
(12,11),(11,28),-0.910565 # DEPENDENCYPART_GRANDPAR
(12,11),(11,29),-0.686364 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.730567 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.06285 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.45866 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.529145 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.553126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.382636 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.374125 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0120361 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.383856 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.372035 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.241802 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.12765 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.311572 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.00425152 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.125708 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-1.01736 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.250408 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.525966 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.780559 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.734577 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.184734 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.130438 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0100556 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.15909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.66123 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.556215 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.433412 # DEPENDENCYPART_GRANDPAR
