# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(17,19),(19,12),-0.257668 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.426811 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.328855 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.355288 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.217706 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),-0.201321 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.466524 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.197583 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.369303 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.214955 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.549852 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.97624 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-2.1623 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0176956 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.776836 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.32721 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.33949 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.46314 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.190953 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.14696 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.972534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0246446 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.175141 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.508425 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.310172 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.180977 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.227149 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.668986 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.494035 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.58312 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.473053 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.496302 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.523284 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-2.22439 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.457644 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.102326 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.0460544 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.0442069 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.0999633 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.670459 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.885887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,21),-0.519664 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.561028 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.566779 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0676137 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.619022 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.599415 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.01244 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0779216 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.159656 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.205512 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.64547 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.513867 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.470469 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.494035 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.58312 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.473053 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.496302 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.523284 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-2.22439 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.457644 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.102326 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.0902419 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0278065 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0202756 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.670459 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.550318 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.885887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.519664 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.561028 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.566779 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0597358 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0594647 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0733359 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0106547 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.816647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,22),-0.491788 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.483365 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0124014 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.855926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,13),-0.413414 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.165633 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-1.07357 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.963352 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.878306 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.948093 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.342516 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.297712 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.513663 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.512032 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.173573 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),0.0653849 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.534903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),-0.0532941 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.199975 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.24709 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.70199 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.269449 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.14531 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.0916 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),0.0800531 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.430906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),0.0170977 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.24473 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.32054 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.289181 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.175606 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.176714 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.231914 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.170671 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.0809717 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0681025 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.106185 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.194319 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.101994 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.0436226 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.469302 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.0265353 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.545534 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.0959645 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.29709 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.191051 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.0158461 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.221093 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-1.31224 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.275846 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.497185 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.128707 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.290553 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.468892 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.0979885 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.411 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-1.15014 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.329681 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.229293 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.0609794 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),0.112416 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),-0.0892191 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),0.0364232 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-0.811849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,23),-0.601256 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.308149 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.253575 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.0176387 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.203187 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-1.28595 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),0.118657 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),-0.486685 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.228848 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.409072 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.14197 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.341913 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-1.33307 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.222618 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.266716 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.171988 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.0354012 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.156918 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.0463134 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.327989 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.900895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.344746 # DEPENDENCYPART_GRANDPAR
(21,12),(12,23),-0.698647 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.018593 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.549481 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.28949 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.146481 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.00743457 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.147988 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.201463 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.0341194 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.0836487 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.722984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,1),-0.486685 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.228848 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.409072 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.14197 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.341913 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-1.33307 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.222618 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.266716 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.026377 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.101747 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.049557 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.0463134 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.0717089 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.327989 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.900895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.344746 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.698647 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.146481 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.345188 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.549481 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.0072793 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.152734 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.0334697 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.166116 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.0423787 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0631923 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.10176 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.722984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.117465 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.622238 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.307706 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.632941 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.131713 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),0.0416827 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.286755 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.136268 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),0.12449 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.467161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.246816 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.49149 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.190845 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-0.715611 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-0.669946 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-0.855026 # DEPENDENCYPART_GRANDPAR
(21,23),(23,6),-0.369462 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.574687 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.66528 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.475717 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.255726 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.539046 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.403432 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.0823307 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.381601 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.301119 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.0404158 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.740538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.067011 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.48772 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0588232 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.0455213 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.404947 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.197217 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.154066 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.707538 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.463174 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.625612 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.523182 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.190827 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.220157 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-2.23106 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.553157 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.0959348 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.0237398 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.0936043 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),0.107837 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.559311 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),-0.0148629 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.820002 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-0.700044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,23),-0.500361 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.463174 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.625612 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.523182 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.190827 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.220157 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-2.23106 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.553157 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.0959348 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.0118634 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),0.0201834 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.0914773 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.559311 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),0.409456 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.0148629 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),0.820002 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-0.700044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.500361 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.0183605 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.137281 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.0627256 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.0753176 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.106268 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-0.630804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.416947 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.014465 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.0407863 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-0.597508 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.00771054 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.129072 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.255555 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.0329819 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.734563 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.22551 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0187612 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.825592 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.670269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.324851 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.120253 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.613591 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.511775 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.269084 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.542144 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.00037841 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),0.0311788 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),0.0333001 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.0863398 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),0.0718712 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.399367 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0058341 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.690601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.497227 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.343842 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-0.706965 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-1.13333 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.03075 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-0.572705 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.608637 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-1.06087 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.335972 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.229584 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.482941 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.600502 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.188892 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.02863 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.114551 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.522075 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),0.275827 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.314803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.160269 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0503675 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.307613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.113673 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.0129323 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.302118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.0162537 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.142862 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.133056 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),0.104051 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.00486743 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.0220742 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.213504 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.819917 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),0.11008 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.0784745 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.170596 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.202815 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.127885 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.858822 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.168354 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.84438 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.00808417 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.167657 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.0913401 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),-0.0268667 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.325652 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),-0.708604 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-0.242872 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.130623 # DEPENDENCYPART_GRANDPAR
(23,6),(6,12),-0.186151 # DEPENDENCYPART_GRANDPAR
(23,6),(6,15),0.0550573 # DEPENDENCYPART_GRANDPAR
(23,6),(6,16),-0.459128 # DEPENDENCYPART_GRANDPAR
(23,6),(6,18),-0.156405 # DEPENDENCYPART_GRANDPAR
(23,6),(6,21),-0.0570604 # DEPENDENCYPART_GRANDPAR
(23,6),(6,23),-0.682155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,1),-0.838663 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),-0.0047929 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.136241 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.0527127 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.461478 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.711952 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.24682 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.133715 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.196174 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),0.147221 # DEPENDENCYPART_GRANDPAR
(23,8),(8,15),0.0450346 # DEPENDENCYPART_GRANDPAR
(23,8),(8,19),0.0394141 # DEPENDENCYPART_GRANDPAR
(23,8),(8,22),0.341255 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-0.682241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,8),-0.206089 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.170389 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),0.219602 # DEPENDENCYPART_GRANDPAR
