# _root_ umeak ginen artean , eta gauzak betirako zirela uste_genuen , eta ziur nengoen gure konplizitatea ez zuela ezerk zirdinduko .
#goldHeads=2,5,2,3,0,8,8,9,5,9,0,13,5,15,19,19,19,19,13,19,
#predictedHeads=2,5,2,3,0,8,8,9,11,9,0,13,11,15,19,19,19,19,13,19,
(15,9),(9,2),-0.783741 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.449728 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.454823 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.487848 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.321895 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.857535 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.300825 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.158559 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.405052 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.615432 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.877277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.374529 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.793749 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.666171 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.82968 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.898377 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-1.02377 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.314625 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.519906 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.55973 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.805709 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.445089 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.502809 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.501915 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.311537 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.875296 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.865927 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.244064 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.326141 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.488592 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.887479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,19),-0.664343 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.275602 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.565967 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.586391 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.612579 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.807462 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.438899 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.147339 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.494105 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.551848 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.304809 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.877084 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.913694 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.182448 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.314721 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.377802 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.136514 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.877617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.372608 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.783457 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.64726 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.799157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,15),-0.503213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,14),-0.336001 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.493489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.196541 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.345516 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.05018 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-1.01697 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.69426 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.449144 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.710279 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.989898 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.562715 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.08613 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.24793 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.484254 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.530894 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.75352 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.875459 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.375033 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.536495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.100043 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.252469 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.00688585 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.250317 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.404683 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.249028 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.375606 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.270993 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0113809 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0155428 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.259189 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.076769 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.010244 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.625691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.450827 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.341644 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.347332 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.229972 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.362732 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.190267 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.589613 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.0578692 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.0678073 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0723231 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.301615 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.165389 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.100253 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.138891 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.80386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.521103 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.0653746 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.388457 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.617141 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.47139 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.364489 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.361204 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.403256 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.843939 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.404155 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.574133 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.296717 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.35807 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.332398 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.580121 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.40704 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.355786 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.560735 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.374559 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.415968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.125773 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0556139 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),0.185458 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.103115 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),0.247817 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.197239 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0279499 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.0458376 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.079325 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0694718 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.193812 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.00323562 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.216732 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.271577 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.121177 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.163246 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.346878 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.307825 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.518828 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.278292 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.255094 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.248073 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.397148 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.224895 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.24729 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.0384117 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.123165 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.31985 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.0689533 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-0.743091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,1),-0.660438 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.611773 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.300077 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.221107 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.307921 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.247701 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.0961994 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.603677 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.482271 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.633098 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.302132 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.320966 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.327417 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.266734 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.117565 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),0.0710889 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.293162 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.0763531 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.217096 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.768704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,4),-0.197982 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.195574 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.284479 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.192078 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.120504 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.237768 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.228666 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.426037 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.204168 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.257321 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.522085 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.61469 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.242873 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.235333 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.187457 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.287238 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.171354 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.0389779 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.213049 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.12362 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.329177 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.320127 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.0696794 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.304033 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.74311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,1),-0.54747 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.611328 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.300871 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.223111 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.311991 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.235787 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.233858 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.240785 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.120855 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.35454 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.348535 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.0262263 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.127688 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.447123 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.679657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,2),-0.603677 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.22717 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.0477629 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.209539 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.11819 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.482271 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.633098 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.302132 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.211161 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.251667 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.230306 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.258272 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.0134538 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.278208 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.306712 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.217096 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.0040952 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.768704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,11),-0.0630499 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.262463 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.66735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,1),-0.51796 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.613791 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.24485 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.232326 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.187087 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.283114 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.17333 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.238209 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.0250546 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.189568 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0621786 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.234703 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.125496 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0601057 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.187842 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.304045 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.744015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,15),-0.0161544 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.553889 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.367127 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.319937 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.0529561 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.157973 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0671551 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.211314 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.212419 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0057653 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.167184 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.28349 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.590792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),0.0201579 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0741517 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.174262 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.169064 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.248988 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.673978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,15),-0.0400224 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.15552 # DEPENDENCYPART_GRANDPAR
