# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(12,17),(17,15),0.689351 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.455181 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.377581 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.00909181 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.0186318 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.0562263 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.0940481 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.105469 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),0.221723 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.153983 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.685566 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.211315 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.150464 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.0241208 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0619619 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.111205 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.217341 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.477642 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.193735 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.313048 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.199467 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.208733 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.078903 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.333391 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.212827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,14),0.166307 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.62887 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.507668 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.173604 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.203276 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.156807 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.0177422 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.107752 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.0244524 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.208483 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.132621 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.180869 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.0737963 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.0888266 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.108752 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.212034 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.292138 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.226471 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.205903 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.0760732 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.316415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,14),-0.0188806 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.592196 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.329251 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.0369485 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.351824 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.0270626 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.028422 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.0441674 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.158836 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.134854 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.133048 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.183755 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),0.213705 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.235745 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.138397 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.594329 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.067961 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.131595 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.377549 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.406797 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.221096 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.327441 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.597919 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.362099 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.666551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.250809 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.604564 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.748703 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.386506 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.309573 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.551438 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.513215 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.185534 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.752704 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.552479 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.528918 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.217782 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.990623 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.483567 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.619723 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.639685 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.0671776 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.0329314 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),0.242838 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.595714 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.391755 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.44233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0244067 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.549431 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.118594 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.417099 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.039137 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.342367 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.249093 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.0327745 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.484077 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.165597 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.241878 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.213324 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.273067 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.211199 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.192724 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.108517 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.119863 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.132722 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.742293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.604522 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.354835 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.470312 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.157427 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.184757 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.170491 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.208206 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.174019 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.138352 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0639281 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0683236 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0296454 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.761172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.458847 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.627367 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.531346 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.576463 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.360203 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.569492 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.482197 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.615557 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.161013 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.168243 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.423272 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.43558 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.417068 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.424868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.465353 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.495237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.402604 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.427342 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.443827 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.454503 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.38073 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.35118 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.391739 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.234185 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.505053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.449174 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.285664 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.305273 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.328554 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.169365 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.327898 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.317439 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.369456 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.292863 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.376679 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.452027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.078582 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.383981 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.302387 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.354716 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.124202 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.339638 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.279899 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.392615 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.0835375 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.45621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.0782598 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.16212 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.112655 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.119458 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.346119 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.399095 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.0825949 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.420765 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.460194 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.453166 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.379393 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.376717 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.508585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.047076 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.385956 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.168774 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.214305 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.207583 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0226903 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.212793 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.28309 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.433094 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.224805 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.234396 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.278501 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.118468 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.222735 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.345568 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0438154 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.27682 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.200443 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.384762 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.214961 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.0718229 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.295835 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.0822518 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.0496119 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.0843085 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.157083 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.255483 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.409855 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.00588057 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.128626 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0204306 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.295953 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.296091 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.328506 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.177531 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.376014 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.292862 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.00130747 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.00417796 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0777554 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0558341 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.282437 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0634077 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.0966977 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.280942 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.684403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.71084 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.264099 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.32191 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.162985 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.34559 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.233683 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.58479 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.271325 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.260765 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.116206 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.00138669 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0543488 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.148215 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.283222 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.280982 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.580835 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.276926 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.109583 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.00802336 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0610931 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0123453 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.293046 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0186193 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.272843 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.335313 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.580836 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.09933 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.123605 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.182809 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0490787 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.114849 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.224805 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.150047 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.29031 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),0.0131513 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.00796536 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.169227 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0325383 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.100778 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.230804 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0695401 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.25092 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.735692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.711507 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.262729 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.32054 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.19989 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.361374 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.242651 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.58365 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.0882383 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0378551 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.646304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,1),-0.255483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0187683 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0821312 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0953863 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.660651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.165385 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.223197 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.196255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.053536 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.030164 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0209222 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.372471 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.184603 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.148013 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.336496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.510571 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0705837 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0507194 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.169154 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0204986 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.0308793 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.202872 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.024047 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.432266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,19),0.00380887 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0424091 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.251585 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.148014 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.352268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),0.102699 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0496872 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.179829 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0088954 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.214475 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0215806 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.709534 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.254443 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.25 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.398914 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.460093 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.329925 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.522866 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.291692 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),0.0189647 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.505197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.483385 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0190832 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.088927 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0445167 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0358047 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.0185676 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.173397 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.116044 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.105097 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.0470082 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.103269 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.0332379 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.19692 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.0189269 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.255026 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.42451 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.464762 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.334595 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.295476 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),0.0139382 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.389479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.534532 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.0720145 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0847623 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.0109344 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.107477 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0539332 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.176192 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.10069 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.00136034 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.0398987 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.0175578 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.314897 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.570479 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0550746 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.547808 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.163538 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.227379 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.448334 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.511227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.461599 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.264121 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.324918 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.363714 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.633938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.404524 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.275021 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.480329 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.294802 # DEPENDENCYPART_GRANDPAR
