# _root_ madrilek aurtengo finantzaketa osatzeko borondatea agertu arren , arazo sakonak konpondu gabe daudela uste_du : diru hori nondik etorriko den , zenbat izango den eta hobetuzen menpekotasuna forcem-ekiko .
#goldHeads=6,3,4,5,6,14,6,7,13,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,9,27,25,27,28,
#predictedHeads=6,3,4,5,6,14,6,7,11,9,14,13,14,0,14,19,16,19,14,19,20,23,25,23,0,27,25,27,28,
(9,25),(25,6),-0.325802 # DEPENDENCYPART_GRANDPAR
(9,25),(25,11),-0.132283 # DEPENDENCYPART_GRANDPAR
(9,25),(25,12),-0.13417 # DEPENDENCYPART_GRANDPAR
(9,25),(25,13),-0.0332716 # DEPENDENCYPART_GRANDPAR
(9,25),(25,14),-0.0983523 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),-0.0859668 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),-0.0647982 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.0810396 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.162999 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.112934 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.0322427 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.15319 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.278863 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.131215 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.286603 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.524207 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.152832 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.617369 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.362081 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.288178 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.262406 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.32898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,3),-0.569487 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.38736 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.1696 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0183027 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.389707 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.520407 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.1514 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.408143 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.252705 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.144014 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.32898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.360654 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.399654 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.522412 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.0369554 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.415189 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.250853 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.118741 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.198806 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.350295 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.28468 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.212227 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.198699 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.225308 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.197676 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.252835 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.115056 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.20514 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.188332 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.262473 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.203195 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.269811 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.232503 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.150803 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.20562 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.426162 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.203196 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.266594 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.215276 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.191168 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0371748 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.195282 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.324074 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.206459 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.272837 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.221322 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.289566 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.230099 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.134364 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.149266 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.222589 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.204016 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.705474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.192284 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.340628 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.429422 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.53272 # DEPENDENCYPART_GRANDPAR
(11,6),(6,25),-0.600453 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.434125 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.351819 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.182289 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.25952 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0981752 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.112693 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0433613 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.346234 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.622119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0883506 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.415968 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.303741 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.485044 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.21123 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.101604 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.271274 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.148635 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.00105107 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.523789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.114223 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.321722 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.64177 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.657764 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.525109 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.661415 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.443681 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.143286 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.39901 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.162871 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0833428 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.550046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.121591 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.22243 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.176863 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.186378 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.239137 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.242739 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.400577 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.327817 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.581602 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.587187 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.461778 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.590842 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.381972 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.0984077 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.0787452 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.569072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.103156 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.168286 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.151493 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.113456 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.224277 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.204532 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.185635 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.256265 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.347075 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.402013 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.628707 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.619893 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.036541 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.00989026 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0207151 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.153887 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.240571 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.570267 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.586256 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.46012 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.589911 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.380314 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.391662 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.097477 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.0782728 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.564469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.107348 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.168525 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.270324 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.220206 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.300595 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.124311 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.177774 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.374845 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.260221 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.339214 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.392371 # DEPENDENCYPART_GRANDPAR
(11,19),(19,27),-0.615237 # DEPENDENCYPART_GRANDPAR
(11,19),(19,28),-0.637004 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.225574 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.323976 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.309021 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.451347 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.463072 # DEPENDENCYPART_GRANDPAR
(11,23),(23,5),-0.595323 # DEPENDENCYPART_GRANDPAR
(11,23),(23,6),-0.383266 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.391078 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.102888 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.0779169 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-0.571519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,12),0.0990905 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),-0.163204 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),-0.277374 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),-0.252447 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.299 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.132559 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.242403 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.129583 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.436298 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.336086 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.294305 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.329085 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.72404 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-0.559755 # DEPENDENCYPART_GRANDPAR
(11,23),(23,28),-0.581523 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.456863 # DEPENDENCYPART_GRANDPAR
(11,24),(24,28),-0.749002 # DEPENDENCYPART_GRANDPAR
(11,25),(25,4),-0.54968 # DEPENDENCYPART_GRANDPAR
(11,25),(25,6),-0.468225 # DEPENDENCYPART_GRANDPAR
(11,25),(25,11),-0.44816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,25),(25,12),0.0745669 # DEPENDENCYPART_GRANDPAR
(11,25),(25,13),-0.0699631 # DEPENDENCYPART_GRANDPAR
(11,25),(25,14),-0.145129 # DEPENDENCYPART_GRANDPAR
(11,25),(25,16),-0.210003 # DEPENDENCYPART_GRANDPAR
(11,25),(25,17),-0.254332 # DEPENDENCYPART_GRANDPAR
(11,25),(25,19),-0.115509 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.31364 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.483203 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.179599 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.47508 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.716298 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),-0.547259 # DEPENDENCYPART_GRANDPAR
(11,25),(25,28),-0.569027 # DEPENDENCYPART_GRANDPAR
(11,28),(28,21),-0.453296 # DEPENDENCYPART_GRANDPAR
(11,28),(28,26),-0.772796 # DEPENDENCYPART_GRANDPAR
(11,28),(28,27),-0.606426 # DEPENDENCYPART_GRANDPAR
(11,28),(28,29),-0.230331 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.188735 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.161634 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.113625 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.119101 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0723593 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0851949 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.17967 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.64061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,16),-0.443665 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.274376 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-0.335567 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.175015 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.138931 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.158934 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.164885 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.151278 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.149143 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.134085 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.00398994 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.00268566 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.680643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.292247 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.415014 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.50617 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.316422 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.445933 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.352711 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.449259 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-0.36461 # DEPENDENCYPART_GRANDPAR
(12,11),(11,28),-0.573272 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.458655 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.43783 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.367558 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.429783 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.350639 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.304336 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.327692 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.2886 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.270056 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.210459 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.374511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.183912 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.203467 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0850517 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.252756 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.125681 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.256082 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.154341 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.274866 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.411724 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.300304 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.00513083 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0320755 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.247186 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.292347 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.197623 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.011435 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0526744 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.195641 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.240778 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.23111 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.0586361 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.0842358 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.0237465 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.236951 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.00554593 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0755854 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.491537 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.434533 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0481602 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.189335 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.0148615 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.0963368 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.153479 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0346179 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.634612 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.0617098 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.0859674 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0268202 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.0225462 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.252198 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.255696 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0760155 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.337385 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.48797 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.304179 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.42828 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.819995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.435731 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),0.121719 # DEPENDENCYPART_GRANDPAR
(13,6),(6,25),-0.302345 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.0240439 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.194723 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.055247 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.301271 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.326736 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.523816 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.653725 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0463761 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.187539 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.00096783 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.243818 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.15315 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.647986 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.440734 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.497359 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.280062 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.228989 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-0.253587 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.295601 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.145152 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.267433 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.465828 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0590893 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.0827529 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.0241997 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.0244041 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.249577 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0703334 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0845403 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.325746 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.528122 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.424208 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.819753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.434307 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.372445 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.305831 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),0.122854 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.368817 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),0.0253467 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-0.301494 # DEPENDENCYPART_GRANDPAR
(13,11),(11,28),-1.01427 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.19867 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.2249 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.767109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,16),-0.209262 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.374829 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.205237 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.591431 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.297634 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.0296965 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),0.217581 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),0.00049148 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.149021 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.595123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.198806 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.011444 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.11926 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0707272 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.349123 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.141578 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),0.251616 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.0151525 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.189666 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.195988 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.00105635 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.506702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.00170332 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.164662 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.324006 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.406332 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.373421 # DEPENDENCYPART_GRANDPAR
