# _root_ orduan , gai ezberdinei_buruzko elkarrizketa atsegin bati ekingo dio , nahiz_eta gizartean oso gaizki ikusiko liratekeen gaietaz hitzerdika hitzegingo duten .
#goldHeads=0,3,5,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
#predictedHeads=8,3,8,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
(19,8),(8,1),-0.202167 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.251404 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.218964 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),0.315532 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.266227 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.208942 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0222913 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.536144 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.367829 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.177159 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.235587 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.143658 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.0690637 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.117759 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.152858 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.110649 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.179324 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.68589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.126418 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.405385 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.0508255 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.163419 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.360229 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.245094 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.177698 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.128622 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.156262 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.28043 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.0867992 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.277274 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.266498 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.190889 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.728232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,1),-0.281964 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.263205 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.217357 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.0598688 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.0231288 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.283937 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.161446 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.100995 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.316701 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.149785 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),0.00253474 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.248633 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.321395 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.101986 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.148787 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.148794 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.238578 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.306075 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0937294 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.167767 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.159936 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.171269 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.198787 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.253961 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.237888 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.284188 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.211502 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.118762 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.610702 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.317054 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.262724 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.206455 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.128716 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0677238 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.164764 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.110704 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.172046 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.686427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.127594 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.150932 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.114663 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.133175 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.679723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.107518 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.281964 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.217357 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.0231288 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.283937 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.199538 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.154934 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.124936 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.223238 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.278091 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.149785 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.596779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),0.00640731 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),0.00253474 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.238555 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.148258 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0401843 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.229248 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.0648451 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.145262 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.25211 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.0937597 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.17404 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.0267109 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.997554 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.20859 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.162672 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.28241 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.274419 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.0358217 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.094724 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.74587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.0680573 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.0172199 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.301758 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.64073 # DEPENDENCYPART_GRANDPAR
