# _root_ وَ كانَ خَطُّ الإِنْتاجِ هٰذا قَد بَدَأَ بِناؤُ هُ فِي مايُو 2002 , وَ طاقَتُ هُ الإِنْتاجِيَّةُ التصميمية 150 أَلْفَ طُنِّ سَنَوِيّاً , وَ مُنْتَجاتُ هُ تُناسِبُ قِطاعَيْ العُمْرانِ وَ الأَجْهِزَةِ الكَهْرَبائِيَّةِ المَنْزِلِيَّةِ .
#goldHeads=0,14,2,3,3,7,2,7,8,7,10,11,12,0,19,15,15,15,14,19,20,19,22,14,27,25,14,27,30,28,30,31,31,0,
#predictedHeads=0,0,2,3,4,7,2,7,8,7,10,11,12,3,14,15,15,15,18,19,20,21,22,14,24,25,25,27,30,28,30,31,31,0,
(4,3),(3,6),-0.548772 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.925813 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.16115 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.782301 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.810159 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.00914 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.848353 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.471343 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.927138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.464392 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.473117 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.771261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.338301 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.391927 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.649633 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.537609 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.997447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.0643028 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.138283 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0642552 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0182777 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.158472 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.298503 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.242044 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.182317 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.639466 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.560588 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.241231 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.329919 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.616427 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.434067 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.43299 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.455452 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.295956 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.573026 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-0.525168 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),-0.753894 # DEPENDENCYPART_GRANDPAR
(4,7),(7,30),-0.334128 # DEPENDENCYPART_GRANDPAR
(4,7),(7,32),-0.891737 # DEPENDENCYPART_GRANDPAR
(4,7),(7,33),-0.801986 # DEPENDENCYPART_GRANDPAR
(4,7),(7,34),-1.01773 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.857402 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.116106 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0743518 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.204099 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.258678 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.36129 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.232103 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.200097 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.87787 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.157247 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.674191 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.356206 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.844151 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.260219 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.384284 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.647458 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0385455 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.531932 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.272111 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.207909 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.381147 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.312006 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.185997 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.76735 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.248441 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.676165 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.87773 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.485066 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.858867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.11778 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.139782 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.0744198 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.478058 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0848031 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.070155 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.397581 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.389678 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.400463 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.736634 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.165107 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.539321 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.275804 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.30849 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.706567 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.534332 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.432072 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.576559 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.249325 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.670193 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-0.444218 # DEPENDENCYPART_GRANDPAR
(4,14),(14,27),-0.0859651 # DEPENDENCYPART_GRANDPAR
(4,14),(14,28),-0.622335 # DEPENDENCYPART_GRANDPAR
(4,14),(14,29),-0.851061 # DEPENDENCYPART_GRANDPAR
(4,14),(14,30),-0.287497 # DEPENDENCYPART_GRANDPAR
(4,14),(14,31),-0.82153 # DEPENDENCYPART_GRANDPAR
(4,14),(14,34),-1.12715 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.221786 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.220745 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0778489 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.22027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.338229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.13611 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.37757 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.522549 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.937342 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.957992 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.04067 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.221978 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.223725 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.209046 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.22027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.338229 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.13611 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.37757 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.522549 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.937342 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.04067 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.780962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.841519 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.655862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.315347 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.629934 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.236585 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.2793 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.315006 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.423285 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.437662 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.511312 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.651697 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.634149 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.378919 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.469766 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.520999 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.696821 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.609062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.505665 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.412494 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.594161 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.696481 # DEPENDENCYPART_GRANDPAR
(5,7),(7,29),-0.585452 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),-0.440106 # DEPENDENCYPART_GRANDPAR
(5,7),(7,32),-0.855652 # DEPENDENCYPART_GRANDPAR
(5,7),(7,33),-0.785174 # DEPENDENCYPART_GRANDPAR
(5,7),(7,34),-0.641746 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.289812 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.168671 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.140769 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0409732 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.13353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.302759 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.923451 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.757361 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.77062 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.846394 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.75777 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.290007 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.171654 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.185916 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0421929 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.13353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.302759 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.923452 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.757361 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.77062 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.75777 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.887272 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.855169 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.826273 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.444975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.224306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0981502 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.121509 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.222479 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.293884 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.33844 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.205725 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.342005 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.363891 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.304273 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.394253 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.449423 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.461306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.325391 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.538297 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.339154 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.472263 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.574094 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-0.495815 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-0.304316 # DEPENDENCYPART_GRANDPAR
(6,7),(7,32),-0.412562 # DEPENDENCYPART_GRANDPAR
(6,7),(7,33),-0.418102 # DEPENDENCYPART_GRANDPAR
(6,7),(7,34),-0.768514 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.757882 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.569708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.152038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.18044 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.194432 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.248438 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.303423 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.185177 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.362701 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.316743 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.339643 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.283238 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.460017 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0525743 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.3466 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.124162 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.3078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,14),-0.738395 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0848581 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0166505 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.116881 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.847747 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0921781 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.19467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.0236014 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.440709 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.737534 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.689084 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.610833 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.103816 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.00833386 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.301945 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.850198 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0930129 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.19467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.0236027 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.440709 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.737534 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.610833 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.362401 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.131729 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.1441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.0546475 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.787726 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.55865 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.38831 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.00364374 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.117726 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0269294 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0253418 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0895072 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.117966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.163145 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.415797 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.0530293 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.15233 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0488772 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0443193 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.809569 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.531976 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.720939 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.100225 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0912009 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0383524 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.066639 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.00991018 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.304543 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.0636696 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.00846767 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.00637778 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.493738 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.643951 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0133642 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.00660627 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0192791 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0632754 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.480772 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.0296455 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.737774 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0971703 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0204075 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.929505 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.90254 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.15463 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.922124 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.104486 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.610469 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.529636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.747913 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.170762 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0243128 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0210609 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.00557418 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0747823 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.275891 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0890712 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.43648 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.0525654 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0653846 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.00282099 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.159651 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.120357 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.0092218 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.231656 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.0421266 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),-0.156608 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.549411 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),0.0294898 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),-0.618825 # DEPENDENCYPART_GRANDPAR
(7,14),(14,30),-0.47202 # DEPENDENCYPART_GRANDPAR
(7,14),(14,31),-0.289111 # DEPENDENCYPART_GRANDPAR
(7,14),(14,34),-0.212638 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.163145 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.415797 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.0530293 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.0982103 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.15233 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.309641 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.131854 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.00373343 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.194734 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.200052 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.361931 # DEPENDENCYPART_GRANDPAR
(7,15),(15,30),-0.435098 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.0758111 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.00736709 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.069884 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.409657 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.063349 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.0620526 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.114289 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.0110336 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.0554607 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.612313 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.121744 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.206106 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.368581 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.201999 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.0353049 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.22992 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.254185 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.182569 # DEPENDENCYPART_GRANDPAR
(7,18),(18,31),-0.501121 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.0314394 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.0783476 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.168265 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.35301 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.152565 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.00505753 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.300372 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.393944 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.787787 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.272155 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.305702 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.144904 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.0147525 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.215541 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.199672 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-0.240475 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-0.371794 # DEPENDENCYPART_GRANDPAR
(7,20),(20,30),-0.455905 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.271621 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.132171 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.00403918 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.197097 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.200522 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.230987 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.362236 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.503328 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.0864112 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.168606 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.13038 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.437286 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.326917 # DEPENDENCYPART_GRANDPAR
(7,24),(24,2),-0.90254 # DEPENDENCYPART_GRANDPAR
(7,24),(24,3),-1.15463 # DEPENDENCYPART_GRANDPAR
(7,24),(24,4),-0.922124 # DEPENDENCYPART_GRANDPAR
(7,24),(24,6),-0.610469 # DEPENDENCYPART_GRANDPAR
(7,24),(24,7),-0.529636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,24),(24,8),0.747913 # DEPENDENCYPART_GRANDPAR
