# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,10,2,16,14,16,16,18,19,20,21,21,23,20,25,26,27,0,
(6,3),(3,6),-1.20493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.45906 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.682147 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.808902 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.00055 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.849886 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.774239 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.26699 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0391021 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0574784 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.21232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.45636 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.648624 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.686152 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.338294 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.201357 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.20494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.459107 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.657832 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.682149 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.796108 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.728738 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.808902 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.0006 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.849886 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.774239 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.860896 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.839661 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.732898 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.682458 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.621131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.120731 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.00357947 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.180093 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.117083 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.193951 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.323641 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.622048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.11597 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.284848 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.193312 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.277638 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.432724 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.53672 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.45948 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.315567 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.246135 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.637497 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.616247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,10),-0.193042 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.112101 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.32388 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.767511 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.790888 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.719344 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.633663 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.581239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.151501 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0312572 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.111601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.129028 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.165329 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.224985 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.385716 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.365486 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-0.227 # DEPENDENCYPART_GRANDPAR
(6,10),(10,28),-0.803196 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.767328 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.143855 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.234426 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.434187 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.862696 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.434449 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.212336 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.295001 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.169225 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.412116 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.470097 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.482043 # DEPENDENCYPART_GRANDPAR
(6,14),(14,29),-0.556109 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.842912 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.770778 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.177187 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.231983 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.43232 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.847646 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.838733 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.738821 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.681508 # DEPENDENCYPART_GRANDPAR
(6,18),(18,7),0.140299 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.081087 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.164009 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.431487 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.524435 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.277464 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.327028 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.471027 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.248364 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.615761 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.557474 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.452303 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.254909 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.308499 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-0.731192 # DEPENDENCYPART_GRANDPAR
(6,18),(18,29),-0.497534 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0352182 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0743688 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0090903 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0563447 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0503837 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.298756 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0671739 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.00773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.570565 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.564783 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.859668 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.783385 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.677111 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.209306 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.32325 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.443358 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.123878 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.02799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.242704 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.589881 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.00828571 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.158465 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0677713 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.00787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.223967 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.570637 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.484641 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.526954 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.564853 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.859808 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.783455 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.677181 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.168636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0623898 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.185101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.997879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.179386 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.567812 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.523562 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.619231 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.853253 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.752506 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.664214 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.648652 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.179555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.131915 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.234641 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0751803 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0360526 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.200841 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.30892 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.016459 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.0740588 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.867926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.649752 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.104424 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.180508 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.035933 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.623336 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.844159 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.620605 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.863695 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.657196 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.360604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.497504 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0297015 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.304762 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.196667 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.329985 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0955744 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.173105 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.223946 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.506364 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.358947 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0391977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0940117 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0531011 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.301704 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.107168 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.015695 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.13916 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.448867 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0698151 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.148099 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.631151 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.884744 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.620354 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.904589 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.359045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.374901 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0359506 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.00473214 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.113768 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.18893 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.233593 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.0145642 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.072164 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0796749 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.613842 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.174238 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.187062 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-1.01012 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.0656636 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.258949 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.232133 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.544458 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.36329 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.487937 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.02087 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.30411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.215665 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.619878 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.712532 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.568122 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.872578 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.578994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.16225 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.764047 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.166112 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.00133082 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.153693 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.980304 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.22864 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.9032 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.1586 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.770202 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.720023 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.599248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.797996 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.106122 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.10986 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0511625 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0424532 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0705565 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.0149166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-0.619564 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.592094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),0.0631963 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.135062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0653182 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0355443 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.281925 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.00220158 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.232879 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0871031 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0385865 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.105462 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0273132 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.980343 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0719167 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.171732 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0184431 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.954148 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.210702 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.301464 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.200864 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.203252 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.194675 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.214305 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.19475 # DEPENDENCYPART_GRANDPAR
(8,14),(14,29),-0.837804 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.02344 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.31403 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.941623 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.2443 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.759769 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.583618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.897113 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.106115 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0848626 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.189611 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0635876 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.153518 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.042849 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.20245 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.362336 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.289229 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.266091 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.556462 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.217239 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),0.0382338 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.420125 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.940055 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.981023 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.303402 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.262981 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.284249 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.956264 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.28971 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.931879 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-1.21967 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.748925 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.872446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,11),-0.101397 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0867224 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.210003 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.409699 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.041663 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.129335 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.2174 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.268759 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.443563 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.18268 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),0.00615971 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.341346 # DEPENDENCYPART_GRANDPAR
(8,18),(18,28),-0.394665 # DEPENDENCYPART_GRANDPAR
(8,18),(18,29),-0.792033 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.384817 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.51977 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.17456 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0554497 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0319454 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.18453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.384773 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.741556 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.797719 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.804498 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-1.03443 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-1.12484 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.492138 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.114252 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.38707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0536926 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.078514 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.1665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.388819 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.736751 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.774961 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.989597 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.09306 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.835883 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.12298 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.71197 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.01395 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.768641 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.626995 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.714013 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.632944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.167764 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.232737 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.102999 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.216359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.600048 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.699593 # DEPENDENCYPART_GRANDPAR
(9,10),(10,28),-0.879429 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.712824 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.236936 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.148256 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0798393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.1813 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.386357 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.495599 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.333347 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.8357 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.152114 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.21556 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.235205 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.240514 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0575094 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.285067 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0850828 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.151133 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.11055 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.231839 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.366405 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.11592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.317381 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.634352 # DEPENDENCYPART_GRANDPAR
