# _root_ كَما أَعْلَنَت أَنَّ طائِراتِ مُكافَحَةِ المُخَدِّراتِ , وَ هِيَ جُزْءٌ مِن بَرْنامَجِ المُراقَبَةِ الجَوِّيَّةِ الَّذِي تُمَوِّلُ هُ الوِلاياتُ المُتَّحِدَةُ , سَ يَتِمُّ اِسْتِئْنافُ العَمَلِ بِ ها قَرِيباً جِدّاً .
#goldHeads=0,0,2,22,4,5,10,10,10,4,10,11,12,13,12,12,16,16,18,10,22,3,22,23,24,25,22,27,0,
#predictedHeads=0,0,2,10,4,5,6,10,10,3,10,11,12,13,12,12,16,16,18,19,22,3,22,23,24,25,22,27,0,
(4,10),(10,1),-0.861139 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.19139 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.741832 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.947518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.40584 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.222158 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.021889 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.207924 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.44849 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0406649 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.352196 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0407038 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.104705 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.0490983 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.915019 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.256338 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.85286 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.10252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.245299 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.060797 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.152172 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.198281 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.104235 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.190387 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.109329 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.146075 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.0806339 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.376724 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.00976071 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0704509 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.0822852 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.885536 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.226852 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.291887 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.668252 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.720844 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.640789 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.446034 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.447202 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.349287 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0670706 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.068503 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.89671 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.236933 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.302543 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.674321 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.732018 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.11397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,12),-0.510674 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.215016 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.167584 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.912639 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.838957 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-1.14864 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.717569 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.41136 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-1.23091 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.380367 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.585514 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.854815 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.734896 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.23837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,9),0.0893415 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.0280253 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.259766 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.635161 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.339415 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.44157 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.158823 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.124566 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.120845 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.609509 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.339742 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.315248 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.817422 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),0.0330295 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.470481 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.357157 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-0.817121 # DEPENDENCYPART_GRANDPAR
(4,16),(16,28),-0.44169 # DEPENDENCYPART_GRANDPAR
(4,16),(16,29),-0.91501 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.163572 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.062597 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.715598 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0814892 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.154968 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.469665 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.3439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.275093 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.621598 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.705672 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.832929 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.77708 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.21349 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.970125 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.25835 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.78549 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.907282 # DEPENDENCYPART_GRANDPAR
(5,2),(2,27),-1.77335 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.141799 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.351839 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.398641 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.27799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.209178 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.616387 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.727269 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.637746 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.767014 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.760581 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.14763 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.90421 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.27117 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.797058 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.14728 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.01237 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.18571 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.06303 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.10533 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.4813 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-1.7054 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.08068 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.553825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.124054 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0556445 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0379213 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0616286 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0681115 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.03693 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.90806 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.654618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.416004 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.79252 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.09971 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.720439 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.917495 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.702713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.357738 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0482744 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.134877 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.113792 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.145741 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.2775 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.011695 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.374967 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.471887 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.351499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.914681 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.442475 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.393167 # DEPENDENCYPART_GRANDPAR
(5,8),(8,29),-0.930643 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.767405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.30318 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.106441 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.18165 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.783119 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.08067 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.710878 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.994207 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.548283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.526425 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0407777 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.125286 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.247874 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.037444 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.447906 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.188502 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.501743 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.143191 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.458722 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.351575 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.774842 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.948348 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.71687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.357018 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0975069 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0142649 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.199426 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.298232 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0506049 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.523663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.10507 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.27507 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.76094 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.03793 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.686617 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.772499 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.760958 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.46253 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.881605 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.776798 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.703944 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.97159 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.122103 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.329532 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.247887 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.7099 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.466227 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.802709 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.330936 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.213923 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.266941 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.952129 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.335297 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.212359 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.453895 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.554279 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.435012 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.498441 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.915843 # DEPENDENCYPART_GRANDPAR
(5,16),(16,28),-0.791497 # DEPENDENCYPART_GRANDPAR
(5,16),(16,29),-0.83515 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0731547 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.163963 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.609688 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.420326 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.87178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.445113 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.06507 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.03438 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.08334 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-1.46238 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.26823 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.25581 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.65164 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-1.16342 # DEPENDENCYPART_GRANDPAR
(6,2),(2,27),-1.98321 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.191359 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.373428 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.171009 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.89543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.458287 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.05782 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.872148 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.05803 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.09484 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.20085 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.49451 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.00925 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.04631 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.853799 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.1783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-0.790918 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.07203 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.729443 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.05574 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.863234 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.2465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.129074 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.322623 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.111184 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.4582 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.549913 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.333325 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.375461 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.834088 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.980176 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.783871 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.62842 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.884559 # DEPENDENCYPART_GRANDPAR
(6,8),(8,29),-1.16754 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.849563 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.29528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.465823 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.488224 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.781517 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.053 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.719882 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.13245 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.939945 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.07794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.210023 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.239998 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0514843 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.345272 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.692921 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.482735 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.487201 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.49025 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.808676 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.967659 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.77324 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.0866 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.894086 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.23929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0797574 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.198716 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.400495 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.532562 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.334153 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.514992 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.454584 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.529985 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.140262 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0938419 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.136876 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.119695 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0600267 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.36311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.40872 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.892487 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.822096 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.909436 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.932766 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.792934 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.730981 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.954615 # DEPENDENCYPART_GRANDPAR
(7,2),(2,27),-0.655565 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.177899 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.228564 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.150272 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.094229 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.35885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.384283 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.822681 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.891919 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.818492 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.908868 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.932199 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.797026 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.770198 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.03241 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.204754 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.179242 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.241281 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0797557 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.35885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.384283 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.822681 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.891919 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.818492 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.770198 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.03241 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.178071 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.085783 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.35885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.384283 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.822681 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.891919 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.818492 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.046698 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0317737 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.03905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,1),0.133517 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.144716 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.190286 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.10023 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0232136 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0375662 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.09896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.839176 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.849112 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-1.11135 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-1.05437 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.778734 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.988416 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.826202 # DEPENDENCYPART_GRANDPAR
(8,2),(2,27),-0.917068 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0145141 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.128559 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0331984 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0618581 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.143558 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0558048 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.0531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.453666 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.660413 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.753438 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.93275 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.875608 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.711925 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.608156 # DEPENDENCYPART_GRANDPAR
