# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,2,6,7,8,9,10,9,12,13,16,2,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(7,12),(12,8),0.192059 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.749189 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.844864 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.36817 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.898261 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.25817 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.425757 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.283553 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.616869 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.378081 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.583913 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.329883 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.60344 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.70766 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.729994 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.737351 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.669934 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0696455 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.170983 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.198779 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.089999 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.240443 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.358902 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.183961 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.126448 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.234899 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.822641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.241211 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.548543 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.788529 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.575219 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.75803 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.648528 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.775568 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.876022 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.885035 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.949866 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.788867 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.841179 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.968299 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-1.08779 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),-0.909064 # DEPENDENCYPART_GRANDPAR
(8,2),(2,26),-1.1497 # DEPENDENCYPART_GRANDPAR
(8,2),(2,28),-0.997352 # DEPENDENCYPART_GRANDPAR
(8,2),(2,31),-1.42473 # DEPENDENCYPART_GRANDPAR
(8,2),(2,35),-0.7996 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0630319 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0634498 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.285025 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.192757 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0638888 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.168868 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.825357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.223457 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.57382 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0899452 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.112164 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0653192 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0833674 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.811719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.17987 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.250312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.185842 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.247748 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.836977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.214525 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.575189 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.815175 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.665831 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0456433 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.825365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.223457 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.565987 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.573829 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.883834 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.803844 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.212283 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0516056 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.19544 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0614077 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.13167 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0528772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.041508 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.203921 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.144601 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.217036 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),0.0513527 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.224705 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.207469 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),0.111726 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.720729 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.854516 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0648937 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.178942 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0710286 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.14069 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0432563 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.054796 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.155471 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.230324 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.0259735 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.234985 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0673711 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.179062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0697604 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.139421 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0599408 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.155351 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.0249514 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.191164 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.136444 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0726815 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0898757 # DEPENDENCYPART_GRANDPAR
(8,27),(27,2),-0.686812 # DEPENDENCYPART_GRANDPAR
(8,27),(27,4),-0.876718 # DEPENDENCYPART_GRANDPAR
(8,27),(27,5),-0.727471 # DEPENDENCYPART_GRANDPAR
(8,27),(27,6),-0.695433 # DEPENDENCYPART_GRANDPAR
(8,27),(27,7),-0.752161 # DEPENDENCYPART_GRANDPAR
(8,27),(27,8),-0.31035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,27),(27,9),0.986217 # DEPENDENCYPART_GRANDPAR
(8,27),(27,10),0.189644 # DEPENDENCYPART_GRANDPAR
(8,27),(27,11),-0.0528765 # DEPENDENCYPART_GRANDPAR
(8,27),(27,12),-0.0400224 # DEPENDENCYPART_GRANDPAR
(8,27),(27,13),-0.22438 # DEPENDENCYPART_GRANDPAR
(8,27),(27,14),-0.295137 # DEPENDENCYPART_GRANDPAR
(8,27),(27,15),-0.0673013 # DEPENDENCYPART_GRANDPAR
(8,27),(27,16),-0.0330142 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),-0.229254 # DEPENDENCYPART_GRANDPAR
(8,27),(27,18),-0.387513 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),-0.22224 # DEPENDENCYPART_GRANDPAR
(8,27),(27,20),-0.298655 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),-0.101368 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),-0.242829 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),-0.347841 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.371206 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.0772679 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.409777 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-0.285071 # DEPENDENCYPART_GRANDPAR
(8,27),(27,29),-0.233254 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),0.0774338 # DEPENDENCYPART_GRANDPAR
(8,27),(27,31),-0.813572 # DEPENDENCYPART_GRANDPAR
(8,27),(27,32),0.0304891 # DEPENDENCYPART_GRANDPAR
(8,27),(27,33),-0.791659 # DEPENDENCYPART_GRANDPAR
(8,27),(27,34),-0.249611 # DEPENDENCYPART_GRANDPAR
(8,27),(27,35),-0.319745 # DEPENDENCYPART_GRANDPAR
(8,27),(27,36),-0.262157 # DEPENDENCYPART_GRANDPAR
(8,27),(27,37),-0.294894 # DEPENDENCYPART_GRANDPAR
(8,27),(27,38),-0.376759 # DEPENDENCYPART_GRANDPAR
(8,27),(27,39),-0.268939 # DEPENDENCYPART_GRANDPAR
(8,27),(27,40),-0.475524 # DEPENDENCYPART_GRANDPAR
(8,27),(27,41),-0.280248 # DEPENDENCYPART_GRANDPAR
(8,27),(27,42),-1.18159 # DEPENDENCYPART_GRANDPAR
(8,27),(27,43),-0.704499 # DEPENDENCYPART_GRANDPAR
(8,27),(27,44),-0.722038 # DEPENDENCYPART_GRANDPAR
(8,27),(27,45),-0.715819 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.205145 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.105974 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.31822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.363084 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.700293 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.711965 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.962944 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.506434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.189394 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.110513 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0961749 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.367143 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.071989 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.301095 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.170957 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.332139 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.261961 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.565347 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.445414 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.117667 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.101068 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.372036 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.317407 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.17811 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.271351 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.972009 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.931635 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.678262 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.26605 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0225114 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0417233 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.382421 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.00847721 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.181955 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.149479 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.208085 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.1341 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.449143 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0267645 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.389957 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.22668 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.851066 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.31938 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.664944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.283814 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.00466699 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0367596 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.307774 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0549341 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.415762 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.256887 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.170765 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.40576 # DEPENDENCYPART_GRANDPAR
(9,14),(14,35),-0.449538 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.08866 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.22227 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.31498 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.590254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.358508 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0700263 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.000263366 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.231525 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.483975 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.360549 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.167179 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.13241 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.962944 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0980261 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.173354 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.38099 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.021158 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.158278 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.185936 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.352881 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.276001 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.357777 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.452448 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.146065 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.577655 # DEPENDENCYPART_GRANDPAR
(9,16),(16,31),-0.865925 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.302252 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.187408 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.394015 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.324755 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.397687 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.602742 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.255622 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.186497 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.30646 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.197511 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.270866 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),0.00951215 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.410961 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.370841 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.29677 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.353981 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.448653 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.14227 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.594334 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0636426 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.493017 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.181289 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.276394 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),0.0212647 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.394943 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.337542 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.36006 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.142964 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.600336 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.55111 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.367078 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.396139 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-0.620678 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-0.333965 # DEPENDENCYPART_GRANDPAR
(9,22),(22,30),-0.465533 # DEPENDENCYPART_GRANDPAR
(9,22),(22,32),-0.500649 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.556537 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.669022 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.342995 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.395794 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.204029 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.340436 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.536641 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),-0.260842 # DEPENDENCYPART_GRANDPAR
(9,24),(24,32),-0.444945 # DEPENDENCYPART_GRANDPAR
(9,24),(24,34),-0.576263 # DEPENDENCYPART_GRANDPAR
(9,27),(27,2),-1.15143 # DEPENDENCYPART_GRANDPAR
(9,27),(27,4),-1.23171 # DEPENDENCYPART_GRANDPAR
(9,27),(27,5),-0.94029 # DEPENDENCYPART_GRANDPAR
(9,27),(27,6),-0.862435 # DEPENDENCYPART_GRANDPAR
(9,27),(27,7),-1.32441 # DEPENDENCYPART_GRANDPAR
(9,27),(27,8),-0.684096 # DEPENDENCYPART_GRANDPAR
(9,27),(27,9),-0.617612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,27),(27,10),0.31744 # DEPENDENCYPART_GRANDPAR
(9,27),(27,11),0.0244926 # DEPENDENCYPART_GRANDPAR
(9,27),(27,12),0.0400259 # DEPENDENCYPART_GRANDPAR
(9,27),(27,13),-0.203814 # DEPENDENCYPART_GRANDPAR
(9,27),(27,14),-0.426515 # DEPENDENCYPART_GRANDPAR
(9,27),(27,15),-0.101996 # DEPENDENCYPART_GRANDPAR
(9,27),(27,16),-0.437945 # DEPENDENCYPART_GRANDPAR
(9,27),(27,17),-0.183657 # DEPENDENCYPART_GRANDPAR
(9,27),(27,18),0.0137372 # DEPENDENCYPART_GRANDPAR
(9,27),(27,19),-0.472076 # DEPENDENCYPART_GRANDPAR
(9,27),(27,20),-0.277561 # DEPENDENCYPART_GRANDPAR
(9,27),(27,21),-0.484537 # DEPENDENCYPART_GRANDPAR
(9,27),(27,22),-0.601191 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),-0.272023 # DEPENDENCYPART_GRANDPAR
(9,27),(27,24),-0.388256 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.679496 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.493729 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-0.455201 # DEPENDENCYPART_GRANDPAR
(9,27),(27,29),-0.25488 # DEPENDENCYPART_GRANDPAR
(9,27),(27,30),-0.334586 # DEPENDENCYPART_GRANDPAR
(9,27),(27,31),-0.922189 # DEPENDENCYPART_GRANDPAR
(9,27),(27,32),-0.457878 # DEPENDENCYPART_GRANDPAR
(9,27),(27,33),-0.672263 # DEPENDENCYPART_GRANDPAR
(9,27),(27,34),-0.616821 # DEPENDENCYPART_GRANDPAR
(9,27),(27,35),-0.30975 # DEPENDENCYPART_GRANDPAR
(9,27),(27,36),-0.596786 # DEPENDENCYPART_GRANDPAR
(9,27),(27,37),-0.840326 # DEPENDENCYPART_GRANDPAR
(9,27),(27,38),-1.15534 # DEPENDENCYPART_GRANDPAR
(9,27),(27,39),-0.698278 # DEPENDENCYPART_GRANDPAR
(9,27),(27,40),-1.223 # DEPENDENCYPART_GRANDPAR
(9,27),(27,41),-0.891338 # DEPENDENCYPART_GRANDPAR
(9,27),(27,42),-1.14901 # DEPENDENCYPART_GRANDPAR
(9,27),(27,43),-0.595853 # DEPENDENCYPART_GRANDPAR
(9,27),(27,44),-0.912469 # DEPENDENCYPART_GRANDPAR
(9,27),(27,45),-1.23962 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.248102 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.186332 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0112828 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.327846 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.113259 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.272285 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.52679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.488281 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.848617 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.772058 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.973111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.920181 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.15798 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.861367 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.879685 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.2694 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.08055 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.33928 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-1.21646 # DEPENDENCYPART_GRANDPAR
(10,9),(9,27),-1.11717 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.7194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.268833 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.051767 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.254247 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.363459 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.350105 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.39669 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.730762 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.738218 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.540924 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.898956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.138672 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0118864 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.26609 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.239949 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.216416 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.180257 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.326925 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.295192 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.328329 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.25762 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.426327 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.868114 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.677651 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.973539 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.697034 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.881247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
