# _root_ Bir konuda bilgi _ verirken veya bir gerçeği _ savunurken , _ türlü kanıtlardan _ _ faydalanan , bunları bilimsel biçimde _ inceleyen gazete ve dergi yazılarına makale _ denir .
#goldHeads=2,4,4,5,6,10,8,9,10,16,0,13,14,16,16,17,18,23,22,21,22,23,24,25,26,27,30,30,30,31,0,
#predictedHeads=2,4,4,5,6,7,8,9,10,30,0,13,14,16,16,17,18,24,22,21,22,23,24,25,26,27,30,30,30,31,0,
(18,30),(30,25),-0.362533 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),-0.286997 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),-0.416839 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.508439 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.313678 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.659273 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.599395 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.356686 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.66056 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.247216 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.997798 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.646108 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.037023 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.3038 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.526263 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.546924 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.788132 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.104984 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.772315 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.77368 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.133451 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0277171 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.412194 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.554231 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-0.390204 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-0.61741 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.485078 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.404727 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.17527 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.284281 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.357824 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.21651 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.146862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.00573854 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.170512 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.0311232 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.426313 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.165383 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.485078 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-0.730855 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.96876 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.404727 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-1.17527 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.954308 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.357824 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.21651 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.146862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.0057412 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.176357 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.238847 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.0231047 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.0315398 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.425722 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.164792 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.363687 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.146493 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.254416 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.219984 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.282156 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.279438 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.2141 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.597427 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.45216 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.274878 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.344559 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.23777 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.480262 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.266407 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.181011 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.435351 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.242528 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.182503 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.280066 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0189725 # DEPENDENCYPART_GRANDPAR
(20,16),(16,30),-0.36741 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.705325 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.338082 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.59534 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.448216 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.207707 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.504631 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.22466 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.166669 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.378789 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.431978 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.423507 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.617738 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.0921623 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.310476 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.394183 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.234354 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.302852 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.32314 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.31239 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.343051 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-0.357833 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0643561 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.142053 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-0.307097 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.315932 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.183851 # DEPENDENCYPART_GRANDPAR
(20,26),(26,19),-0.158265 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.331592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),-0.202328 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),-0.0388763 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.167615 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.211163 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.158536 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.124052 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.0520706 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.106 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-0.183851 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-0.323093 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.158265 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-0.331592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),-0.202328 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),-0.0388763 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.167615 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.211163 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.158536 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.151172 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.0520706 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.106 # DEPENDENCYPART_GRANDPAR
(20,28),(28,17),-0.183851 # DEPENDENCYPART_GRANDPAR
(20,28),(28,19),-0.158265 # DEPENDENCYPART_GRANDPAR
(20,28),(28,20),-0.331592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,28),(28,21),-0.202328 # DEPENDENCYPART_GRANDPAR
(20,28),(28,22),-0.0388763 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),-0.167615 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),-0.211163 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),-0.158536 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.151172 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.272382 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.106 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.314286 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.245515 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.268128 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.0156758 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.530807 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.251903 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.423737 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.450057 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.19053 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.522336 # DEPENDENCYPART_GRANDPAR
(21,13),(13,28),-0.57845 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.381844 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.152005 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.424301 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.500573 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.400099 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.0799193 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.33669 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.587262 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.623388 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.382022 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.418639 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.250898 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.504734 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.365798 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.429759 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.332769 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.269507 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.0045675 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.0447072 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.13098 # DEPENDENCYPART_GRANDPAR
(21,16),(16,30),-0.740122 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.53781 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.431065 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.456631 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.191634 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.0418447 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.0793283 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.053107 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.0359703 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.30469 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.559464 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.54324 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.306037 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.00427927 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.295226 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.167511 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.254744 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.0968953 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.411466 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.623891 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.447345 # DEPENDENCYPART_GRANDPAR
(21,18),(18,30),-0.857806 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0675934 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0959571 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.537341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,24),-0.337461 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0697832 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.0297128 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.021168 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.00566501 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.148182 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.377025 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.265035 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-0.57845 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.772651 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.85089 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.467485 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.732425 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.478605 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.660473 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.276841 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.521946 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.401732 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.19201 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.0547962 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),0.0469813 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.0493439 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.548752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,24),0.00934866 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.187539 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.00165173 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.110339 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.20308 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.0223585 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.490404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.274827 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.290535 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.147219 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.259209 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.240286 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.0600661 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.0976695 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.335103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),-0.173914 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.239213 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.135234 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.3949 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.0364203 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.276984 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.0808612 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-0.240286 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-0.146434 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.0600661 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.0976695 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.335103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),-0.173914 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.239213 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.135234 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.3949 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.146234 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.276984 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.0808612 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.2073 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.35928 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.188207 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.0133509 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.359254 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.202022 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),0.0374576 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.23644 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),0.0520549 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.35958 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.179246 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.00525371 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.231807 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.404432 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.443555 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.270728 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.150441 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.557005 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),0.0374576 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.23644 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.412482 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.246121 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.173216 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.270007 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.0408217 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.463289 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.0839631 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.00772193 # DEPENDENCYPART_GRANDPAR
(22,14),(14,1),-0.183244 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.154439 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.50127 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.24235 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.307473 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.202781 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.433211 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.0839631 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.282449 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.0755516 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.260134 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.653774 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.140632 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.350585 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.185144 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.612371 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.358131 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.394592 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.27802 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.556281 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.254949 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.0472312 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.251999 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.29303 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.0524367 # DEPENDENCYPART_GRANDPAR
(22,16),(16,30),-0.759281 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-0.325696 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.370876 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.303712 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.173206 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),0.126043 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.22398 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.178412 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.331438 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-0.213314 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.192042 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.284919 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.525312 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),0.244893 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.0917009 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.530517 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.25558 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.159879 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.311866 # DEPENDENCYPART_GRANDPAR
(22,18),(18,28),-0.48804 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-0.581168 # DEPENDENCYPART_GRANDPAR
(22,18),(18,30),-0.853613 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.0574519 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.228423 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.424325 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.33359 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.191752 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.337828 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.0190356 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.251032 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.00662132 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.523325 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.366117 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.574156 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.147008 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),0.218226 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.167608 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.469768 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.0808194 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.18089 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.00494905 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.0542682 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.633857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,25),-0.275193 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.586186 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.428978 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-0.450643 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-0.571841 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.737346 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-0.0482323 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.544198 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.742551 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.168897 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.323649 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.197041 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.230917 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.548014 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.450862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.034533 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.129909 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.213837 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.0566287 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.265233 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.371758 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.524447 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.551248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),-0.37431 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.203914 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.0467064 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.168897 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.197041 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.230917 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.548014 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.450862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),-0.034533 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.225026 # DEPENDENCYPART_GRANDPAR
