# _root_ _ İnsanlık , _ Roma_İmparatorluğu döneminin öncesinde bu birleşime çok yaklaşmış , fakat çağdaş bilimin _ doğuşu için Bilimsel_Devrimi _ beklemek zorunda_kalmıştır .
#goldHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
#predictedHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
(17,15),(15,13),-0.123636 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.174286 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.178892 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.806735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.112323 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.398782 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.102987 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.334357 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.392567 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.230004 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.0693 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.06446 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.289228 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.315843 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0682663 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.717036 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.365953 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0373286 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.193057 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.325416 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.656752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.0527227 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.248799 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.084065 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.368832 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.866473 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-0.776556 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.76212 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.452552 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.446462 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.676645 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.699832 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.635025 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.243207 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.073364 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.0413441 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.569201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.0161942 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.161248 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0940999 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.56612 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.258179 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.319348 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.0621112 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.0971905 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.188311 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.79613 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.216673 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.0396216 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.0895892 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.085636 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.0432118 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.162613 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0396847 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0236763 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.151129 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.168495 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.0762925 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.286764 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.305223 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.106044 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.315823 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.241133 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0126322 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.176827 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),0.163269 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0625484 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0955482 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.323424 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.253302 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0270134 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.124264 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.255122 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.201333 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.395559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.209864 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.17094 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.878223 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.53574 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.693506 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.335347 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.395929 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.143612 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.264893 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.18952 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.514474 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.29425 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0943994 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.22235 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.134897 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0553351 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.385998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.112131 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.208218 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.188139 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.687604 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.32414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.806697 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.502886 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.123161 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.186001 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),0.0787943 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.0532932 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0955482 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.247315 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0269114 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.120881 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.341799 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.404899 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.285872 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.275828 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.0157958 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),0.130099 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.0247662 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.303793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.10386 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0725209 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-1.00552 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.594232 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.122084 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.411251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,8),-0.327204 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.625991 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.250982 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-1.00122 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.638843 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.185563 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0740226 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.171564 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.381625 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.277076 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.417994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.264829 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.988696 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.499287 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.770107 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.676802 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.546429 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.690178 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.534172 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.262969 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.994603 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.459852 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0992555 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0927933 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.103217 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.595239 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.260132 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.268011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.245908 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.244572 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-1.11912 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.57329 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.399174 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.900535 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.750218 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.62409 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.766674 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.608175 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.246372 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.627741 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.180749 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.0822147 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.177245 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0803162 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.394555 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.26027 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.628337 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.125464 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0242553 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.139676 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.196085 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.273607 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.402552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,1),-1.38307 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.733292 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.910071 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.778448 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.927612 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.768178 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.277488 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.16207 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.637286 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.125351 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.320018 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.349713 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.469141 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.313589 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.394109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0101837 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.262337 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.52081 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.883275 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.30222 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.06005 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.928431 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.07759 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.918161 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.728924 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.305134 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.173628 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.469977 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.619124 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.373189 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.18046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0677428 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),0.0258917 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.4233 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.426812 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.281573 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.400582 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.419381 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.0984853 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.399155 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.414374 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.215863 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.0984853 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.320501 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.416271 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.451265 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.259208 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.204927 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.0983811 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.231912 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.248742 # DEPENDENCYPART_GRANDPAR
(20,7),(7,22),-0.674724 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.399155 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.415869 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.217358 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.163077 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.432746 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.127365 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.257637 # DEPENDENCYPART_GRANDPAR
(20,9),(9,22),-0.674724 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.110193 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.233639 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.178004 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.447865 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.10683 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.111348 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.188082 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.311547 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.570141 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.180651 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.25084 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.194619 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.464664 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.0793886 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.127962 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.187202 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.0644057 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.187551 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.15381 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.591513 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.049265 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.0904079 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.127903 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-0.672062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.377833 # DEPENDENCYPART_GRANDPAR
(20,11),(11,22),-0.755119 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.429102 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.081575 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.353792 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),0.0539658 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.0149183 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.0444199 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.337432 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.257416 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.907913 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.342386 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.567712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.657452 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.224615 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.281793 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.236652 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.167682 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),0.111859 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.128913 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.155727 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.191935 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.239645 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.287793 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.162794 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.491952 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0922675 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.136613 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0849002 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.597029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,1),-0.163058 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.399832 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.155627 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.339126 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.282904 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.555711 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.216248 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.362564 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.335079 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.231225 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.263519 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.67308 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0815201 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.15232 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.164506 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.329488 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.494778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.110828 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.4233 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.278651 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.399155 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.415869 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.217358 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.163077 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.432746 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.0950664 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.140697 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.218627 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.27266 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.139034 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.0638479 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.435425 # DEPENDENCYPART_GRANDPAR
(20,17),(17,21),-0.362588 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.156575 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.271341 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.221202 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.244086 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.00268166 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.481273 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.195143 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0937306 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.139034 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.0638479 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.435425 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.229604 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0719065 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.597029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.362588 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.853173 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-0.651 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.845741 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.588488 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.534389 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.80164 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.467415 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.356683 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.288374 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.355755 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.345846 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.142745 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.274452 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.319912 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.414034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,1),-0.863057 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-0.666245 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.614243 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.855625 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.603733 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.549634 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.816885 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.482661 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.335199 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.438504 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.433715 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.286795 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.398175 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.361164 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.749186 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.15799 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.29003 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.335158 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.514389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.172414 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.0572476 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.76441 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.425603 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),0.0552935 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.0572476 # DEPENDENCYPART_GRANDPAR
