# _root_ Gündüz ayrı iş , gece ayrı iş ; can mı dayanır , diye _ söylendi saatine _ bakarken .
#goldHeads=3,3,4,7,7,7,8,0,11,9,12,13,15,15,19,17,18,15,0,
#predictedHeads=3,3,4,0,7,7,8,0,11,9,12,13,14,15,19,17,18,15,0,
(17,9),(9,15),-0.0848388 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.674036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,4),-0.140482 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.31803 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.0411515 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.205156 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.249719 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),0.085112 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.358805 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.243116 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.20692 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.013803 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.309336 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.0875671 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.19768 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.220352 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.16477 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.199449 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.246459 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.121313 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.118963 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.749064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.106651 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.419634 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.381725 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.28281 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.102357 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0937225 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.663724 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.329859 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.56286 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.364524 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.644713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,7),-0.289787 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.0927328 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.158955 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.156548 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.155054 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.14928 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.338004 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.422414 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.308394 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.372945 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.282845 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.336607 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.00878664 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0647393 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.369239 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.214001 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0826216 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.571779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),0.137866 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.266973 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),0.0823034 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.37606 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.240979 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.224175 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.0166116 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.32659 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0879027 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.214935 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.22316 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0646533 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0915107 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.316626 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0944195 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.110538 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.749064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.106651 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),0.202573 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.146377 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.0743269 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.127253 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.093382 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0118338 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.67403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.0941913 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.684779 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.533667 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.63531 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.521635 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.149867 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.371279 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0521561 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.413095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,1),-0.54841 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),0.0164725 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.0824425 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.120849 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.155772 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.180325 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.39043 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.443829 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.313458 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.037529 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.803867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0965673 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.322833 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.483361 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.757666 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.355912 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.421829 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.495091 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.342755 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.639515 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.420894 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.327601 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.452102 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.322833 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.483361 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.372772 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.635291 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.319512 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.32291 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.451968 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.113103 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.309066 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.196591 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.0201521 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.18377 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.316583 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.480073 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.366523 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.628067 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.313262 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.319623 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.259449 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.346009 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.309066 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.300518 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.459791 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.196591 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.0212969 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.183759 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.019523 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.414027 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.253576 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.301839 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.0322493 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0791503 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.195231 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.288805 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.328116 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.287032 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.315211 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.363443 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.104439 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.249275 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.328652 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.195481 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.321998 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.231587 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.329588 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.298191 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0496044 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.115352 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0183595 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.385628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,1),-0.112147 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.154833 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.0945245 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.0477585 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.164276 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.215218 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.147944 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.192904 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.487098 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.190116 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0311853 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.490119 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.331377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.150404 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.3404 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.021934 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),0.0116479 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.541331 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.260502 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.0416285 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.0116479 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.359851 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.037229 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0709431 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.566077 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.804453 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.352962 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.381198 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.0387764 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.119101 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),-0.338308 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),0.153532 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.0861068 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.44429 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.348975 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),0.242005 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),0.0289167 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.386928 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.127539 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.336647 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.31381 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0874181 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.0443568 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.144315 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.183682 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0553092 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.101425 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.377232 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.599981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,2),-0.167788 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.0527643 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.000277116 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.592014 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.00184416 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.263189 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.549654 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.197692 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.506764 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.562179 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.0106081 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.551665 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.183838 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0793532 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0135345 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.278482 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.861608 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.197217 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.804247 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.765541 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.668471 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.473583 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.397298 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.25999 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0864857 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.425455 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.393532 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.0236509 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),0.117157 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.0952455 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.480665 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.345749 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),0.205629 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),0.0197779 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.423304 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),0.125819 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.373023 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.322949 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0872187 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.107908 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.044129 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0842532 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0418915 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.109287 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.372174 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.0201192 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.155634 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.154575 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0110032 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0024705 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.153984 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0759838 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.20976 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.278482 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.861608 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.197217 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.804247 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.765541 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.668471 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.473583 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.397298 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.25999 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.447419 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.162393 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.078747 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0236509 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.598003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,3),-0.672383 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.0922742 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.615022 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.610739 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.236089 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.133356 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0837501 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.109629 # DEPENDENCYPART_GRANDPAR
