# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=12,0,0,12,0,12,0,9,12,12,12,13,16,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(13,15),(15,9),-0.072524 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.303583 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.424512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0883706 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.157774 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.159371 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.162087 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.266043 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.19984 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.421728 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),-0.144154 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.198444 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.65578 # DEPENDENCYPART_GRANDPAR
(14,2),(2,26),-0.603994 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.550186 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.297404 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.413779 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.293074 # DEPENDENCYPART_GRANDPAR
(14,3),(3,26),-0.616865 # DEPENDENCYPART_GRANDPAR
(14,3),(3,27),-0.741625 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.256636 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0225112 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.168376 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0958221 # DEPENDENCYPART_GRANDPAR
(14,7),(7,27),-0.746568 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.291774 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.288635 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.495476 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.200471 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.135558 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.126206 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.166705 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.235835 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.113355 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.399877 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.274948 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.300006 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.0205774 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.56138 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.432526 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0298975 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.311526 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.118062 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0520881 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0978907 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.25086 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.040929 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.141231 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.490422 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.390533 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.266228 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.32328 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.708546 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.100284 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.141354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.304865 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0944956 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.0657693 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.460538 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.0561636 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.210683 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.0320005 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.14606 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.150396 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.068002 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.313094 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.245801 # DEPENDENCYPART_GRANDPAR
(14,12),(12,28),-1.11248 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.0835723 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.461421 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.483004 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0739667 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.211566 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.146207 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.147839 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0669517 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.295291 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.243965 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.202587 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.703426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.48818 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.733718 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.221541 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.227667 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.136924 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.223822 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.581785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.202792 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0060679 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.119085 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.56211 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.665005 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.321992 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.876929 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),0.00395536 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.105752 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.228902 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.570799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.35482 # DEPENDENCYPART_GRANDPAR
(14,25),(25,11),-0.152128 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.198113 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.312522 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.513729 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.143131 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.399458 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.466676 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.244168 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.758272 # DEPENDENCYPART_GRANDPAR
(14,27),(27,1),-0.338884 # DEPENDENCYPART_GRANDPAR
(14,27),(27,2),-0.787894 # DEPENDENCYPART_GRANDPAR
(14,27),(27,3),-0.711647 # DEPENDENCYPART_GRANDPAR
(14,27),(27,4),-0.328369 # DEPENDENCYPART_GRANDPAR
(14,27),(27,5),-0.538039 # DEPENDENCYPART_GRANDPAR
(14,27),(27,6),-0.240205 # DEPENDENCYPART_GRANDPAR
(14,27),(27,7),-0.15014 # DEPENDENCYPART_GRANDPAR
(14,27),(27,8),-0.194694 # DEPENDENCYPART_GRANDPAR
(14,27),(27,9),-0.194638 # DEPENDENCYPART_GRANDPAR
(14,27),(27,10),0.0445917 # DEPENDENCYPART_GRANDPAR
(14,27),(27,12),-0.065227 # DEPENDENCYPART_GRANDPAR
(14,27),(27,13),0.268478 # DEPENDENCYPART_GRANDPAR
(14,27),(27,14),-0.564386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,27),(27,15),-0.345243 # DEPENDENCYPART_GRANDPAR
(14,27),(27,16),-0.234414 # DEPENDENCYPART_GRANDPAR
(14,27),(27,17),-0.108439 # DEPENDENCYPART_GRANDPAR
(14,27),(27,18),-0.17212 # DEPENDENCYPART_GRANDPAR
(14,27),(27,19),-0.204083 # DEPENDENCYPART_GRANDPAR
(14,27),(27,20),-0.348046 # DEPENDENCYPART_GRANDPAR
(14,27),(27,21),-0.549253 # DEPENDENCYPART_GRANDPAR
(14,27),(27,22),-0.275693 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),-0.357749 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),-0.5022 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),-0.605095 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.43223 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.661118 # DEPENDENCYPART_GRANDPAR
(14,28),(28,5),-0.538144 # DEPENDENCYPART_GRANDPAR
(14,28),(28,14),-0.534453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,28),(28,19),-0.198113 # DEPENDENCYPART_GRANDPAR
(14,28),(28,20),-0.312522 # DEPENDENCYPART_GRANDPAR
(14,28),(28,21),-0.513729 # DEPENDENCYPART_GRANDPAR
(14,28),(28,22),-0.143227 # DEPENDENCYPART_GRANDPAR
(14,28),(28,23),-0.399458 # DEPENDENCYPART_GRANDPAR
(14,28),(28,24),-0.466676 # DEPENDENCYPART_GRANDPAR
(14,28),(28,25),-0.569571 # DEPENDENCYPART_GRANDPAR
(14,28),(28,26),-0.299764 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),-0.47353 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-1.0572 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.368806 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.976484 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.4328 # DEPENDENCYPART_GRANDPAR
(15,3),(3,26),-0.511621 # DEPENDENCYPART_GRANDPAR
(15,3),(3,27),-0.647629 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.402868 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.346691 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-1.03261 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.368061 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.583419 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.256026 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.48552 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.324816 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0866703 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.405166 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.447452 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.406837 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0934269 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-1.03114 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.820758 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.0310692 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.850872 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0524387 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.397987 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.251934 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.114211 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.282308 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0454214 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.283567 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.395794 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.438705 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.430083 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.575762 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.620244 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.558459 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.507545 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.256862 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.269849 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-1.03362 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.976406 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.207206 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.853357 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.430494 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.228085 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.111517 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.106369 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.168239 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0545048 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0724313 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.649506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,2),-1.02728 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.893236 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.381545 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.276125 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.0398385 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.353284 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0856909 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.310141 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.664296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.403487 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.674532 # DEPENDENCYPART_GRANDPAR
(15,14),(14,27),-0.652571 # DEPENDENCYPART_GRANDPAR
(15,14),(14,28),-0.883762 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.137803 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.206671 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),0.0169383 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.211169 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.515973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,1),-0.466801 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.403249 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.424619 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.0859705 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.15495 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),0.0677106 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.228704 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.667842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.385485 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.361101 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.316157 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.280214 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.402747 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.370428 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.466638 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.557082 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.459144 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.614743 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-0.762286 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.443946 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.465315 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.126666 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.195534 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),0.0280748 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.204859 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.492212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.247461 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0809757 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.478536 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.113103 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.238679 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.118662 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.293142 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.406907 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.169229 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.612201 # DEPENDENCYPART_GRANDPAR
(15,25),(25,11),-0.478536 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.221304 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.113103 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.238679 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.118662 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.293142 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.30257 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.169229 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.612201 # DEPENDENCYPART_GRANDPAR
(15,27),(27,1),-0.519368 # DEPENDENCYPART_GRANDPAR
(15,27),(27,2),-1.30672 # DEPENDENCYPART_GRANDPAR
(15,27),(27,3),-1.13287 # DEPENDENCYPART_GRANDPAR
(15,27),(27,4),-0.455816 # DEPENDENCYPART_GRANDPAR
(15,27),(27,5),-1.12645 # DEPENDENCYPART_GRANDPAR
(15,27),(27,6),-0.477185 # DEPENDENCYPART_GRANDPAR
(15,27),(27,7),-0.647519 # DEPENDENCYPART_GRANDPAR
(15,27),(27,8),-0.573066 # DEPENDENCYPART_GRANDPAR
(15,27),(27,9),-0.385501 # DEPENDENCYPART_GRANDPAR
(15,27),(27,10),-0.138537 # DEPENDENCYPART_GRANDPAR
(15,27),(27,12),-0.207516 # DEPENDENCYPART_GRANDPAR
(15,27),(27,13),0.015144 # DEPENDENCYPART_GRANDPAR
(15,27),(27,14),-0.232268 # DEPENDENCYPART_GRANDPAR
(15,27),(27,15),-0.501389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,27),(27,16),-0.215245 # DEPENDENCYPART_GRANDPAR
(15,27),(27,17),-0.227764 # DEPENDENCYPART_GRANDPAR
(15,27),(27,18),-0.24914 # DEPENDENCYPART_GRANDPAR
(15,27),(27,19),-0.198946 # DEPENDENCYPART_GRANDPAR
(15,27),(27,20),-0.133469 # DEPENDENCYPART_GRANDPAR
(15,27),(27,21),-0.259046 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),-0.217869 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),-0.224012 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),-0.322936 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.413381 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.306585 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.442774 # DEPENDENCYPART_GRANDPAR
(15,28),(28,5),-1.10425 # DEPENDENCYPART_GRANDPAR
(15,28),(28,14),-0.21602 # DEPENDENCYPART_GRANDPAR
(15,28),(28,19),-0.221304 # DEPENDENCYPART_GRANDPAR
(15,28),(28,20),-0.113103 # DEPENDENCYPART_GRANDPAR
(15,28),(28,21),-0.238679 # DEPENDENCYPART_GRANDPAR
(15,28),(28,22),-0.118758 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),-0.293142 # DEPENDENCYPART_GRANDPAR
(15,28),(28,24),-0.30257 # DEPENDENCYPART_GRANDPAR
(15,28),(28,25),-0.393014 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),-0.207474 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.392285 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.36274 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.213502 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0991213 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.177413 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.097484 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.494852 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.192286 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.467807 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.093518 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.35218 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.213502 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0954561 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.178484 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.134321 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.00265213 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-0.298609 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.514929 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.193316 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.047971 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.487884 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.094548 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.212987 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.0997026 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.176831 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.154398 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.00253496 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0107054 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.364836 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.432976 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.0956312 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),0.106224 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.392973 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.00215293 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.441883 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0106965 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0781857 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.349138 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.496123 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.34294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,25),-0.101081 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),0.17454 # DEPENDENCYPART_GRANDPAR
(16,14),(14,28),-0.255342 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),0.0145936 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.0852329 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.357186 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0752775 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.215211 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.61338 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.342982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.138738 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.150497 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.187648 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.0993657 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),0.177937 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-0.253627 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.548915 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.533917 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.128439 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.305253 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.446941 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.389767 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.305253 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.241432 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.117004 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.25348 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.0245519 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.588854 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.337673 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.18052 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.12328 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.310529 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.236273 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.122281 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.248075 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.029747 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.595303 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.341797 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.00948354 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.102436 # DEPENDENCYPART_GRANDPAR
(17,12),(12,28),-0.3166 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.151572 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.313588 # DEPENDENCYPART_GRANDPAR
