# _root_ Birkaç tane rapor ve kamuoyunda da bu olayın kaza _ olmadığı , suikast _ olduğu gibi yaygın bir kanaat _ vardı , o kadar .
#goldHeads=2,3,4,5,20,5,8,10,10,11,12,14,14,15,16,19,19,19,20,21,22,24,24,25,0,
#predictedHeads=2,3,4,5,10,5,8,11,10,11,21,0,15,15,16,21,19,19,21,21,25,0,24,21,0,
(15,9),(9,4),-0.358564 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.449208 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.210331 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0510213 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.12563 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0442299 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.123361 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.13855 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-0.0717519 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.295291 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.295122 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.363838 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.41977 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.212373 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0515483 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0961915 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.29754 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0300173 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.870832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,1),0.121889 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.100173 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.278177 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.652154 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0764804 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.593981 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0543828 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.121264 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.190253 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.42065 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.624423 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0610958 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.186849 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.255795 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.196275 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.870832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.210518 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.13855 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.7341 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.334009 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.0717519 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.223406 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.217406 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.345149 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0626171 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.340083 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.122876 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.296092 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0953797 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.38644 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.722175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.061624 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.163031 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.585695 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.304114 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.118322 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.440741 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.191648 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.605444 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.476808 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.424177 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.143631 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.0460868 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.178975 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.0311925 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.311155 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.146346 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.373277 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.170583 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.249419 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.46964 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.120197 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.282242 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.249642 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0153803 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.219437 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.172546 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0981734 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.377543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,21),-0.0857979 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.252836 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0844267 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.261984 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.112551 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.335105 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0144555 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.223706 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.170583 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.292198 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.0807636 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.249419 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.687802 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.620656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.254607 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.537387 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.499027 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.118813 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.450858 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.248975 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.204451 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.140355 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.379307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.22865 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.197387 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.113139 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.202998 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.217366 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.264305 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.437523 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.382924 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),0.154839 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.00680215 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.1719 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.271945 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.238898 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.225062 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.109003 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0433538 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.581993 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.823732 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.148688 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.256836 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.582691 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.557213 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.381459 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.293406 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),0.204964 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.169337 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.298193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.137889 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.105652 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0516229 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.137268 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.0672127 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0065485 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.024609 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.401215 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.41247 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.337426 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.138574 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.343772 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.0759013 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.128026 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.404998 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.162334 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.624207 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.565027 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.299112 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.434772 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0441606 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.182406 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.289219 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.229331 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.330901 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.366215 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.08222 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.278742 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.398795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.246609 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.286267 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.208634 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.248249 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.41247 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.337426 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.343772 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.404998 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.162334 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.189122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.227762 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.370983 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0904311 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.434772 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0441606 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.411511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.182406 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.245724 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.16046 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.289219 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.22276 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.477923 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.415424 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.102331 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.411697 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.149876 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.440028 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.216665 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.312447 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.358913 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0225056 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0244942 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.32864 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.480536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0815774 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.221243 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.23548 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.261912 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.531578 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.35797 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.318566 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.542292 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.621164 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.604959 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.296069 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.258652 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.431736 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.164748 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.297356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.213574 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.112157 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0220674 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0827239 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.0442411 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0981896 # DEPENDENCYPART_GRANDPAR
(17,24),(24,4),-0.35797 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-0.318566 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-0.623395 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-0.604959 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.433968 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.164748 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.302072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),-0.223395 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.128168 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.109659 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.101834 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.115447 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.124153 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.000284008 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.368612 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.144737 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.205313 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0898993 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.142244 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.256807 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.273722 # DEPENDENCYPART_GRANDPAR
(19,1),(1,24),-0.425298 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.231132 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.189412 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.638968 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.082715 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.176183 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.460246 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.434704 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.137518 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.608998 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.0494347 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.0299318 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.45284 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.129031 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.356134 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.0996316 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-0.0320725 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.430807 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.403125 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.142791 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.57956 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.0514771 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0304589 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.423401 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.113061 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.0687015 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.0821271 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.0493997 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),0.066305 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.0313581 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.48535 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.15709 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.12729 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.353463 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.362776 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.093448 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.530639 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.469984 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0376231 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.297516 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.137475 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0448064 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0821271 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.0105152 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.0996316 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.877527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.443991 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.0320725 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.376046 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.342533 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.522063 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.402572 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.138479 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.0208189 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.205397 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.0304226 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0430159 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.295609 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0481551 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.00192954 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.727544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.413306 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.054749 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.284708 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.124776 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.402176 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.374494 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.105708 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.550929 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.0218456 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.394849 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.141692 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.25236 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.118673 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0718821 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.06029 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),0.243277 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.0750641 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.0563992 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.00951816 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.172021 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.865414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,10),0.127921 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0845747 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.21196 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0297946 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0625446 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.870784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,24),-0.424422 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.000348674 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.189732 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.296893 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.207671 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.0989912 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.0654195 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.108188 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.918439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,24),-0.0143178 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.735471 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.691921 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.880593 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.247337 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.720289 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.23306 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.367719 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.568215 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.260907 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.401546 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.28368 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.294098 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.129489 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.115496 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.156352 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.709124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.19249 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.0805228 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.438821 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.407567 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.465688 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.323528 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.199586 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.163089 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.208176 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.804001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.308377 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.503772 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.282631 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.0274489 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.171637 # DEPENDENCYPART_GRANDPAR
(19,24),(24,4),-0.363395 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.248904 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-0.595891 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.238649 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.322026 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.146306 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.107128 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.15475 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.63431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),-0.152898 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.335412 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.207463 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.126522 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.0983423 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.109238 # DEPENDENCYPART_GRANDPAR
