# _root_ Ama , doların _ hızlı _ düşüşü enflasyonu _ _ artırırken , yumuşak inişi _ _ _ sertleştirebilecektir .
#goldHeads=19,0,6,5,7,7,10,10,10,11,18,0,14,18,16,17,18,19,0,
#predictedHeads=19,0,7,5,7,7,11,10,10,11,18,0,14,18,16,17,18,19,0,
(18,17),(17,1),0.323407 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.164235 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),0.201189 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),0.363777 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0914298 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.0340009 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.13925 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.173517 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.33175 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.0676662 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.408269 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.18101 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.343361 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.05893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,2),-0.558111 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.798301 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.96472 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.28112 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.876896 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.976471 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.538329 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.330537 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.315666 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.218505 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.798301 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.96472 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.28112 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.406283 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.530188 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.636727 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.52359 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.346468 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.681035 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.330537 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.315666 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.218505 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.342329 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.558111 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.798301 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.96472 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.28112 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.406283 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.530188 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.636727 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.549325 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.52359 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.346468 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.408765 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.681035 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.330537 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.315666 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.218505 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.63421 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.657753 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.366097 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.465672 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.211524 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),0.00989549 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.265612 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),0.0427769 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.141048 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.346647 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.446222 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.28409 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.240998 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.14998 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.488923 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.443768 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.428897 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.105343 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.521909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,9),-0.173946 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.130855 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.138853 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0244147 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.234184 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),0.0616243 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.0881671 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.184298 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.104376 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.0612848 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0297592 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.173054 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0936234 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0515927 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0129884 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.00188251 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.495971 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.518615 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.310579 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.557034 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.455433 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.342329 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.530188 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.636727 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.549325 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.506233 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.442453 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.415776 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.448555 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.334329 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.276433 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.315666 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.218505 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.342329 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.798301 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.96472 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.530188 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.636727 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.549325 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.506233 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.442453 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.415776 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.448555 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.334329 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.276433 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.341533 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.218505 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.0333602 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.271948 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.366287 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.559248 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),0.121722 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.0411246 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.0981737 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.201231 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.184166 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.141074 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0626902 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.129613 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0532277 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.097686 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0923528 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0236259 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0384968 # DEPENDENCYPART_GRANDPAR
