# _root_ Netameli uçaklardan _ sonuncusunun _ _ iade_edilişiyle birlikte , deve _ kurban_eden ve _ kanlı deve parçalarıyla personele fotoğraflar _ _ _ çektirten kişi , başka nasıl biri _ olabilir ?
#goldHeads=2,4,4,6,6,7,8,11,0,11,12,13,23,15,17,17,22,22,22,21,22,23,24,30,0,27,28,30,30,31,0,
#predictedHeads=2,6,4,6,6,7,8,11,0,11,12,13,14,15,16,17,22,19,22,21,22,23,24,30,0,27,28,30,30,31,0,
(20,29),(29,31),-0.220481 # DEPENDENCYPART_GRANDPAR
(20,30),(30,2),-0.958901 # DEPENDENCYPART_GRANDPAR
(20,30),(30,4),-1.01378 # DEPENDENCYPART_GRANDPAR
(20,30),(30,5),-0.773824 # DEPENDENCYPART_GRANDPAR
(20,30),(30,6),-0.579218 # DEPENDENCYPART_GRANDPAR
(20,30),(30,7),-0.752436 # DEPENDENCYPART_GRANDPAR
(20,30),(30,8),-0.680673 # DEPENDENCYPART_GRANDPAR
(20,30),(30,9),-0.827275 # DEPENDENCYPART_GRANDPAR
(20,30),(30,10),-0.823689 # DEPENDENCYPART_GRANDPAR
(20,30),(30,11),-0.733422 # DEPENDENCYPART_GRANDPAR
(20,30),(30,13),-0.540739 # DEPENDENCYPART_GRANDPAR
(20,30),(30,14),-0.95093 # DEPENDENCYPART_GRANDPAR
(20,30),(30,15),-0.479247 # DEPENDENCYPART_GRANDPAR
(20,30),(30,16),-0.579884 # DEPENDENCYPART_GRANDPAR
(20,30),(30,17),-0.572015 # DEPENDENCYPART_GRANDPAR
(20,30),(30,18),-0.578044 # DEPENDENCYPART_GRANDPAR
(20,30),(30,19),-0.627468 # DEPENDENCYPART_GRANDPAR
(20,30),(30,20),-0.524421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,30),(30,21),-0.249347 # DEPENDENCYPART_GRANDPAR
(20,30),(30,22),-0.283179 # DEPENDENCYPART_GRANDPAR
(20,30),(30,23),0.0441825 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),-0.0738816 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.131503 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),0.025228 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),-0.053955 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),0.00940436 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.552713 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.315865 # DEPENDENCYPART_GRANDPAR
(20,31),(31,1),-0.623931 # DEPENDENCYPART_GRANDPAR
(20,31),(31,3),-0.765025 # DEPENDENCYPART_GRANDPAR
(20,31),(31,5),-0.77047 # DEPENDENCYPART_GRANDPAR
(20,31),(31,6),-0.575864 # DEPENDENCYPART_GRANDPAR
(20,31),(31,8),-0.716123 # DEPENDENCYPART_GRANDPAR
(20,31),(31,11),-0.730068 # DEPENDENCYPART_GRANDPAR
(20,31),(31,13),-0.55365 # DEPENDENCYPART_GRANDPAR
(20,31),(31,15),-0.46895 # DEPENDENCYPART_GRANDPAR
(20,31),(31,20),-0.698958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,31),(31,21),-0.423884 # DEPENDENCYPART_GRANDPAR
(20,31),(31,22),-0.457716 # DEPENDENCYPART_GRANDPAR
(20,31),(31,23),-0.0814712 # DEPENDENCYPART_GRANDPAR
(20,31),(31,24),-0.214817 # DEPENDENCYPART_GRANDPAR
(20,31),(31,25),-0.176801 # DEPENDENCYPART_GRANDPAR
(20,31),(31,26),-0.100182 # DEPENDENCYPART_GRANDPAR
(20,31),(31,27),-0.158101 # DEPENDENCYPART_GRANDPAR
(20,31),(31,28),-0.146415 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),-0.727251 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),-0.503627 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.231658 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.262376 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.274575 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.290585 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.188364 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.231658 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.262376 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.274575 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.493119 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.234853 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.132631 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.196603 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.427347 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.168219 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.274575 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.132631 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.233991 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.225562 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.314507 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.286123 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.229482 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.286924 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.415556 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0570612 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.194257 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.159574 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.385015 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.165382 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.231658 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.274575 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.225562 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.363424 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.197554 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.0675132 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.121538 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.300543 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.163824 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.239418 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.231658 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.274575 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.225562 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.363424 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.197554 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.0675132 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.121538 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.300543 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.163824 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.129838 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.103328 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.317624 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.0675132 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.300543 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.163824 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.129838 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.102885 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.317624 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.131479 # DEPENDENCYPART_GRANDPAR
(21,18),(18,30),-0.0894098 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.0675132 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.300543 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.163824 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.129838 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.102885 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.033205 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.131479 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.351169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,30),-0.0894098 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.370908 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.0403011 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.376546 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.25102 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.224066 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0879761 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.302273 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.248918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,24),-0.200963 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),0.0144459 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-0.199396 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),0.0220799 # DEPENDENCYPART_GRANDPAR
(21,20),(20,31),-0.176792 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.382965 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.613708 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.354581 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.186079 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.261626 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.484014 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.334031 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.0362651 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.488009 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),0.0737409 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.250428 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.223475 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.0873844 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.301681 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.212223 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.39464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,24),-0.188146 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.0379118 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),0.16033 # DEPENDENCYPART_GRANDPAR
(21,22),(22,30),-0.0601685 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.180533 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.363619 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-0.735777 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.301784 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-0.266821 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.0626775 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.502191 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.475237 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.339147 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.553444 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.314474 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.170347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.0705954 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0618749 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0622244 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.201233 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),0.147015 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.0560875 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),0.111405 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.444264 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-0.342042 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.406965 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.278442 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.0393351 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.190168 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.404464 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.285157 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.58493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.343987 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0487255 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.475526 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),0.153431 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),0.63944 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.107339 # DEPENDENCYPART_GRANDPAR
(21,29),(29,7),-0.354581 # DEPENDENCYPART_GRANDPAR
(21,29),(29,16),-0.250428 # DEPENDENCYPART_GRANDPAR
(21,29),(29,17),-0.223475 # DEPENDENCYPART_GRANDPAR
(21,29),(29,18),-0.0873844 # DEPENDENCYPART_GRANDPAR
(21,29),(29,19),-0.301681 # DEPENDENCYPART_GRANDPAR
(21,29),(29,20),-0.212223 # DEPENDENCYPART_GRANDPAR
(21,29),(29,21),-0.39464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,29),(29,22),-0.153698 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),0.0121606 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),-0.463359 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),-0.265551 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.0541964 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.0320452 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.337857 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.0601685 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.180533 # DEPENDENCYPART_GRANDPAR
(21,30),(30,2),-0.655248 # DEPENDENCYPART_GRANDPAR
(21,30),(30,4),-0.885991 # DEPENDENCYPART_GRANDPAR
(21,30),(30,5),-0.553325 # DEPENDENCYPART_GRANDPAR
(21,30),(30,6),-0.451103 # DEPENDENCYPART_GRANDPAR
(21,30),(30,7),-0.626864 # DEPENDENCYPART_GRANDPAR
(21,30),(30,8),-0.434949 # DEPENDENCYPART_GRANDPAR
(21,30),(30,9),-0.443774 # DEPENDENCYPART_GRANDPAR
(21,30),(30,10),-0.756297 # DEPENDENCYPART_GRANDPAR
(21,30),(30,11),-0.516026 # DEPENDENCYPART_GRANDPAR
(21,30),(30,13),-0.295083 # DEPENDENCYPART_GRANDPAR
(21,30),(30,14),-0.745945 # DEPENDENCYPART_GRANDPAR
(21,30),(30,15),-0.108221 # DEPENDENCYPART_GRANDPAR
(21,30),(30,16),-0.522711 # DEPENDENCYPART_GRANDPAR
(21,30),(30,17),-0.495757 # DEPENDENCYPART_GRANDPAR
(21,30),(30,18),-0.359667 # DEPENDENCYPART_GRANDPAR
(21,30),(30,19),-0.573964 # DEPENDENCYPART_GRANDPAR
(21,30),(30,20),-0.394218 # DEPENDENCYPART_GRANDPAR
(21,30),(30,21),-0.273154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,30),(30,22),-0.032211 # DEPENDENCYPART_GRANDPAR
(21,30),(30,23),0.0995554 # DEPENDENCYPART_GRANDPAR
(21,30),(30,24),-0.264486 # DEPENDENCYPART_GRANDPAR
(21,30),(30,25),-0.194045 # DEPENDENCYPART_GRANDPAR
(21,30),(30,26),0.0331984 # DEPENDENCYPART_GRANDPAR
(21,30),(30,27),0.0553495 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.267964 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),-0.223632 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.275917 # DEPENDENCYPART_GRANDPAR
(21,31),(31,1),-0.501176 # DEPENDENCYPART_GRANDPAR
(21,31),(31,3),-0.587846 # DEPENDENCYPART_GRANDPAR
(21,31),(31,5),-0.549971 # DEPENDENCYPART_GRANDPAR
(21,31),(31,6),-0.447749 # DEPENDENCYPART_GRANDPAR
(21,31),(31,8),-0.470399 # DEPENDENCYPART_GRANDPAR
(21,31),(31,11),-0.512672 # DEPENDENCYPART_GRANDPAR
(21,31),(31,13),-0.307994 # DEPENDENCYPART_GRANDPAR
(21,31),(31,15),-0.0979243 # DEPENDENCYPART_GRANDPAR
(21,31),(31,20),-0.390864 # DEPENDENCYPART_GRANDPAR
(21,31),(31,21),-0.447691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,31),(31,22),-0.206748 # DEPENDENCYPART_GRANDPAR
(21,31),(31,23),-0.0260983 # DEPENDENCYPART_GRANDPAR
(21,31),(31,24),-0.405421 # DEPENDENCYPART_GRANDPAR
(21,31),(31,25),-0.239343 # DEPENDENCYPART_GRANDPAR
(21,31),(31,26),-0.0922116 # DEPENDENCYPART_GRANDPAR
(21,31),(31,27),-0.0487966 # DEPENDENCYPART_GRANDPAR
(21,31),(31,28),-0.423783 # DEPENDENCYPART_GRANDPAR
(21,31),(31,29),-0.398169 # DEPENDENCYPART_GRANDPAR
(21,31),(31,30),-0.143322 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.158772 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.383579 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.500248 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.177788 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.158772 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.105972 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.295558 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.177788 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.167658 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.158772 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.105972 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.295558 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.363715 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.122055 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.111925 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.0402001 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.297943 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.0691168 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.0642673 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.49904 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.283567 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),0.094295 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),0.104425 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.054741 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),0.025902 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-0.347415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,29),-0.277464 # DEPENDENCYPART_GRANDPAR
(22,9),(9,30),-0.00979756 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.295558 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.111925 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.134889 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.121661 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.227154 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.484896 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),0.101194 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),0.111324 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.25607 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.241247 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.134259 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.332673 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.202809 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),0.191393 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.20157 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),0.165134 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),0.0713567 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.100204 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.357891 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.110357 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),0.0117047 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),0.0218347 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.194339 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.107184 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.191495 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.270942 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.00442428 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.124054 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.125443 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.0260806 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.158772 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.295558 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.121661 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.211492 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.138184 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.0403886 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.066512 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.15366 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.216375 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.168444 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.158772 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.295558 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.121661 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.211492 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.138184 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.0403886 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.066512 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.15366 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),0.216375 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.16079 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.0474154 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.0754797 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.0403886 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.15366 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.216375 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.16079 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.031911 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.0754797 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.171094 # DEPENDENCYPART_GRANDPAR
(22,18),(18,30),-0.0270657 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.0403886 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.15366 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.216375 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.16079 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.031911 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.0891171 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.171094 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.00101491 # DEPENDENCYPART_GRANDPAR
(22,19),(19,30),-0.0270657 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.241247 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),0.106582 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.323995 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.281971 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.153092 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.032064 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.0601283 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.227482 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.273345 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.0719111 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-0.20453 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),0.084424 # DEPENDENCYPART_GRANDPAR
(22,20),(20,31),-0.170899 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.484896 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.25607 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.241247 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.332673 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.580561 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),0.106582 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.281971 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.153092 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.032064 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0601283 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.107887 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.274482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),-0.273345 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.0719111 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.20453 # DEPENDENCYPART_GRANDPAR
(22,21),(21,30),0.084424 # DEPENDENCYPART_GRANDPAR
(22,21),(21,31),-0.170899 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.259718 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-0.583844 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.274659 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-0.211796 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.0101272 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.533142 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.404263 # DEPENDENCYPART_GRANDPAR
