# _root_ Bu rolünün uzun bir dönem _ devam_etmesi , döviz kurlarının nerede _ olmasını _ istemenize _ _ bağlı_olarak , enflasyon _ hedeflemesinin rafa _ _ kaldırılması mecburiyetini _ doğurur .
#goldHeads=2,6,5,5,6,7,29,0,10,12,12,13,14,15,17,17,18,25,0,22,22,25,25,25,26,27,29,29,30,0,
#predictedHeads=2,7,5,5,6,7,8,0,10,12,12,13,14,15,17,17,18,29,0,22,22,27,25,25,26,27,29,29,30,0,
(18,17),(17,6),0.0923313 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),0.116107 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.360235 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.17593 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.140614 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.0707909 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.153425 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.566828 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.19375 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.4369 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.486378 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.0630409 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.0553595 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-0.29408 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.881997 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.413299 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.641551 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-1.18667 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.68408 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.726911 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.540372 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.466735 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.649053 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.510482 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.413299 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.641551 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.726911 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-1.00537 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.426585 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.393241 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.524146 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.511439 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.538919 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.537804 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.510482 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.341915 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.869588 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.430126 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.126949 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),0.0187598 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.22451 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.211803 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.326646 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.14551 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.641551 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.726911 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.426585 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.393241 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.524146 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.511439 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.538919 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.590224 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.415809 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.275338 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.581785 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),0.0187619 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.222648 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.209941 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.113869 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0121908 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0535021 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.6596 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.646892 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.524484 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.556855 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.385913 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.297005 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.178528 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.641551 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.726911 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-1.00537 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.426585 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.393241 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.524146 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.511439 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.538919 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.590224 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.415809 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.451654 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.161552 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.306611 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.484444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,26),-0.629405 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-0.793451 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.495082 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.582269 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.280117 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.377678 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.36497 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.26881 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.015083 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0770704 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0440432 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.59823 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.261055 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.109386 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.284249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.165222 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.169365 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.215678 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.169383 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.321686 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.0607246 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.314584 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.291952 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),0.203873 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.483027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.386002 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.470863 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.517177 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.270063 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.316238 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.730285 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.750033 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.550848 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),0.203873 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),-0.386002 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.333052 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.58465 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.630963 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.316238 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.730285 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.750033 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.550848 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-0.627422 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.321686 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.497681 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.0607246 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.314584 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.291952 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),0.203873 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.483027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),-0.386002 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.333052 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.58465 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.630963 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.328892 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.730285 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.750033 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.550848 # DEPENDENCYPART_GRANDPAR
(19,27),(27,20),0.100254 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),0.0708355 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),-0.0983937 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.144707 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.074996 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.028821 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.357763 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.111386 # DEPENDENCYPART_GRANDPAR
(19,28),(28,18),0.203873 # DEPENDENCYPART_GRANDPAR
(19,28),(28,20),-0.386002 # DEPENDENCYPART_GRANDPAR
(19,28),(28,21),-0.333052 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),-0.58465 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),-0.630963 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.328892 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.375067 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.844019 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.863819 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.856225 # DEPENDENCYPART_GRANDPAR
(19,29),(29,2),-0.584422 # DEPENDENCYPART_GRANDPAR
(19,29),(29,5),-0.67112 # DEPENDENCYPART_GRANDPAR
(19,29),(29,6),-1.03729 # DEPENDENCYPART_GRANDPAR
(19,29),(29,7),-0.369456 # DEPENDENCYPART_GRANDPAR
(19,29),(29,8),-0.471413 # DEPENDENCYPART_GRANDPAR
(19,29),(29,9),-0.467017 # DEPENDENCYPART_GRANDPAR
(19,29),(29,10),-0.454309 # DEPENDENCYPART_GRANDPAR
(19,29),(29,12),-0.622143 # DEPENDENCYPART_GRANDPAR
(19,29),(29,13),-0.365383 # DEPENDENCYPART_GRANDPAR
(19,29),(29,14),-0.483572 # DEPENDENCYPART_GRANDPAR
(19,29),(29,15),-0.104422 # DEPENDENCYPART_GRANDPAR
(19,29),(29,16),-0.347942 # DEPENDENCYPART_GRANDPAR
(19,29),(29,17),-0.277843 # DEPENDENCYPART_GRANDPAR
(19,29),(29,18),0.186468 # DEPENDENCYPART_GRANDPAR
(19,29),(29,19),-0.251977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,29),(29,20),0.077875 # DEPENDENCYPART_GRANDPAR
(19,29),(29,21),-0.0553893 # DEPENDENCYPART_GRANDPAR
(19,29),(29,22),-0.120773 # DEPENDENCYPART_GRANDPAR
(19,29),(29,23),-0.167086 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),-0.0512289 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.0974039 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.380142 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.399942 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.332014 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.164639 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.761641 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.511788 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.296796 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.464416 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.183632 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.249533 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.404996 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.088253 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.455703 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.266 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.386109 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.684514 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0671787 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.304144 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.505022 # DEPENDENCYPART_GRANDPAR
(20,17),(17,29),-0.607209 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.826356 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.578818 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.529131 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.314247 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.469711 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.322891 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.749228 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0822418 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.00448172 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.228754 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.192759 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.474692 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.6336 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.0834783 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.564006 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.342859 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.0320305 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.200564 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0348074 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.909565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.370912 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.38103 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.465682 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.532005 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.382292 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-0.724894 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.49761 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.918516 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.32718 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.350476 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.0632181 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.165412 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.846982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.177088 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.0731846 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0473359 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0373165 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.266953 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.109322 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),0.0460735 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.0685 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.464925 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.173106 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.257049 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.633332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.0921901 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.147183 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.34377 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-1.0685 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.369398 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.257049 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.633332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.0921901 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0306374 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.011084 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.0957364 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.34377 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.183321 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.0632181 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.846982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.254118 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.183012 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.433285 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0373165 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.266953 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.109322 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),0.0460735 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.362406 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.123498 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.489286 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.274849 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.344191 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.346699 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.287118 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.545341 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.404183 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.325941 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.320313 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.260732 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.265664 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.516784 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.430575 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.408598 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.349017 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.345261 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.360617 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.478804 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.175134 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.636964 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.4572 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.566784 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.60891 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.369644 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.338539 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.441494 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.381913 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.528678 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.159992 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.395935 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.293535 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.20803 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0498015 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.307145 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),0.0656001 # DEPENDENCYPART_GRANDPAR
(21,17),(17,29),-0.662163 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.332462 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.456611 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.244906 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.316756 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.257175 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.262075 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0832919 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.0225592 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.00532682 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.15056 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.00336933 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.615809 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.166891 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.185484 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.300434 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.00670067 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.527882 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.238771 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0155191 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.374023 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.583726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,24),-0.442684 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.558188 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.337797 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.536087 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.756495 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),0.0266935 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.455151 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.166184 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.00890949 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.613043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.247971 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.540518 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.472001 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.459198 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.739916 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.346555 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.12914 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.35155 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.430048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.168169 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.182544 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.459198 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.693849 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.12914 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.35155 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.430048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.0121543 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.233274 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.348777 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.182544 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.114424 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.114498 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.09979 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.656515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.257546 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.550093 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.125528 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.0641762 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.235605 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.103427 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.58722 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.384019 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.653261 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.207438 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.497509 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.591598 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.114498 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.0271477 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.09979 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.656515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.257546 # DEPENDENCYPART_GRANDPAR
