# _root_ Dışişleri_Bakanlığı , Türkiye'nin devlet _ olarak dava sürecine müdahil _ olmama kararını , Yunan mevzuatına _ dayanarak aldı .
#goldHeads=18,0,12,5,6,11,8,11,11,11,12,18,0,15,17,17,18,19,0,
#predictedHeads=18,0,5,5,6,10,8,10,10,11,12,18,0,15,16,17,18,19,0,
(17,8),(8,4),-0.444929 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.368117 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.0436318 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.351966 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.387759 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.427724 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.0289799 # DEPENDENCYPART_GRANDPAR
(17,8),(8,18),-0.106235 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.585789 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.86117 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.645039 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.447214 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0436318 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.354251 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.48248 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.280873 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.350756 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0857973 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.86117 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.645039 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.447214 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.368117 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.0436318 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.354251 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.48248 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.280873 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.350756 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.274649 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.492238 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0289799 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0253482 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.106235 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.494848 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.219712 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.276521 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.405027 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.209982 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.477487 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.197196 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0530274 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.142109 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0877416 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.459827 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.124409 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.116089 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.280873 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.350756 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.274814 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0245908 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.359839 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0253482 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.191155 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.280873 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.350756 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.274649 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0244254 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.359101 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.048726 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.191155 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.324351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,1),-0.426425 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),0.221449 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.180235 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.330579 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.231205 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.115285 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.134939 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.24143 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.171776 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.246085 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.270101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.12505 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.558205 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-0.523972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,1),0.139058 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.367624 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.495505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),0.116392 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.33146 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.13053 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.330723 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.0469465 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.146432 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.205137 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.290142 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.103519 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.0396158 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.515886 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.541281 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.405859 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.274894 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.322618 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.258036 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.408347 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.199431 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.0294801 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.423743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,1),0.164294 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.397465 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.0673073 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.0941402 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.259143 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.0536551 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.121076 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0640847 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0286654 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.289295 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.280597 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.523972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,2),-0.334462 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0373761 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.137355 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0732397 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.0195097 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.182998 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.280597 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.16409 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.101048 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.523972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,4),-0.127113 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.0456083 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.0726568 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.17801 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.197933 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.183518 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.23883 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.205137 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.103519 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.0396158 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.0940135 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.016608 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.0914292 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.130375 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.4022 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.274894 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.322618 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.258036 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.353034 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.408347 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.199431 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.0294801 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.423743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.136813 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.121809 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.332895 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),0.0382256 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.136505 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),0.0210768 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.182148 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.205705 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.217668 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0896162 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0706316 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.332895 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),0.0382256 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.136505 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.0716723 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),0.0210768 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.182148 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.205705 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.217668 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.0896162 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.0610387 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.170928 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.101048 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.156361 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.523972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,5),0.123623 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.175933 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.164622 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.188456 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.164174 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.105679 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.0782875 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0305633 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.347143 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.402416 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.367624 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.495505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.250811 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.218037 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0899852 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.0605044 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0127802 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0525382 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.156361 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0423377 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.217668 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0896162 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.0610387 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.0133145 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0543824 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0111197 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0423377 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.0655345 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),0.205137 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.016608 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.0914292 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.130375 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.0760696 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.144367 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0966428 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0971362 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.053883 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0109133 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0294801 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.423743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,1),0.167523 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),0.0705355 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.0879847 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.140384 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.159992 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.106752 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.0590281 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.000705455 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0281725 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0267014 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.436221 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.455725 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.172633 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.428307 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.473669 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.186476 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.2342 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.21794 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.264616 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.319929 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.267241 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.080939 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.538554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,1),-0.203487 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.655035 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-1.05478 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.463031 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.84337 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.833493 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.473904 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.863326 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.646305 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.48102 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.792759 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.361144 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),-0.445459 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),-0.0162874 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.0450571 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.485902 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.890347 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.321364 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.111602 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.173043 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.0827148 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.610984 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.192762 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.178867 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.502239 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.345892 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.203487 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-1.05478 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.463031 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.458135 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.931847 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.489802 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.494291 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.539966 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.863326 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.646305 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.48102 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.949105 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.792759 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.361144 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.445459 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.0162874 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.520204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,1),0.2343 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.412313 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.613877 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.0424542 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.495628 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0592791 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.0490192 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.167812 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.0399515 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.1693 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.412313 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.613877 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.0424542 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.0131867 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.495628 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.0592791 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.0490192 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.167812 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.0399515 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0788312 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.36797 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.4721 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.315753 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.166629 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.1929 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.617071 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.313248 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.303265 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.188916 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.219665 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.333077 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.116057 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.757033 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.600647 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.474376 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.129612 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.530409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,9),-0.167891 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.0400299 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0791533 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.137867 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.308422 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.315753 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0435957 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.167812 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.0399515 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0788312 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.138189 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.307606 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.161057 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0435957 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.25935 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.203487 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.931847 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.489802 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.494291 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.4849 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.516618 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.299597 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.550329 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.620916 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.446051 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.445459 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0162874 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.0401563 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.885447 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.315 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.336156 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.323476 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.353288 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.136267 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.38912 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.442374 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.28272 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0773957 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),0.223592 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.363114 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.625594 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.0383656 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.0994587 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.558369 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.0663124 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.064473 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.14558 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.126224 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0895398 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.127481 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.258407 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.188712 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0189722 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0134638 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.00346004 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.522724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
