# _root_ " O zaman , " demiş cadı sesini biraz daha _ _ alçaltarak , " _ alabilirsin , canı ne kadar çekiyorsa _ alabilirsin .
#goldHeads=0,3,4,6,0,14,6,12,10,12,12,13,6,17,0,17,18,24,22,21,22,24,24,25,0,
#predictedHeads=0,3,12,0,0,17,8,12,10,12,12,13,6,0,0,17,18,24,22,21,22,24,24,25,0,
(12,14),(14,15),-0.132723 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.174497 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.378673 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.0892847 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),0.293067 # DEPENDENCYPART_GRANDPAR
(12,21),(21,13),-0.145553 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.251517 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.239932 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.0308264 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0783663 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.700214 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.00260723 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0605507 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.282289 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.394534 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.283902 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.122275 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0582774 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.215705 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.283974 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0738373 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.261387 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.122203 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0583497 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.15188 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.215704 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.22634 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.103252 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.424132 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.199094 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.120091 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.440971 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.417963 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.210658 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.155855 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.147759 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.137838 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.394855 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.00427855 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.327794 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.660893 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.541672 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.34239 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.307496 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.235806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.0420924 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.118773 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.643547 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.499851 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.15667 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.15328 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0348041 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0448993 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),1.58779e-05 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.220916 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.165327 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0119368 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0373435 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.00276791 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.401083 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.698634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.471663 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.267106 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.325518 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.447098 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.377682 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.183457 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.063411 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.0303783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.167888 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0152797 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0543002 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.258539 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0402862 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.22864 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.467145 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.214728 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.815505 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.290833 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.360553 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.374041 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.356591 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.600893 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.422538 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.254322 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.695266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.473679 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.280946 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.527388 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.815505 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.526186 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.290833 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.381625 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.360553 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.374041 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.356591 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.600893 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.422538 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.254322 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.182878 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0598749 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.695266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,21),-0.527388 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.2064 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.207343 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.445848 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.255117 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0516661 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0725143 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.327805 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.236837 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.271413 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.572357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0936385 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0963814 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0718966 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.246523 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.356351 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.228905 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.26348 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.236836 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.693848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.518814 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.487091 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.568882 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.526059 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.64616 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.575081 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.844524 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.851524 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.894012 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.322229 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.459797 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.439061 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.517349 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),0.219431 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.462799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.291319 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.0160842 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0335123 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.164845 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.154009 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.179998 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.334957 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.201358 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.444259 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.565775 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.395894 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.617886 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.524035 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.565438 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.543601 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.844524 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.851524 # DEPENDENCYPART_GRANDPAR
(14,24),(24,1),-0.894012 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-0.322229 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-0.459797 # DEPENDENCYPART_GRANDPAR
(14,24),(24,5),-0.439061 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),-0.299295 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.296418 # DEPENDENCYPART_GRANDPAR
(14,24),(24,8),-0.517349 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.382859 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.1364 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-0.214796 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.249372 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),0.219431 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.462799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),-0.291319 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),-0.0160842 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.0335123 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.164845 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.154009 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.179998 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.334957 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.287881 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.356246 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.565775 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.765885 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.285247 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.0258981 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.690312 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.54113 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.367295 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.292164 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.319865 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.297025 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.405855 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.474614 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.0441287 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.169816 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.568625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.336467 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.402817 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.315007 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.227446 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.964593 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.279388 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.739838 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.483487 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.517519 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.447928 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.463492 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.462985 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.341242 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.565213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.345052 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.23112 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.964593 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.545445 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.279388 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.920187 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.739838 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.483487 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.517519 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.447928 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.463492 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.462985 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.559812 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.304347 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.341242 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.23112 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.459585 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.0713433 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.375661 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.238531 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.455967 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.524725 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0339351 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.570132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.317514 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.354404 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.366753 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.47063 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.626942 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.6957 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.199077 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.373547 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.571906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,19),-0.188773 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.316042 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.173537 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.337015 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.327161 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.45324 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.461095 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.1094 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.485869 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.01403 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.884645 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.514962 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.6236 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.548468 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.53211 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.420789 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.618195 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.686953 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.222323 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.382289 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.405453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.125363 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0462835 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.126849 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0112121 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0737776 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.0477236 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.163949 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.274826 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.599404 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.668162 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.485127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.43908 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.423061 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.127669 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0443753 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0656072 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.37107 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.280816 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.432351 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.297531 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.203266 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.304684 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.45324 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.461095 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-1.1094 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.485869 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-1.01403 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.884645 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.514962 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-0.6236 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-0.548468 # DEPENDENCYPART_GRANDPAR
(15,24),(24,9),-0.53211 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.420789 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.618195 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.686953 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.222323 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.382289 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.405453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),-0.125363 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.144532 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.110808 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.0621144 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.0344908 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.0333381 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.111444 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.174602 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.274826 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.374525 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.157691 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.355978 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.374255 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.279604 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.17439 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.4403 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.600482 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0620992 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.110295 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.370041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,21),0.0561876 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.374525 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.121871 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.157691 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.0256946 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.355978 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.374255 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.279604 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.17439 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.4403 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.600482 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.245347 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.14965 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0620992 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),0.0561876 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.0855415 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.147919 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.0768825 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.291638 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0922733 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.136078 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.168026 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.337202 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.000283388 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.101826 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.252246 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.108019 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.161672 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.117267 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.442975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,22),-0.477402 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.400246 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.372307 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.428399 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.000602663 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.143624 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.277873 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.521251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.386271 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.177493 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.478522 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.454232 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.00497014 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.212145 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.190118 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.101428 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.104098 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.313603 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.190968 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.194083 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.211038 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.260201 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.188687 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),0.0337076 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.082159 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),-0.208169 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.175627 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.14944 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0212756 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.521033 # DEPENDENCYPART_GRANDPAR
