# _root_ Bütün delilleri , dosyayı _ inceleme hakkına _ sahibiz hukuki _ olarak , fakat bu haktan _ mahrum_edildik .
#goldHeads=2,3,4,5,6,7,9,9,14,11,12,9,0,18,16,18,18,19,0,
#predictedHeads=2,5,0,5,6,7,9,9,10,11,12,18,0,19,16,18,18,19,0,
(18,11),(11,8),-0.0370898 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.523276 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0394724 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.231324 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.140028 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.127795 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.403055 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.00793848 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.292183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.183428 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.379246 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.371142 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.0665961 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.0425568 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.0943155 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.306339 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.124749 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.192842 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),0.230619 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.14459 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),0.107488 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.0929955 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.0685581 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.694114 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.117562 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.189971 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.0429457 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0438663 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0707013 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.396046 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.175546 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.363985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.297425 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.0466756 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.00274111 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.120619 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.271343 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.115369 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),0.213899 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.162464 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.122763 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0775493 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.194086 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0915804 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.183599 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.229099 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.357685 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.0458288 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.0214959 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0370898 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.523276 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0394724 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.0115686 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.172761 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.200474 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.1725 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0583739 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.00718632 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.292183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,1),-0.0394109 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.457873 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.693218 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.0726755 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.522416 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.296713 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.0999485 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.0131225 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.0977407 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.316764 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.069833 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.414344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,16),-0.26336 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.683119 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.352597 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.53586 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.865862 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.883528 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.905999 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-1.23864 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.375842 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.516365 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.555247 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.119975 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.691706 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),0.218505 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),0.0794168 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.249697 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.435425 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.116683 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.0965689 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.128792 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.422585 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.224258 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.198024 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.210942 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.0139801 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.488669 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.557427 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.106421 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.215785 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.248888 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.358877 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.233424 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.232821 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.24484 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.352597 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.865862 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.481841 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.528584 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.560899 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.828057 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.450709 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.389341 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.555247 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.119975 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.520553 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.691706 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.306088 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.218505 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.511705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,2),-0.194168 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.710548 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.374717 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.401504 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.512379 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.261425 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.187862 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.180829 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.331931 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.243361 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.216607 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.34993 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.376393 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.854708 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.0247179 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0578914 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.262127 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.193855 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.347736 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.499594 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.419319 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.105343 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.521909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,11),-0.460055 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.374184 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.195935 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.320388 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0707035 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.312682 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.0364841 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.082413 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.0724108 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.0534389 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.106013 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.00949593 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0114606 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.352597 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.528584 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.560899 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.828057 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.450709 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.389341 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.527361 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.50863 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.189284 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.399981 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.300212 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.344998 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.218505 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.288973 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),0.0794168 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.249697 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.435425 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.116683 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.0965689 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.128792 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.422585 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0590086 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),0.00598609 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.162203 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.115855 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0968803 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0794695 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0152661 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.087016 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0480749 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.513684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
