# _root_ Sayın Bila bana , bu _ konuşmayla ilgili izlenimlerini köşesinde _ yazacağını ifade_etti , _ dediği gibi de yaptı .
#goldHeads=2,19,13,0,7,7,8,9,12,12,12,13,14,19,16,17,19,17,20,0,
#predictedHeads=2,13,13,0,7,7,8,9,11,11,12,13,14,19,16,17,19,17,20,0,
(19,8),(8,3),-0.370596 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.256286 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.112796 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.357146 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0282966 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.0987043 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.00410474 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.145339 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.387854 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),0.10846 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.364906 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.0738122 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),0.0655336 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.00181423 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.206916 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.671488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,1),-0.150144 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.392659 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),0.103655 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.369711 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.0806881 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),0.0586577 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.0068782 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.206916 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.671488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,2),-0.193098 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.270355 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.243799 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.00769818 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.214925 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0306753 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.00991391 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.0568909 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.144059 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.232027 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.33182 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.301167 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.556856 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.14992 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.571231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.237993 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.256919 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.0738122 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.0655336 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.0137541 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.108354 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.137022 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.231088 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.230482 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.320307 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.449021 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.0355159 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.311502 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.0680842 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.00869584 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.019482 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.110366 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0836187 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.134717 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.236301 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.440519 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.0851754 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.737424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.391999 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),0.0541044 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.184322 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.0811077 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),0.00760834 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.101058 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.0435615 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),1.06972 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.724301 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.205313 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.643032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.35199 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.193098 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.00769818 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.0306753 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),0.00991391 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.0568909 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),0.144059 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.172126 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.429755 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0375101 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.14992 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.194714 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.571231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,2),-0.253524 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.332816 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.0126079 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.00167037 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),0.0966459 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.051507 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.134039 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.0265488 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.0680508 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),0.0886861 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.582156 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0414719 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.321365 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.274957 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.219011 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.0508491 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.801642 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0585491 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.00504945 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.373226 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.512437 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.159532 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.737073 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.50919 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),0.265238 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.260924 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.618588 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.265063 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.0353611 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.695466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,3),-0.172739 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.259953 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.0339581 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.0928611 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),0.00379284 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.355264 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.332691 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.238632 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.814615 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.821839 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.871358 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.49392 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.853795 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.0837306 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),0.171423 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.411855 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),-0.0327234 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),0.214794 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),0.00379284 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.355264 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.332691 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.238632 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.529388 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.467907 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.510932 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.52465 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.595076 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.853795 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.0837306 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.171423 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.411855 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.0327234 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.214794 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-0.552508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,1),0.31036 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),0.451155 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),0.00327336 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.0416024 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),0.0847398 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.156456 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.0205705 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.0454776 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.0773135 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.144024 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.131983 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.059751 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.41191 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.119842 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.210904 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.48487 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.554505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,5),-0.0483386 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.264153 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.284366 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.288203 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.404103 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.239681 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.316812 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.525087 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0275655 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.0978158 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.562712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,2),0.00379284 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.238632 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.467907 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.510932 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.52465 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.595076 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.507087 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.158564 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.102114 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0327234 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.57437 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.214794 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.262578 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.325572 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.245015 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.0812964 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.426729 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.231257 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0600639 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.225578 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.4461 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.0710219 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.364036 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0581309 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),0.301463 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),0.431551 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),0.00532182 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.0489715 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.165679 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.0401738 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.0650809 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.0969168 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.163628 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.141207 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.0793543 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.232961 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.385833 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.0591426 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.0951823 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.23026 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.310189 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.554489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
