# _root_ " Bankalar öyle bir izlenim yarattı ki sanki _ _ verilen hizmetler hava , su gibi _ _ ücretsiz _ olabilir " _ diyen Demiray , bundan_sonra _ _ verilen hizmetlerden ücret _ alınacağını _ bildirdi .
#goldHeads=0,6,5,5,6,7,8,20,10,11,12,20,16,0,16,18,18,19,20,21,22,23,24,25,35,0,30,29,30,31,33,33,34,35,36,37,0,
#predictedHeads=0,6,5,5,6,10,6,10,10,11,12,13,21,0,16,20,18,19,21,21,22,23,24,25,36,0,28,29,30,31,33,34,34,36,36,37,0,
(21,6),(6,7),0.794965 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.00947623 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.24928 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.526881 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.359025 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.235063 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.154081 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),0.272462 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),0.156593 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.393125 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),0.350186 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.0464942 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.389375 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.501067 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.398403 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.382107 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),0.143817 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.554392 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.34219 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),0.109416 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.458691 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.0992874 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-0.549132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,1),-0.398403 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.382107 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),0.143817 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.554392 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.34219 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),0.109416 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),0.458691 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),0.0992874 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),0.114157 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.400275 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.353599 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.362833 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),0.247068 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),0.0894438 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.0240383 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.301639 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0383468 # DEPENDENCYPART_GRANDPAR
(21,12),(12,36),-0.822824 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.446968 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.39695 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),0.214993 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.353196 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.359508 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),0.250667 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),0.406723 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),0.0926539 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.0204391 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.298039 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.0401803 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.153532 # DEPENDENCYPART_GRANDPAR
(21,13),(13,36),-0.822824 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.362854 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),0.784013 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),0.447353 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),0.179829 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.0977713 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.0164951 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.164531 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.0388175 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.640521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,35),-0.596522 # DEPENDENCYPART_GRANDPAR
(21,14),(14,36),-0.794193 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.0365694 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.0370936 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0488386 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.252746 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.264555 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.276894 # DEPENDENCYPART_GRANDPAR
(21,15),(15,36),-0.822824 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.232871 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.106537 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.132313 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0190781 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.354393 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.145069 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.160711 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.13073 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.4349 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.102961 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.0698671 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.066166 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.33232 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.136524 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.353599 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.0383468 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.040244 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.0792432 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.427762 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.120721 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.336777 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.276894 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.234423 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.138688 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.00980728 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.0596249 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.0774075 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.202593 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.173295 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.403891 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.124411 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),0.189616 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.279047 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),0.12922 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-0.321923 # DEPENDENCYPART_GRANDPAR
(21,20),(20,32),-0.546716 # DEPENDENCYPART_GRANDPAR
(21,20),(20,33),-0.328538 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.367338 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.220331 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),0.0537827 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.174072 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),0.0385354 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.747021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.705223 # DEPENDENCYPART_GRANDPAR
(21,22),(22,35),-0.00772519 # DEPENDENCYPART_GRANDPAR
(21,22),(22,36),-0.110843 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.195879 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.0719165 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),0.194969 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),0.0672203 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),0.193683 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.714452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.271613 # DEPENDENCYPART_GRANDPAR
(21,23),(23,33),-0.00219085 # DEPENDENCYPART_GRANDPAR
(21,23),(23,35),-0.196984 # DEPENDENCYPART_GRANDPAR
(21,23),(23,36),-0.749896 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.200795 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.576317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.205657 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.272827 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.0378644 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.209296 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.254608 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.409209 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),0.0658246 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.312624 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),0.0672203 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),-0.00505832 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.632227 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.0412109 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),0.0308505 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),0.004424 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.227651 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.477465 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.00219085 # DEPENDENCYPART_GRANDPAR
(21,28),(28,34),-0.372742 # DEPENDENCYPART_GRANDPAR
(21,28),(28,35),-0.196984 # DEPENDENCYPART_GRANDPAR
(21,29),(29,5),-0.39443 # DEPENDENCYPART_GRANDPAR
(21,29),(29,12),-0.195879 # DEPENDENCYPART_GRANDPAR
(21,29),(29,13),-0.0719165 # DEPENDENCYPART_GRANDPAR
(21,29),(29,15),0.00906545 # DEPENDENCYPART_GRANDPAR
(21,29),(29,16),0.295707 # DEPENDENCYPART_GRANDPAR
(21,29),(29,17),-0.257444 # DEPENDENCYPART_GRANDPAR
(21,29),(29,18),0.194969 # DEPENDENCYPART_GRANDPAR
(21,29),(29,19),0.0672203 # DEPENDENCYPART_GRANDPAR
(21,29),(29,20),0.193683 # DEPENDENCYPART_GRANDPAR
(21,29),(29,21),-0.714452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,29),(29,22),-0.271613 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),0.0361811 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),-0.00505832 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),-0.632227 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.0412109 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),0.0308505 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.491707 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.227651 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.477465 # DEPENDENCYPART_GRANDPAR
(21,29),(29,34),-0.372742 # DEPENDENCYPART_GRANDPAR
(21,31),(31,18),0.0619608 # DEPENDENCYPART_GRANDPAR
(21,31),(31,24),0.0378644 # DEPENDENCYPART_GRANDPAR
(21,31),(31,26),0.0393889 # DEPENDENCYPART_GRANDPAR
(21,31),(31,27),0.0628737 # DEPENDENCYPART_GRANDPAR
(21,31),(31,28),-0.255061 # DEPENDENCYPART_GRANDPAR
(21,31),(31,29),-0.238712 # DEPENDENCYPART_GRANDPAR
(21,31),(31,30),-0.100001 # DEPENDENCYPART_GRANDPAR
(21,31),(31,32),-0.493932 # DEPENDENCYPART_GRANDPAR
(21,31),(31,33),-0.143932 # DEPENDENCYPART_GRANDPAR
(21,32),(32,18),0.0619608 # DEPENDENCYPART_GRANDPAR
(21,32),(32,24),0.0378644 # DEPENDENCYPART_GRANDPAR
(21,32),(32,26),0.0393889 # DEPENDENCYPART_GRANDPAR
(21,32),(32,27),0.0628737 # DEPENDENCYPART_GRANDPAR
(21,32),(32,28),-0.255061 # DEPENDENCYPART_GRANDPAR
(21,32),(32,29),-0.238712 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),-0.100001 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),-0.383653 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.148596 # DEPENDENCYPART_GRANDPAR
(21,32),(32,35),-0.343389 # DEPENDENCYPART_GRANDPAR
(21,33),(33,19),0.0672203 # DEPENDENCYPART_GRANDPAR
(21,33),(33,22),-0.271613 # DEPENDENCYPART_GRANDPAR
(21,33),(33,24),-0.00505832 # DEPENDENCYPART_GRANDPAR
(21,33),(33,25),-0.632227 # DEPENDENCYPART_GRANDPAR
(21,33),(33,26),-0.0412109 # DEPENDENCYPART_GRANDPAR
(21,33),(33,27),0.0308505 # DEPENDENCYPART_GRANDPAR
(21,33),(33,28),-0.491707 # DEPENDENCYPART_GRANDPAR
(21,33),(33,29),-0.475358 # DEPENDENCYPART_GRANDPAR
(21,33),(33,30),-0.146502 # DEPENDENCYPART_GRANDPAR
(21,33),(33,31),-0.630933 # DEPENDENCYPART_GRANDPAR
(21,33),(33,32),-0.899896 # DEPENDENCYPART_GRANDPAR
(21,33),(33,34),-0.372742 # DEPENDENCYPART_GRANDPAR
(21,33),(33,35),-0.196984 # DEPENDENCYPART_GRANDPAR
(21,35),(35,19),0.0672203 # DEPENDENCYPART_GRANDPAR
(21,35),(35,25),-0.632227 # DEPENDENCYPART_GRANDPAR
(21,35),(35,27),0.0308505 # DEPENDENCYPART_GRANDPAR
(21,35),(35,28),-0.491707 # DEPENDENCYPART_GRANDPAR
(21,35),(35,29),-0.475358 # DEPENDENCYPART_GRANDPAR
(21,35),(35,30),-0.146502 # DEPENDENCYPART_GRANDPAR
(21,35),(35,31),-0.630933 # DEPENDENCYPART_GRANDPAR
(21,35),(35,32),-0.899896 # DEPENDENCYPART_GRANDPAR
(21,35),(35,33),-0.481973 # DEPENDENCYPART_GRANDPAR
(21,35),(35,34),-0.783112 # DEPENDENCYPART_GRANDPAR
(21,35),(35,36),-0.749896 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-1.22093 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-0.470251 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.65701 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.65663 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.420666 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.480218 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.0611367 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.544515 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),-0.0998765 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-1.15752 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.385219 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.338109 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),0.0904435 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.46559 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.761058 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.678794 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.94154 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.946186 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.842994 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.38634 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.682398 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.40561 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.571321 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.746831 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.461878 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.093862 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.372345 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.302028 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.00326435 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.782291 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.465016 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.395908 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.92923 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.624762 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.238651 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.567688 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.553486 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.317946 # DEPENDENCYPART_GRANDPAR
(22,20),(20,23),-0.222141 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.38098 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.115064 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-0.290696 # DEPENDENCYPART_GRANDPAR
(22,20),(20,32),-0.612432 # DEPENDENCYPART_GRANDPAR
(22,20),(20,33),-0.371269 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-1.03916 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.128588 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.384295 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.0765277 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.227509 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),0.170839 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.300248 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.750964 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.668701 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.123353 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.0564083 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.71403 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.290641 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.0107071 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.249671 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.275667 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.0237178 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0194374 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.447936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.214052 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.434371 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.108124 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.0343869 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.282607 # DEPENDENCYPART_GRANDPAR
(22,21),(21,31),-0.592241 # DEPENDENCYPART_GRANDPAR
(22,21),(21,32),-0.665823 # DEPENDENCYPART_GRANDPAR
(22,21),(21,33),-0.36318 # DEPENDENCYPART_GRANDPAR
(22,21),(21,35),-0.434969 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.521574 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.449681 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.62907 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.374503 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.31563 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.160703 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.451263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,33),-0.30414 # DEPENDENCYPART_GRANDPAR
(22,23),(23,35),-0.375929 # DEPENDENCYPART_GRANDPAR
(22,23),(23,36),-0.515576 # DEPENDENCYPART_GRANDPAR
(22,35),(35,19),-0.374503 # DEPENDENCYPART_GRANDPAR
(22,35),(35,25),-0.550958 # DEPENDENCYPART_GRANDPAR
(22,35),(35,27),-0.0938257 # DEPENDENCYPART_GRANDPAR
(22,35),(35,28),-0.0379708 # DEPENDENCYPART_GRANDPAR
(22,35),(35,29),-0.286191 # DEPENDENCYPART_GRANDPAR
(22,35),(35,30),-0.310871 # DEPENDENCYPART_GRANDPAR
(22,35),(35,31),-0.708828 # DEPENDENCYPART_GRANDPAR
(22,35),(35,32),-0.783564 # DEPENDENCYPART_GRANDPAR
(22,35),(35,33),-0.366764 # DEPENDENCYPART_GRANDPAR
(22,35),(35,34),-0.913618 # DEPENDENCYPART_GRANDPAR
(22,35),(35,36),-0.515576 # DEPENDENCYPART_GRANDPAR
(22,36),(36,1),-1.36574 # DEPENDENCYPART_GRANDPAR
(22,36),(36,2),-0.579375 # DEPENDENCYPART_GRANDPAR
(22,36),(36,3),-0.738136 # DEPENDENCYPART_GRANDPAR
(22,36),(36,5),-0.53474 # DEPENDENCYPART_GRANDPAR
(22,36),(36,6),-0.512772 # DEPENDENCYPART_GRANDPAR
(22,36),(36,7),-0.0079306 # DEPENDENCYPART_GRANDPAR
(22,36),(36,8),-0.655426 # DEPENDENCYPART_GRANDPAR
(22,36),(36,9),-1.03841 # DEPENDENCYPART_GRANDPAR
(22,36),(36,10),-0.956147 # DEPENDENCYPART_GRANDPAR
(22,36),(36,12),-0.57414 # DEPENDENCYPART_GRANDPAR
(22,36),(36,13),-0.502248 # DEPENDENCYPART_GRANDPAR
(22,36),(36,14),-1.02307 # DEPENDENCYPART_GRANDPAR
(22,36),(36,15),-0.723421 # DEPENDENCYPART_GRANDPAR
(22,36),(36,16),-0.298891 # DEPENDENCYPART_GRANDPAR
(22,36),(36,17),-0.702642 # DEPENDENCYPART_GRANDPAR
(22,36),(36,18),-0.609766 # DEPENDENCYPART_GRANDPAR
(22,36),(36,19),-0.42707 # DEPENDENCYPART_GRANDPAR
(22,36),(36,20),-0.306884 # DEPENDENCYPART_GRANDPAR
(22,36),(36,21),-0.162296 # DEPENDENCYPART_GRANDPAR
(22,36),(36,22),-0.28481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,36),(36,23),-0.00245262 # DEPENDENCYPART_GRANDPAR
(22,36),(36,25),-0.180722 # DEPENDENCYPART_GRANDPAR
(22,36),(36,26),0.0800506 # DEPENDENCYPART_GRANDPAR
(22,36),(36,27),0.0756908 # DEPENDENCYPART_GRANDPAR
(22,36),(36,28),0.177212 # DEPENDENCYPART_GRANDPAR
(22,36),(36,29),-0.0710077 # DEPENDENCYPART_GRANDPAR
(22,36),(36,30),-0.129602 # DEPENDENCYPART_GRANDPAR
(22,36),(36,31),-0.338593 # DEPENDENCYPART_GRANDPAR
(22,36),(36,32),-0.413329 # DEPENDENCYPART_GRANDPAR
(22,36),(36,33),-0.151581 # DEPENDENCYPART_GRANDPAR
(22,36),(36,34),-0.543383 # DEPENDENCYPART_GRANDPAR
(22,36),(36,35),-0.22337 # DEPENDENCYPART_GRANDPAR
(23,12),(12,2),-0.24122 # DEPENDENCYPART_GRANDPAR
(23,12),(12,4),0.138468 # DEPENDENCYPART_GRANDPAR
(23,12),(12,5),-0.456947 # DEPENDENCYPART_GRANDPAR
(23,12),(12,6),-0.305956 # DEPENDENCYPART_GRANDPAR
(23,12),(12,8),-0.186803 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.397991 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.556873 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.520005 # DEPENDENCYPART_GRANDPAR
(23,12),(12,36),-0.747475 # DEPENDENCYPART_GRANDPAR
(23,13),(13,1),-0.482283 # DEPENDENCYPART_GRANDPAR
(23,13),(13,2),-0.232513 # DEPENDENCYPART_GRANDPAR
(23,13),(13,3),-0.11002 # DEPENDENCYPART_GRANDPAR
(23,13),(13,4),0.145863 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.44824 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.296974 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.166989 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.178211 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.389009 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.547892 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.512685 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.192414 # DEPENDENCYPART_GRANDPAR
(23,13),(13,36),-0.747475 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.3784 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),0.137126 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.0603338 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.485188 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.00267218 # DEPENDENCYPART_GRANDPAR
(23,19),(19,4),0.138468 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.520005 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),0.0401004 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.102521 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.301025 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.161963 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.148907 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.315602 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-1.03283 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.322302 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.25285 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),0.0275022 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.0451796 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.665701 # DEPENDENCYPART_GRANDPAR
