# _root_ Bilimsel_Devrim boyunca alanını din aleyhine gittikçe _ _ genişleterek , dinin _ eskisine göre çok daha dar bir alana _ _ hapsedilmesine _ yol_açan bilimin kendisi de , bugün kendi alanına _ hapsedilmiştir .
#goldHeads=2,8,8,5,8,8,8,9,21,0,21,13,14,21,16,17,19,19,21,21,22,23,24,25,26,33,26,0,32,31,33,33,34,0,
#predictedHeads=2,8,8,5,8,8,8,9,23,0,13,13,14,19,16,17,19,19,21,21,22,23,24,25,26,28,26,0,33,31,33,33,34,0,
(19,10),(10,33),-0.967395 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.0690831 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.14827 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0799959 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.0792463 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.110417 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.323095 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.1455 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.0503963 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.1036 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.131413 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.166572 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.14359 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),0.0690878 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.17642 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.148265 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.174721 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0693003 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.138934 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.165581 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.176042 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.157403 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.159881 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0324173 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.0379132 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.159364 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0209954 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.182982 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.00400044 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.129786 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.00110473 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.231866 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.056184 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),0.0350939 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),0.247772 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.121467 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.0685784 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.145178 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0330472 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.275827 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.526002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,29),-0.318816 # DEPENDENCYPART_GRANDPAR
(19,17),(17,31),-0.272644 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0497636 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.19853 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.361479 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.167218 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.325964 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.0893834 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),0.0862541 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.106125 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.0762228 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.511211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),0.136507 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.0854911 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.443251 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.0143606 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.0856638 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.0238761 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),0.122208 # DEPENDENCYPART_GRANDPAR
(19,20),(20,33),-0.6847 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.612902 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.350948 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.546626 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.649953 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.325399 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.193643 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.42566 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.212982 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.19853 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.154769 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.361479 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.226036 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.167218 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.325964 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.0893834 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),0.0862541 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.106125 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.0762228 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.511211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.285661 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.136507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0854911 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.0143606 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.0856638 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.0238761 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),0.122208 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),0.13633 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.130151 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.0079951 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.163621 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.657956 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.221331 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.224552 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.265822 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.351518 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.256572 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.155311 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.694243 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.329427 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.239117 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.545572 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.280387 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.0392682 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.263497 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.46258 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.746751 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.599295 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.373183 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.0403383 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.417687 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.0707251 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.0102827 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.134058 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0467409 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.377627 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.396588 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.211492 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0670716 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.107913 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.18978 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.0994706 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.348046 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.097355 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.106707 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.237906 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.118631 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.202356 # DEPENDENCYPART_GRANDPAR
(20,17),(17,29),-0.370831 # DEPENDENCYPART_GRANDPAR
(20,17),(17,31),-0.394357 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.147341 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.246753 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),0.0895815 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.182805 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.200652 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0567348 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.312959 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.216922 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0626819 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0111764 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.625386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.353281 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.375382 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.540608 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.418444 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.343357 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.555291 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.22201 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.528556 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.393874 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.252841 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.347962 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.353778 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.442186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.170081 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),0.00821423 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-0.541743 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-0.123624 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.288849 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.493893 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.0915972 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.428226 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),0.0297496 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.157844 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.301263 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.150261 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.116422 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.200411 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.102052 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.668653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.396548 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.206213 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.020968 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.0401598 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.38048 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.0381426 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.124631 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.224532 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.217606 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.193668 # DEPENDENCYPART_GRANDPAR
(20,23),(23,33),-0.435975 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.343357 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.555291 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-0.328933 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.393874 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.252841 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.347962 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.353778 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.442981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.170876 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.0383743 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.317396 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.0151394 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.411541 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.0465623 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.148306 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.123584 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-0.292831 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.00248492 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.119485 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.191744 # DEPENDENCYPART_GRANDPAR
(20,28),(28,7),-0.538837 # DEPENDENCYPART_GRANDPAR
(20,28),(28,8),-0.448528 # DEPENDENCYPART_GRANDPAR
(20,28),(28,12),-0.519903 # DEPENDENCYPART_GRANDPAR
(20,28),(28,17),-0.229498 # DEPENDENCYPART_GRANDPAR
(20,28),(28,18),-0.308654 # DEPENDENCYPART_GRANDPAR
(20,28),(28,19),-0.204802 # DEPENDENCYPART_GRANDPAR
(20,28),(28,20),-0.858942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,28),(28,21),-0.586837 # DEPENDENCYPART_GRANDPAR
(20,28),(28,22),-0.219112 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),-0.733357 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),-0.096835 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),-0.265813 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.175923 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.0908422 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),0.00855852 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.00963783 # DEPENDENCYPART_GRANDPAR
(20,28),(28,32),-0.200566 # DEPENDENCYPART_GRANDPAR
(20,28),(28,33),0.236536 # DEPENDENCYPART_GRANDPAR
(20,28),(28,34),-0.354433 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),0.00248188 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.312831 # DEPENDENCYPART_GRANDPAR
(20,31),(31,22),0.0391786 # DEPENDENCYPART_GRANDPAR
(20,31),(31,24),0.0159388 # DEPENDENCYPART_GRANDPAR
(20,31),(31,25),-0.0076254 # DEPENDENCYPART_GRANDPAR
(20,31),(31,27),0.175577 # DEPENDENCYPART_GRANDPAR
(20,31),(31,28),-0.268984 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),-0.207982 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),-0.22584 # DEPENDENCYPART_GRANDPAR
(20,31),(31,32),-0.415122 # DEPENDENCYPART_GRANDPAR
(20,33),(33,1),-0.25879 # DEPENDENCYPART_GRANDPAR
(20,33),(33,2),-0.726416 # DEPENDENCYPART_GRANDPAR
(20,33),(33,3),-0.521252 # DEPENDENCYPART_GRANDPAR
(20,33),(33,4),-0.390628 # DEPENDENCYPART_GRANDPAR
(20,33),(33,5),-0.555853 # DEPENDENCYPART_GRANDPAR
(20,33),(33,6),-0.888052 # DEPENDENCYPART_GRANDPAR
(20,33),(33,7),-0.643188 # DEPENDENCYPART_GRANDPAR
(20,33),(33,8),-0.552878 # DEPENDENCYPART_GRANDPAR
(20,33),(33,9),-0.738411 # DEPENDENCYPART_GRANDPAR
(20,33),(33,10),-0.495476 # DEPENDENCYPART_GRANDPAR
(20,33),(33,11),-0.358602 # DEPENDENCYPART_GRANDPAR
(20,33),(33,13),-0.237255 # DEPENDENCYPART_GRANDPAR
(20,33),(33,14),-0.341817 # DEPENDENCYPART_GRANDPAR
(20,33),(33,15),-0.540141 # DEPENDENCYPART_GRANDPAR
(20,33),(33,16),-0.399286 # DEPENDENCYPART_GRANDPAR
(20,33),(33,17),-0.295261 # DEPENDENCYPART_GRANDPAR
(20,33),(33,19),-0.369041 # DEPENDENCYPART_GRANDPAR
(20,33),(33,20),-0.542542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,33),(33,21),-0.270437 # DEPENDENCYPART_GRANDPAR
(20,33),(33,22),-0.00462824 # DEPENDENCYPART_GRANDPAR
(20,33),(33,23),-0.416957 # DEPENDENCYPART_GRANDPAR
(20,33),(33,24),0.053893 # DEPENDENCYPART_GRANDPAR
(20,33),(33,25),-0.0513221 # DEPENDENCYPART_GRANDPAR
(20,33),(33,26),-0.0307222 # DEPENDENCYPART_GRANDPAR
(20,33),(33,27),0.168478 # DEPENDENCYPART_GRANDPAR
(20,33),(33,28),-0.267651 # DEPENDENCYPART_GRANDPAR
(20,33),(33,29),-0.246224 # DEPENDENCYPART_GRANDPAR
(20,33),(33,30),-0.174408 # DEPENDENCYPART_GRANDPAR
(20,33),(33,31),-0.265208 # DEPENDENCYPART_GRANDPAR
(20,33),(33,32),-0.573005 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.189166 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.0377522 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.203619 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),0.00267882 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.0075605 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.348567 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),-0.148108 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),0.0284075 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.333553 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.0490897 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.600575 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.000314128 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.359583 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.0778113 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),0.145631 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.600573 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.22083 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.145904 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.0481714 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),0.164695 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),0.0428046 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.0960746 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.548755 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.163828 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),0.0379257 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.0927755 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.682895 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),-0.348844 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-0.409368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,26),-0.458257 # DEPENDENCYPART_GRANDPAR
(21,7),(7,30),-0.587901 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.0960746 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.548755 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.163828 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),0.0379257 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.0927755 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.682895 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.0581511 # DEPENDENCYPART_GRANDPAR
(21,8),(8,26),-0.458257 # DEPENDENCYPART_GRANDPAR
(21,8),(8,30),-0.587901 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),0.0209496 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.0481714 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),0.164695 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),0.0428046 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.48657 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.0131223 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),0.120311 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),0.0512524 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.25722 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.184513 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-0.482302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,33),-0.321508 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.459005 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.0554459 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.297076 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),-0.145904 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),0.0133755 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.295097 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.42098 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.0270146 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0285874 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),0.0511149 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.522856 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.165098 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.47357 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.335171 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.0700111 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),0.106812 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.209056 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.169078 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.575364 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.388893 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.162807 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.0272055 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.363246 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.124483 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),0.0441584 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.187815 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.183329 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.177451 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.186187 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.26525 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.162999 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.185588 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.0254516 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.333924 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.13767 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.151113 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.123363 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.0555946 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.0815449 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.215934 # DEPENDENCYPART_GRANDPAR
(21,17),(17,29),-0.499406 # DEPENDENCYPART_GRANDPAR
(21,17),(17,31),-0.551988 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.0847481 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.0363768 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),0.157125 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.128364 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.25441 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.173336 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.0194575 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.0167459 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.294771 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.121845 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.120456 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.511824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,9),-0.499989 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),0.00784827 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.0829157 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.131388 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.274005 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.379273 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.327876 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.300748 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.104051 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.103392 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.0573274 # DEPENDENCYPART_GRANDPAR
