# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,18,0,13,14,15,18,15,18,20,18,31,22,23,25,25,26,27,29,29,31,31,32,0,
(15,18),(18,19),-0.435999 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.148362 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.318751 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.367585 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.0890876 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.225538 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.179432 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.528577 # DEPENDENCYPART_GRANDPAR
(15,18),(18,30),-0.176684 # DEPENDENCYPART_GRANDPAR
(15,18),(18,31),-0.17353 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.295193 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.07101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.146533 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.401731 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.64739 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.179767 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-1.13201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,17),-0.457508 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.637989 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.300096 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.425705 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.386593 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.699634 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.151377 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.500522 # DEPENDENCYPART_GRANDPAR
(15,24),(24,30),-0.102576 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.42799 # DEPENDENCYPART_GRANDPAR
(15,25),(25,6),-0.386456 # DEPENDENCYPART_GRANDPAR
(15,25),(25,10),-0.179767 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-0.148802 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-1.13201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,17),-0.457508 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.637989 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.348496 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.300096 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.425705 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.386593 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.699634 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.326572 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.151377 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),-0.500522 # DEPENDENCYPART_GRANDPAR
(15,25),(25,30),-0.102576 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.376242 # DEPENDENCYPART_GRANDPAR
(15,30),(30,10),-0.179767 # DEPENDENCYPART_GRANDPAR
(15,30),(30,15),-1.13201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,30),(30,21),-0.425705 # DEPENDENCYPART_GRANDPAR
(15,30),(30,22),-0.386593 # DEPENDENCYPART_GRANDPAR
(15,30),(30,23),-0.699634 # DEPENDENCYPART_GRANDPAR
(15,30),(30,24),-0.326572 # DEPENDENCYPART_GRANDPAR
(15,30),(30,25),-0.463023 # DEPENDENCYPART_GRANDPAR
(15,30),(30,26),-0.42147 # DEPENDENCYPART_GRANDPAR
(15,30),(30,27),-0.511481 # DEPENDENCYPART_GRANDPAR
(15,30),(30,28),-0.442705 # DEPENDENCYPART_GRANDPAR
(15,30),(30,29),-0.860626 # DEPENDENCYPART_GRANDPAR
(15,30),(30,31),-0.148791 # DEPENDENCYPART_GRANDPAR
(15,31),(31,1),-0.464729 # DEPENDENCYPART_GRANDPAR
(15,31),(31,2),-0.846475 # DEPENDENCYPART_GRANDPAR
(15,31),(31,5),-0.552152 # DEPENDENCYPART_GRANDPAR
(15,31),(31,6),-0.510579 # DEPENDENCYPART_GRANDPAR
(15,31),(31,7),-0.892991 # DEPENDENCYPART_GRANDPAR
(15,31),(31,8),-0.511437 # DEPENDENCYPART_GRANDPAR
(15,31),(31,10),-0.30393 # DEPENDENCYPART_GRANDPAR
(15,31),(31,11),-0.462236 # DEPENDENCYPART_GRANDPAR
(15,31),(31,13),-0.258023 # DEPENDENCYPART_GRANDPAR
(15,31),(31,14),-0.206977 # DEPENDENCYPART_GRANDPAR
(15,31),(31,15),-0.988267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,31),(31,16),-0.115498 # DEPENDENCYPART_GRANDPAR
(15,31),(31,17),-0.393529 # DEPENDENCYPART_GRANDPAR
(15,31),(31,18),-0.596644 # DEPENDENCYPART_GRANDPAR
(15,31),(31,19),-0.318397 # DEPENDENCYPART_GRANDPAR
(15,31),(31,20),-0.275639 # DEPENDENCYPART_GRANDPAR
(15,31),(31,21),-0.349975 # DEPENDENCYPART_GRANDPAR
(15,31),(31,22),-0.354301 # DEPENDENCYPART_GRANDPAR
(15,31),(31,23),-0.555894 # DEPENDENCYPART_GRANDPAR
(15,31),(31,24),-0.262593 # DEPENDENCYPART_GRANDPAR
(15,31),(31,25),-0.399044 # DEPENDENCYPART_GRANDPAR
(15,31),(31,26),-0.389179 # DEPENDENCYPART_GRANDPAR
(15,31),(31,27),-0.367741 # DEPENDENCYPART_GRANDPAR
(15,31),(31,28),-0.420033 # DEPENDENCYPART_GRANDPAR
(15,31),(31,29),-0.716886 # DEPENDENCYPART_GRANDPAR
(15,31),(31,30),-0.350189 # DEPENDENCYPART_GRANDPAR
(15,31),(31,32),-0.410423 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.981151 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.710289 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.923231 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.279481 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.607714 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.327498 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.428376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,28),-0.56357 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-1.32594 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.826321 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.986698 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.943484 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.795787 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.303734 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.454156 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.602148 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.512569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,3),-0.681851 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.878536 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.845093 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.736702 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-1.03709 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.566762 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.805115 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.293634 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.459462 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.709975 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.276422 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.536316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.356954 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.34273 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.378778 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.391645 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.435091 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-0.559327 # DEPENDENCYPART_GRANDPAR
(16,15),(15,30),-0.628563 # DEPENDENCYPART_GRANDPAR
(16,15),(15,31),-0.52174 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.555092 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.350817 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.186709 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.0648428 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0593231 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.141422 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.047513 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.00765281 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.0149968 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.3611 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.0819452 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0554645 # DEPENDENCYPART_GRANDPAR
(17,10),(10,31),-0.664756 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),0.265216 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.0228181 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),0.010206 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.0723303 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.257031 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.201866 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.0885455 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.0570245 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.398601 # DEPENDENCYPART_GRANDPAR
(17,11),(11,31),-0.647488 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.118256 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0816222 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.192389 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.248353 # DEPENDENCYPART_GRANDPAR
(17,12),(12,29),-0.438899 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.102959 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.323387 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.128031 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.0422023 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.20925 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.032204 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.251072 # DEPENDENCYPART_GRANDPAR
(17,13),(13,28),-0.54109 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.211807 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.0300996 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.18703 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.131864 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0607201 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.17699 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.00887871 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.148453 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.307698 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),0.165827 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),0.0528879 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.0699422 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.152041 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0144848 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.00588543 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.0424258 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.116185 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.113037 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.00303195 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.161659 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.359862 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.675576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.415873 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.237348 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.704629 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.663982 # DEPENDENCYPART_GRANDPAR
(17,15),(15,28),-0.711648 # DEPENDENCYPART_GRANDPAR
(17,15),(15,30),-0.855933 # DEPENDENCYPART_GRANDPAR
(17,15),(15,31),-0.664756 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.110928 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.157561 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0470929 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.356117 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.271863 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.0550436 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.585551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.380369 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.116572 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.240397 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.254241 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.193138 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.0794402 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),0.0311777 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.492581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.306402 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.0767837 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.381068 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.338527 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.225758 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.465901 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.425255 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.415443 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.12941 # DEPENDENCYPART_GRANDPAR
(17,27),(27,12),-0.193138 # DEPENDENCYPART_GRANDPAR
(17,27),(27,14),-0.0794402 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),-0.381068 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.225758 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),-0.271811 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.521633 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.480987 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.276753 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.415443 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.12941 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.617206 # DEPENDENCYPART_GRANDPAR
(17,30),(30,10),-0.141473 # DEPENDENCYPART_GRANDPAR
(17,30),(30,15),-0.0696995 # DEPENDENCYPART_GRANDPAR
(17,30),(30,21),-0.34936 # DEPENDENCYPART_GRANDPAR
(17,30),(30,22),-0.277633 # DEPENDENCYPART_GRANDPAR
(17,30),(30,23),-0.517203 # DEPENDENCYPART_GRANDPAR
(17,30),(30,24),-0.7481 # DEPENDENCYPART_GRANDPAR
(17,30),(30,25),-0.707454 # DEPENDENCYPART_GRANDPAR
(17,30),(30,26),-0.328641 # DEPENDENCYPART_GRANDPAR
(17,30),(30,27),-0.569105 # DEPENDENCYPART_GRANDPAR
(17,30),(30,28),-0.65165 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),-0.511334 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),-0.635515 # DEPENDENCYPART_GRANDPAR
(17,31),(31,1),-0.799565 # DEPENDENCYPART_GRANDPAR
(17,31),(31,2),-0.802631 # DEPENDENCYPART_GRANDPAR
(17,31),(31,5),-0.462814 # DEPENDENCYPART_GRANDPAR
(17,31),(31,6),-0.554135 # DEPENDENCYPART_GRANDPAR
(17,31),(31,7),-0.277791 # DEPENDENCYPART_GRANDPAR
(17,31),(31,8),-0.332956 # DEPENDENCYPART_GRANDPAR
(17,31),(31,10),-0.413756 # DEPENDENCYPART_GRANDPAR
(17,31),(31,11),-0.334397 # DEPENDENCYPART_GRANDPAR
(17,31),(31,13),-0.44237 # DEPENDENCYPART_GRANDPAR
(17,31),(31,14),-0.120432 # DEPENDENCYPART_GRANDPAR
(17,31),(31,15),-0.341982 # DEPENDENCYPART_GRANDPAR
(17,31),(31,16),0.057917 # DEPENDENCYPART_GRANDPAR
(17,31),(31,17),-0.597561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,31),(31,18),-0.351217 # DEPENDENCYPART_GRANDPAR
(17,31),(31,19),0.132328 # DEPENDENCYPART_GRANDPAR
(17,31),(31,20),-0.382183 # DEPENDENCYPART_GRANDPAR
(17,31),(31,21),-0.226348 # DEPENDENCYPART_GRANDPAR
(17,31),(31,22),-0.190238 # DEPENDENCYPART_GRANDPAR
(17,31),(31,23),-0.31833 # DEPENDENCYPART_GRANDPAR
(17,31),(31,24),-0.626613 # DEPENDENCYPART_GRANDPAR
(17,31),(31,25),-0.585967 # DEPENDENCYPART_GRANDPAR
(17,31),(31,26),-0.241246 # DEPENDENCYPART_GRANDPAR
(17,31),(31,27),-0.370232 # DEPENDENCYPART_GRANDPAR
(17,31),(31,28),-0.579491 # DEPENDENCYPART_GRANDPAR
(17,31),(31,29),-0.312461 # DEPENDENCYPART_GRANDPAR
(17,31),(31,30),-0.777918 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.561657 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.18249 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.282612 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.188953 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.551109 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.176075 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.624674 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.31543 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0175482 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.170428 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.0500391 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.190377 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.651524 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.302021 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.00167093 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.274845 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.050216 # DEPENDENCYPART_GRANDPAR
(18,6),(6,31),-0.710947 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.244217 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.319113 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.0788867 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.188416 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.214562 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.000876324 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.244217 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.319113 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0788867 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.188416 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.214562 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.000876324 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.185013 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.508703 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.268901 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.0619529 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.146252 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.0731827 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.164335 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.619591 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.336922 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.0281742 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.238937 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.0314234 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.0561854 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.016884 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.134156 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.222761 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.0932018 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.475848 # DEPENDENCYPART_GRANDPAR
(18,10),(10,31),-0.710913 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),0.35689 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.0185398 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.262125 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.0551764 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.21639 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.143321 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.140097 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.194396 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.32126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,31),-0.682461 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.0666428 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.0945469 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0671157 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.376561 # DEPENDENCYPART_GRANDPAR
(18,12),(12,29),-0.747558 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.0146045 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.00246773 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.154289 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.234709 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.120975 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.398287 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.187426 # DEPENDENCYPART_GRANDPAR
(18,13),(13,28),-0.457758 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.503008 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),0.0128491 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.152516 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),0.0794467 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.192198 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0524991 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.191266 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.013079 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.265558 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),0.31543 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),0.0175482 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.248228 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.0407145 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.0223879 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.112664 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.197179 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.0304454 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.235955 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.108587 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.569733 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.284952 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.29287 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.34972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.0515411 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.267761 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.611925 # DEPENDENCYPART_GRANDPAR
(18,15),(15,28),-0.604049 # DEPENDENCYPART_GRANDPAR
(18,15),(15,30),-0.413389 # DEPENDENCYPART_GRANDPAR
(18,15),(15,31),-0.710913 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.280071 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.572382 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.155404 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.137719 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.0368337 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.00285598 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.196974 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.370073 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.299206 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0700484 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),0.265908 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),0.481332 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),0.0563692 # DEPENDENCYPART_GRANDPAR
(18,17),(17,30),-0.323656 # DEPENDENCYPART_GRANDPAR
(18,17),(17,31),-0.61077 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.48343 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.0289723 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.019404 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.0919174 # DEPENDENCYPART_GRANDPAR
