# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,11,0,14,13,14,15,17,17,18,21,20,21,22,23,24,27,0,0,28,29,35,31,35,33,35,35,36,0,
(18,7),(7,3),-0.391653 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.597259 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.445284 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0252013 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.478054 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.0937762 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.430548 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.233703 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.163378 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.172821 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.505651 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.478054 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.57137 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.0937762 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.379402 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.430548 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.233703 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.163378 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.172821 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.200746 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.924648 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.41901 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.478054 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.57137 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.419867 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.0937762 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.379402 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.430548 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.233703 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.163378 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.172821 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.200746 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.252044 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.392696 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.613501 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.461526 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.472207 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.280792 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.292892 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.150504 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.147008 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.152357 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.397445 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.333904 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.102159 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.262532 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.31383 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0144649 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.155816 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.142135 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.489676 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.39697 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.397445 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.333904 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.262532 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.31383 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0144649 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.155816 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.216243 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.814278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.489676 # DEPENDENCYPART_GRANDPAR
(18,17),(17,30),-0.39697 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.621026 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.321661 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.517296 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.0885718 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.719764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,27),-0.0983509 # DEPENDENCYPART_GRANDPAR
(18,19),(19,33),-0.399866 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.628203 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.431001 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.295247 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.377777 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.524039 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.0953149 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.578558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.39897 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.24379 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0278218 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.216475 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),0.185394 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.29675 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),0.487926 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.485818 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.236612 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.0406202 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.272833 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.00621569 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.251222 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.244481 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.139226 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),0.185394 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.29675 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.1548 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),0.487926 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.485818 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.236612 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.0406202 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.272833 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.00621569 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.251222 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.378211 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.480728 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.255235 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.0457417 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.251562 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.378551 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.48168 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.125297 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.216877 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.471941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,30),-0.474787 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.480728 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.255235 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),0.251562 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.378551 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.48168 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.125297 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0244684 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.110644 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.471941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,30),-0.474787 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.487344 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.253757 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.380746 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.483876 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.131912 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0260924 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0179182 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.47225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.4095 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-0.474787 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.18571 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.157907 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.215163 # DEPENDENCYPART_GRANDPAR
(19,33),(33,19),-0.370059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,33),(33,20),-0.251355 # DEPENDENCYPART_GRANDPAR
(19,33),(33,22),-0.252582 # DEPENDENCYPART_GRANDPAR
(19,33),(33,24),-0.118326 # DEPENDENCYPART_GRANDPAR
(19,33),(33,25),-0.164169 # DEPENDENCYPART_GRANDPAR
(19,33),(33,26),-0.217956 # DEPENDENCYPART_GRANDPAR
(19,33),(33,27),-0.156337 # DEPENDENCYPART_GRANDPAR
(19,33),(33,28),-0.224151 # DEPENDENCYPART_GRANDPAR
(19,33),(33,29),-0.107612 # DEPENDENCYPART_GRANDPAR
(19,33),(33,30),-0.357687 # DEPENDENCYPART_GRANDPAR
(19,33),(33,31),-0.34378 # DEPENDENCYPART_GRANDPAR
(19,33),(33,32),-0.245055 # DEPENDENCYPART_GRANDPAR
(19,33),(33,34),-0.146242 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.713642 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.507887 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.379222 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.522363 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.799251 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.190972 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.488963 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.0809433 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.0216828 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.0997959 # DEPENDENCYPART_GRANDPAR
(20,10),(10,21),-0.381746 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.377016 # DEPENDENCYPART_GRANDPAR
(20,10),(10,35),-0.674266 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.804185 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.481913 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.465378 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.495916 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.773277 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.311054 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.170482 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.319968 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.215874 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.22206 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.488773 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.282336 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.292871 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.380265 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.538605 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.815493 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.362185 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.26352 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.351828 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.511648 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.18673 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0710006 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.184396 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.389949 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.555836 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.340768 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.351303 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0935724 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0308014 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.287929 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0681557 # DEPENDENCYPART_GRANDPAR
(20,16),(16,30),-0.318526 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.184396 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.389949 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.340768 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.351303 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0935724 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0308014 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.135578 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.3923 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0681557 # DEPENDENCYPART_GRANDPAR
(20,17),(17,30),-0.318526 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.191703 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.338799 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.349334 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.0916032 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0381091 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.134248 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.214147 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0681574 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.627787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,30),-0.318528 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.18623 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.0715008 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.129562 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.20946 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.308014 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.27638 # DEPENDENCYPART_GRANDPAR
(20,19),(19,33),-0.68252 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.561252 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.736563 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.553974 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.450804 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.72269 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.610165 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.6207 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.36297 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.211526 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.295581 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.37548 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.478555 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.110579 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.603896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.0632896 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0513703 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.255247 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-0.191546 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-1.16074 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.707431 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.60426 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.49116 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.876147 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.449038 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.528937 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.631579 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.390712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.0881874 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0179407 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.27476 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),0.0436428 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.440754 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.207168 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),0.0741509 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.421314 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.203208 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),0.078104 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.294587 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.351982 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.0521052 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),0.0829559 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.289735 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.34713 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.0633963 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.0233352 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),0.0497248 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.0409269 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.0618228 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.175676 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.13705 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.507763 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.128733 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.149368 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.151062 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.0728891 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.357273 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.502596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,3),-0.507763 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.60514 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.128733 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.499507 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.149368 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.151062 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.0728891 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.357273 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.103308 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),0.0570339 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.0430772 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.507763 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.60514 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.415768 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.128733 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.499507 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.149368 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.151062 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.0728891 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.357273 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.103308 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.141933 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.328335 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.542298 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.347951 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.0815509 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.0886743 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.121826 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.273962 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.0586742 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0565664 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),0.0521052 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.0602909 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.21251 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.119941 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.0813157 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.196556 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.100375 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.122007 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.0233482 # DEPENDENCYPART_GRANDPAR
(21,16),(16,30),-0.424173 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),0.0521052 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.0602909 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.119941 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.0813157 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.196556 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.100375 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.193636 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.150527 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.0233482 # DEPENDENCYPART_GRANDPAR
(21,17),(17,30),-0.424173 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),0.0488165 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.112235 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.0736095 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.18885 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.0970866 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.209633 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.274537 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0173531 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.177058 # DEPENDENCYPART_GRANDPAR
(21,18),(18,30),-0.425223 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.03834 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.0769006 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.11328 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.178183 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0981699 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.51877 # DEPENDENCYPART_GRANDPAR
(21,19),(19,33),-0.570663 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),0.0521052 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.0602909 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.196556 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.100375 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.193636 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.25854 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0179496 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.212842 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.604847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.392143 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),-0.424173 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.68579 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.41939 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.425107 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.206812 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.627349 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.197567 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.132663 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.405202 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.0622668 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.388455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0243134 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.588581 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.148777 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.154494 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.356735 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.00057418 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),0.0730468 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),0.13795 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.135021 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),0.0387417 # DEPENDENCYPART_GRANDPAR
