# _root_ Her _ iki olgu da , bilim için yeni bir başlangıçtan çok , bir dönemin _ _ kapanışına işaret_etmektedir .
#goldHeads=3,3,4,19,4,0,8,19,10,11,12,19,0,15,18,17,18,19,20,0,
#predictedHeads=3,3,4,19,4,0,8,19,11,11,12,19,0,15,17,17,18,19,20,0,
(19,15),(15,14),0.0418353 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.213463 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.156668 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.04168 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.136072 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.0459424 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.275134 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.360996 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.147764 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0507746 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.164129 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0445455 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0803697 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.00346113 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.17826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,3),-0.04168 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.136072 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),0.296859 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.0459424 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.315149 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.275134 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.360996 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.147764 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0507746 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.164129 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0445455 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0215892 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.00346113 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.17826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,3),-0.0210322 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.164627 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),0.0207276 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),0.0337399 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),0.301883 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0839599 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.32733 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.00377313 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0571629 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0418353 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0108797 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.112742 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.257389 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.179653 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.377243 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),0.102272 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.284002 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.299357 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.389593 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.19581 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.351197 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.278588 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.279405 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.512395 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.142264 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.0897523 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.30043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,1),-0.589677 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.400594 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.305089 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.873522 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.654447 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.502043 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.300964 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.500159 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.144371 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.329678 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.615893 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.172787 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.644283 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.115072 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.327182 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.324372 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.581712 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.336173 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.241091 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.614146 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.402146 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.576086 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.223536 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.43086 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.271249 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.5047 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.361234 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.688441 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.209452 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.438633 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),0.192914 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.17172 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.178036 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.497244 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.120219 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.589842 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.583365 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.429184 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.119642 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.590209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,13),-0.136847 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.598695 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.138738 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.589276 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),0.268121 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.117047 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.0523257 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.242998 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.0133618 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.154275 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.123436 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.152585 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.00159575 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.808534 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.583329 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.0371168 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.465197 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.680785 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.330023 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.396997 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.536307 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.435246 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.315953 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.590609 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.232803 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.808534 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.583329 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.6257 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.0371168 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.531085 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.465197 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.680785 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.330023 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.396997 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.536307 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.435246 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.481129 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.590609 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.232803 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.361249 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.138738 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.589276 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.259229 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.164624 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.117047 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.242998 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.0133618 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.154275 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.123436 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.00254072 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0361811 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.118 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.380114 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.151315 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.642925 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.215788 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.182707 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),0.282323 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.11017 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.11708 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.248771 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),0.0325071 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.110833 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.188191 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.00323205 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.115971 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.03821 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.188113 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.581983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
