# _root_ Kendi yaşam alanını güvence altında _ gören _ Papalık , bunun _ verdiği _ rahatlıkla , yakın geçmişte Darwin'le bile _ barışmakta bir beis görmemiştir .
#goldHeads=3,3,6,5,6,7,8,9,25,0,12,13,14,15,25,0,18,21,21,19,22,25,24,25,26,0,
#predictedHeads=3,3,6,5,6,7,9,9,12,0,12,13,15,15,25,0,18,21,21,21,22,25,24,25,26,0,
(17,18),(18,20),-0.177066 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.118892 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0664911 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.218125 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.22273 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-0.600002 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.571703 # DEPENDENCYPART_GRANDPAR
(17,24),(24,10),-0.723418 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-0.352024 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.374581 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.30282 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.318092 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.33453 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.423271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),-0.308602 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.256733 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.183264 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.162498 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.229182 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.387999 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.564734 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.556147 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.431088 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.157718 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0970586 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.589235 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.595101 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.470042 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.21307 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.264111 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.338069 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.602896 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.345467 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.377085 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-0.237297 # DEPENDENCYPART_GRANDPAR
(18,9),(9,25),-0.74123 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.383588 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.222123 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.507624 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.00106014 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.557733 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.513937 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-0.827755 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.392383 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.470316 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.54871 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.295006 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.741156 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.542348 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.512052 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.396042 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.0998664 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.20568 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.305127 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.472471 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.342714 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.323962 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.000816443 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.370155 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.461141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.125062 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.239597 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.41338 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.151129 # DEPENDENCYPART_GRANDPAR
(18,12),(12,25),-0.71007 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.157161 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.397274 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.377204 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.459973 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0100871 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.32174 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0977152 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0911182 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.17297 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.470042 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.21307 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.338069 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.602896 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.416714 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.491849 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.251605 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.14853 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.264832 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.134088 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.339305 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.136024 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.275045 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.432301 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.237297 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.74123 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.383588 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.222123 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.392613 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.268007 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.344609 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.302492 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.649628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.313744 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.513937 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.827755 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.222513 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.0316479 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0804282 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.051615 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.132885 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.604187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,24),-0.496608 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.555037 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.454385 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.423146 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.280996 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.232463 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.373398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,17),-0.241001 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.464295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.12841 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.0122 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.761854 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.755102 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.630043 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.367042 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.866837 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.576715 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.32444 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.417927 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.42542 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.273163 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.189359 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.18421 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.587051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.251167 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.285559 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.082872 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.119366 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.542608 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.905085 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.780026 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-0.51702 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-1.00458 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.726698 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.593032 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.454385 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.423146 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.280996 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.232463 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.373398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.0375131 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.20531 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.235216 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),-0.555037 # DEPENDENCYPART_GRANDPAR
(18,24),(24,9),-0.726698 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),-0.593032 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),-0.433339 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),-0.473696 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.454385 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.423146 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-0.280996 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.232463 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.373398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),-0.0375131 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.20531 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.235216 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.0635799 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.182179 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.42867 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.41304 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.425322 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.400016 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.0359677 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.378092 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.324874 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.0723499 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.190252 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.464276 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.455368 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.323137 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.659248 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.180022 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.283176 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.478763 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.167298 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.282115 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.226121 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.227908 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.241134 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.69995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.277852 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.185909 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.469212 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.250561 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.207191 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.183941 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.286775 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.436642 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.406681 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.327891 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.738649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.359487 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.555737 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.449672 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),0.0128796 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0116045 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0525741 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0214886 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.299969 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.599857 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.323089 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.180022 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.283176 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.478764 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.167299 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.282067 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.226073 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.00897297 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0684166 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.098184 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.69995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.197417 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.277852 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.475439 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.185909 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.6066 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.533726 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.463386 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.49695 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.524366 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.258616 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.358124 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.242173 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.585526 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.703859 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.386681 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.510852 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.422822 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.449984 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.507989 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.44007 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.153691 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0108645 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.154124 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.444618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.243923 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.231226 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.332106 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.271907 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.585575 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.508037 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.44007 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.153691 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0109609 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.256734 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.288496 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.298876 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.0184202 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),0.307071 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.000179604 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.152239 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.54397 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),0.050446 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.101613 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.0307642 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.544136 # DEPENDENCYPART_GRANDPAR
(21,5),(5,25),-0.624108 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.0970579 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.23456 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.169675 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.47166 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.450257 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.0744677 # DEPENDENCYPART_GRANDPAR
(21,8),(8,23),0.0183315 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.000179604 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.152239 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.0813898 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.413966 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.488238 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.243034 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.230135 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.0827703 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),0.0634357 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),-0.152226 # DEPENDENCYPART_GRANDPAR
(21,9),(9,25),-0.624108 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),0.214939 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.0598535 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.0845399 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.18615 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),0.137806 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.160629 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.264371 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.202571 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.513106 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.264989 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.314129 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),0.0301068 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.222762 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.0505335 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0621033 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.219047 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.333635 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),-0.232265 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.194599 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.339868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.187686 # DEPENDENCYPART_GRANDPAR
(21,12),(12,25),-0.512504 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.447142 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.0914665 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.150168 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.100861 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.00328737 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.0813898 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.413966 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),0.243034 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.230135 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.101581 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.0379353 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.035568 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.15051 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.171835 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0133615 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.209593 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.0566961 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.0131266 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.442119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,23),-0.152226 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.624108 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.271888 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),0.320531 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.0678816 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),0.0658401 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.19012 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.150449 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.346533 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.245164 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.412802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,25),-0.606837 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.0256703 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.00668172 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.124278 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.0228235 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0307031 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.174942 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.3845 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),0.2534 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.0964221 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.0327767 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.0304094 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.145352 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),0.1822 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.0237269 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.0754591 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.0390057 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.183961 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0131266 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.377869 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.442119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.439446 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.152226 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.447359 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),0.243034 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.0133615 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.0703005 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.0338471 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.173499 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0480101 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0157241 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0291832 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.130832 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.52457 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.453739 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.794468 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.660008 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.47393 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.175992 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.278433 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.302049 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.104209 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.0735611 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.324165 # DEPENDENCYPART_GRANDPAR
